ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1614,0.2466,0.1852,0.2514,0.1554,0.01387
ACN,0.258,0.175,0.1242,0.1878,0.255,0.00535
AEP,0.1236,0.2606,0.2296,0.2602,0.126,0.01178
AIZ,0.1596,0.2428,0.1952,0.2412,0.1612,0.00622
ALLE,0.2102,0.2116,0.1526,0.2118,0.2138,0.00462
AMAT,0.3402,0.1186,0.0804,0.109,0.3518,0.00686
AMP,0.2436,0.1794,0.1368,0.192,0.2482,0.00811
AMZN,0.265,0.1698,0.1292,0.171,0.265,0.0042
AVB,0.1784,0.227,0.1858,0.2264,0.1824,1e-05
AVY,0.2318,0.19,0.1528,0.2018,0.2236,0.00423
AXP,0.2912,0.1486,0.1142,0.1462,0.2998,0.0031
BDX,0.1742,0.2264,0.1992,0.2398,0.1604,0.01418
BF-B,0.1962,0.218,0.1722,0.2196,0.194,0.01577
BMY,0.1896,0.221,0.1836,0.225,0.1808,0.0148
BR,0.2466,0.1894,0.1322,0.1896,0.2422,0.00496
CARR,0.2412,0.1862,0.137,0.1822,0.2534,0.0078
CDW,0.24,0.1898,0.1388,0.185,0.2464,0.00418
CE,0.2448,0.1948,0.1414,0.1876,0.2314,0.00791
CHTR,0.2628,0.1726,0.127,0.1814,0.2562,0.00456
CNC,0.273,0.1676,0.1222,0.1682,0.269,0.0115
CNP,0.1542,0.2492,0.1958,0.243,0.1578,0.00976
COP,0.2996,0.1454,0.1002,0.159,0.2958,0.00585
CTAS,0.2322,0.1862,0.156,0.1902,0.2354,0.00678
CZR,0.3708,0.0842,0.0698,0.099,0.3762,0.00589
DG,0.2338,0.1972,0.1454,0.2098,0.2138,0.01643
DPZ,0.2808,0.1694,0.1144,0.1654,0.27,0.00546
DRE,0.1922,0.22,0.1722,0.221,0.1946,0.0113
DXC,0.295,0.1566,0.0976,0.156,0.2948,0.00975
FB,0.2922,0.1572,0.1042,0.1598,0.2866,0.00473
FTV,0.1788,0.2248,0.1806,0.2208,0.195,0.00571
GOOG,0.2728,0.168,0.1136,0.1706,0.275,0.0073
GPC,0.201,0.216,0.1624,0.2168,0.2038,0.00558
HIG,0.1958,0.221,0.1708,0.2228,0.1896,0.00677
HST,0.2854,0.1534,0.1112,0.1652,0.2848,0.00259
JPM,0.2386,0.19,0.1462,0.1824,0.2428,0.00613
KR,0.317,0.1378,0.0984,0.1416,0.3052,0.00784
OGN,0.2906,0.1568,0.1096,0.1492,0.2938,0.00453
PG,0.1236,0.272,0.2142,0.2586,0.1316,0.01077
PPL,0.071,0.284,0.2792,0.2938,0.072,0.01028
PRU,0.2186,0.1996,0.1512,0.2034,0.2272,0.00576
PYPL,0.4082,0.0658,0.0464,0.0738,0.4058,0.02224
RE,0.2034,0.2122,0.1674,0.2164,0.2006,0.00764
ROL,0.2826,0.169,0.1178,0.1568,0.2738,0.00506
ROST,0.2906,0.1606,0.117,0.1594,0.2724,0.00472
UNH,0.1958,0.2132,0.1784,0.228,0.1846,0.00732
URI,0.3092,0.1458,0.0966,0.15,0.2984,0.006
V,0.2944,0.1516,0.1122,0.1478,0.294,0.00471
VRSK,0.2194,0.2132,0.1384,0.207,0.222,0.00459
WRK,0.2794,0.1644,0.1172,0.1674,0.2716,0.00523
XOM,0.2774,0.175,0.1188,0.1604,0.2684,0.00407
IVV,0.123,0.2616,0.2288,0.257,0.1296,0.00398
IWM,0.2186,0.199,0.1562,0.2056,0.2206,0.00275
EWU,0.1072,0.271,0.2368,0.2668,0.1182,0.00763
EWG,0.1134,0.2674,0.2328,0.267,0.1194,0.00901
EWL,0.0972,0.2686,0.2588,0.2716,0.1038,0.00749
EWQ,0.134,0.2566,0.2124,0.2536,0.1434,0.00941
IEUS,0.1422,0.245,0.2132,0.2442,0.1554,0.00814
EWJ,0.1242,0.2656,0.2178,0.2622,0.1302,0.00673
EWT,0.1806,0.234,0.171,0.227,0.1874,0.00802
MCHI,0.2556,0.1776,0.133,0.186,0.2478,0.00531
INDA,0.1926,0.2182,0.1718,0.2212,0.1962,0.01003
EWY,0.222,0.2016,0.1516,0.203,0.2218,0.00935
EWA,0.1682,0.2396,0.1858,0.2376,0.1688,0.01065
EWH,0.1158,0.273,0.2284,0.2678,0.115,0.01265
EWZ,0.2852,0.156,0.1102,0.1616,0.287,0.00442
EWC,0.1454,0.2518,0.2046,0.2454,0.1528,0.01355
IEMG,0.1558,0.2422,0.1954,0.2576,0.149,0.00347
LQD,0.0028,0.2476,0.4948,0.2528,0.002,0.03866
HYG,0.0,0.1546,0.6868,0.1586,0.0,0.0374
SHY,0.0,0.0,1.0,0.0,0.0,0.03587
IEF,0.0002,0.2196,0.558,0.222,0.0002,0.00514
TLT,0.1146,0.263,0.241,0.268,0.1134,0.05351
SEGA.L,0.3322,0.1268,0.0868,0.122,0.3322,0.00792
IEAA.L,0.0,0.028,0.9448,0.0272,0.0,0.0029
HIGH.L,0.0,0.1178,0.7676,0.1146,0.0,0.01846
JPEA.L,0.0034,0.2596,0.4872,0.2448,0.005,0.00532
IAU,0.3998,0.0712,0.0486,0.075,0.4054,0.01673
SLV,0.1984,0.231,0.1608,0.2028,0.207,0.00286
GSG,0.1934,0.2222,0.1758,0.231,0.1776,0.00385
REET,0.1102,0.2722,0.2258,0.282,0.1098,1e-05
ICLN,0.2712,0.1618,0.1258,0.1708,0.2704,0.00625
IXN,0.2058,0.2146,0.1578,0.2038,0.218,0.00245
IGF,0.059,0.299,0.2886,0.2842,0.0692,0.01061
IUVL.L,0.1958,0.2268,0.1756,0.2092,0.1926,0.01143
IUMO.L,0.2596,0.1758,0.1424,0.175,0.2472,0.01425
SPMV.L,0.1238,0.2774,0.2196,0.2628,0.1164,0.00908
IEVL.L,0.1558,0.241,0.202,0.2554,0.1458,0.02973
IEFM.L,0.4952,0.0052,0.0024,0.0042,0.493,0.0225
MVEU.L,0.0876,0.2838,0.27,0.2748,0.0838,0.02368
XLK,0.2114,0.2058,0.16,0.1974,0.2254,0.00537
XLF,0.171,0.2316,0.1924,0.2326,0.1724,0.00432
XLV,0.0844,0.2846,0.26,0.284,0.087,0.00557
XLE,0.2664,0.1734,0.1256,0.1724,0.2622,0.0044
XLY,0.2196,0.2062,0.151,0.2034,0.2198,0.00338
XLI,0.1216,0.2662,0.221,0.2648,0.1264,0.00412
XLC,0.173,0.2376,0.1864,0.2274,0.1756,0.00267
XLU,0.1122,0.2682,0.24,0.2636,0.116,0.00864
