ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1864,0.2244,0.176,0.233,0.1802,0.01059
ACN,0.2182,0.2058,0.1568,0.2082,0.211,0.00916
AEP,0.1484,0.2416,0.2148,0.2512,0.144,0.01237
AIZ,0.1796,0.2418,0.1694,0.232,0.1772,0.01086
ALLE,0.2282,0.1968,0.1528,0.1994,0.2228,0.00878
AMAT,0.3324,0.1142,0.086,0.1214,0.346,0.00379
AMP,0.2502,0.1826,0.1286,0.1858,0.2528,0.00763
AMZN,0.268,0.1756,0.1202,0.1786,0.2576,0.00736
AVB,0.1772,0.228,0.1698,0.2436,0.1814,0.01083
AVY,0.2366,0.1976,0.1384,0.191,0.2364,0.00874
AXP,0.2876,0.1608,0.1136,0.1572,0.2808,0.00612
BDX,0.1798,0.2288,0.1882,0.2334,0.1698,0.01086
BF-B,0.1986,0.2174,0.1602,0.2214,0.2024,0.00977
BMY,0.1836,0.2282,0.175,0.2222,0.191,0.01044
BR,0.211,0.2084,0.1548,0.2046,0.2212,0.00941
CARR,0.2646,0.1764,0.117,0.1754,0.2666,0.00731
CDW,0.238,0.1896,0.141,0.1872,0.2442,0.00832
CE,0.2544,0.1842,0.138,0.1648,0.2586,0.00748
CHTR,0.2446,0.1882,0.1324,0.1904,0.2444,0.00806
CNC,0.2906,0.1578,0.1106,0.1444,0.2966,0.00574
CNP,0.1832,0.2194,0.179,0.2262,0.1922,0.01057
COP,0.3246,0.14,0.0938,0.1406,0.301,0.00499
CTAS,0.2274,0.201,0.1422,0.203,0.2264,0.00878
CZR,0.3534,0.1048,0.0714,0.1022,0.3682,0.00292
DG,0.1954,0.2112,0.165,0.2184,0.21,0.00999
DPZ,0.272,0.1678,0.1222,0.1648,0.2732,0.00645
DRE,0.1834,0.2292,0.182,0.2328,0.1726,0.01084
DXC,0.3266,0.1292,0.0834,0.1286,0.3322,0.00417
FB,0.2724,0.1536,0.1156,0.1638,0.2946,0.00599
FTV,0.2028,0.2022,0.1626,0.2332,0.1992,0.00998
GOOG,0.237,0.1938,0.1426,0.1784,0.2482,0.00822
GPC,0.2056,0.215,0.1626,0.21,0.2068,0.0094
HIG,0.2132,0.2164,0.1582,0.2068,0.2054,0.00925
HST,0.3002,0.1458,0.1088,0.1384,0.3068,0.0056
JPM,0.227,0.2034,0.142,0.1988,0.2288,0.00859
KR,0.298,0.1484,0.1032,0.149,0.3014,0.00539
OGN,0.3376,0.125,0.0816,0.1268,0.329,0.00395
PG,0.117,0.2646,0.2322,0.268,0.1182,0.0132
PPL,0.128,0.2662,0.2364,0.2496,0.1198,0.01329
PRU,0.2564,0.1842,0.1338,0.1844,0.2412,0.00781
PYPL,0.3698,0.1022,0.0716,0.1072,0.3492,0.00298
RE,0.2394,0.1894,0.1328,0.1892,0.2492,0.00814
ROL,0.2608,0.173,0.131,0.1854,0.2498,0.00691
ROST,0.2814,0.1592,0.1148,0.162,0.2826,0.00631
UNH,0.1934,0.2212,0.1698,0.215,0.2006,0.0103
URI,0.3204,0.141,0.0976,0.1344,0.3066,0.00492
V,0.2648,0.1712,0.117,0.1762,0.2708,0.00712
VRSK,0.2264,0.2098,0.151,0.1998,0.213,0.00923
WRK,0.2828,0.1636,0.1046,0.1626,0.2864,0.00622
XOM,0.283,0.1704,0.1182,0.16,0.2684,0.00635
IVV,0.1052,0.2688,0.2554,0.2732,0.0974,0.01396
IWM,0.22,0.2166,0.1498,0.1962,0.2174,0.0093
EWU,0.1234,0.2658,0.2272,0.2592,0.1244,0.0131
EWG,0.1364,0.2566,0.2248,0.2548,0.1274,0.01291
EWL,0.093,0.2844,0.2702,0.268,0.0844,0.01446
EWQ,0.1334,0.257,0.2068,0.26,0.1428,0.01224
IEUS,0.1424,0.2418,0.199,0.2622,0.1546,0.01227
EWJ,0.1402,0.2522,0.2212,0.2518,0.1346,0.01257
EWT,0.2222,0.2114,0.1538,0.2018,0.2108,0.00909
MCHI,0.2668,0.1768,0.118,0.1772,0.2612,0.00694
INDA,0.1712,0.2314,0.1884,0.2356,0.1734,0.0113
EWY,0.207,0.2132,0.1508,0.2152,0.2138,0.0093
EWA,0.1602,0.2356,0.1826,0.247,0.1746,0.01138
EWH,0.1342,0.2614,0.2202,0.2588,0.1254,0.01284
EWZ,0.2986,0.1568,0.102,0.1538,0.2888,0.00552
EWC,0.139,0.2546,0.2118,0.2452,0.1494,0.01236
IEMG,0.1496,0.2396,0.1916,0.2566,0.1626,0.01179
LQD,0.0026,0.2468,0.4966,0.2506,0.0034,0.0187
HYG,0.0,0.1464,0.6984,0.1552,0.0,0.0198
SHY,0.0,0.0,1.0,0.0,0.0,0.02061
IEF,0.0012,0.2196,0.5438,0.2346,0.0008,0.0191
TLT,0.1244,0.2648,0.2292,0.2626,0.119,0.01338
SEGA.L,0.2028,0.206,0.161,0.2084,0.2218,0.00928
IEAA.L,0.0,0.0248,0.9508,0.0244,0.0,0.0204
HIGH.L,0.0,0.0812,0.8332,0.0856,0.0,0.02015
JPEA.L,0.003,0.2338,0.5212,0.241,0.001,0.01894
IAU,0.433,0.0428,0.0322,0.048,0.444,0.00058
SLV,0.2362,0.1904,0.1542,0.1938,0.2254,0.00852
GSG,0.2056,0.2232,0.1618,0.2204,0.189,0.00993
REET,0.1186,0.2746,0.219,0.272,0.1158,0.01357
ICLN,0.257,0.1846,0.1246,0.1734,0.2604,0.00733
IXN,0.203,0.2148,0.1742,0.2222,0.1858,0.01047
IGF,0.0802,0.2838,0.2778,0.2792,0.079,0.01488
IUVL.L,0.17,0.242,0.18,0.2372,0.1708,0.01117
IUMO.L,0.2176,0.2038,0.152,0.2046,0.222,0.00916
SPMV.L,0.0874,0.2812,0.259,0.2842,0.0882,0.01452
IEVL.L,0.1368,0.253,0.2034,0.262,0.1448,0.01229
IEFM.L,0.4914,0.0042,0.0034,0.005,0.496,1e-05
MVEU.L,0.0686,0.2918,0.286,0.2886,0.065,0.01546
XLK,0.1892,0.2194,0.1724,0.2192,0.1998,0.01034
XLF,0.184,0.231,0.1768,0.223,0.1852,0.01055
XLV,0.0768,0.2968,0.273,0.2736,0.0798,0.01483
XLE,0.2752,0.1584,0.1142,0.1706,0.2816,0.00634
XLY,0.1938,0.22,0.1782,0.2302,0.1778,0.0106
XLI,0.1328,0.2496,0.2272,0.2542,0.1362,0.01265
XLC,0.1622,0.246,0.1982,0.2346,0.159,0.01179
XLU,0.125,0.2682,0.2218,0.2552,0.1298,0.01315
XLP,0.0618,0.2856,0.2902,0.2982,0.0642,0.01551
