ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.201,0.1996,0.1752,0.2118,0.2124,0.00585
ACN,0.233,0.1854,0.153,0.1988,0.2298,0.00492
AEP,0.1656,0.2306,0.2092,0.2238,0.1708,0.00783
AIZ,0.2004,0.2052,0.1848,0.218,0.1916,0.00658
ALLE,0.206,0.2036,0.167,0.2098,0.2136,0.00554
AMAT,0.271,0.1668,0.1292,0.1474,0.2856,0.00323
AMP,0.226,0.193,0.1498,0.1994,0.2318,0.00482
AMZN,0.2392,0.1854,0.141,0.1852,0.2492,0.00436
AVB,0.206,0.2068,0.181,0.2106,0.1956,0.00599
AVY,0.225,0.1976,0.163,0.1918,0.2226,0.00522
AXP,0.2538,0.171,0.1316,0.1662,0.2774,0.00384
BDX,0.2144,0.1928,0.163,0.202,0.2278,0.00531
BF-B,0.2254,0.19,0.158,0.1994,0.2272,0.00503
BMY,0.2192,0.196,0.1528,0.2038,0.2282,0.00509
BR,0.2288,0.1948,0.1636,0.1912,0.2216,0.00508
CARR,0.2494,0.175,0.1476,0.1818,0.2462,0.00422
CDW,0.236,0.188,0.1604,0.1856,0.23,0.00486
CE,0.2354,0.1914,0.1556,0.191,0.2266,0.00472
CHTR,0.2504,0.176,0.1404,0.1812,0.252,0.00408
CNC,0.2558,0.1734,0.134,0.1684,0.2684,0.0036
CNP,0.2032,0.2156,0.1748,0.2026,0.2038,0.0064
COP,0.2496,0.176,0.146,0.1738,0.2546,0.00401
CTAS,0.214,0.2038,0.1694,0.1922,0.2206,0.00526
CZR,0.277,0.1536,0.1278,0.1508,0.2908,0.00291
DG,0.2448,0.1984,0.1532,0.1746,0.229,0.0045
DPZ,0.254,0.1632,0.1378,0.1718,0.2732,0.00349
DRE,0.199,0.213,0.1764,0.2112,0.2004,0.00626
DXC,0.2908,0.1568,0.1282,0.1528,0.2714,0.00311
FB,0.2598,0.169,0.149,0.1748,0.2474,0.00384
FTV,0.2258,0.196,0.1706,0.1924,0.2152,0.00543
GOOG,0.2376,0.1864,0.1522,0.188,0.2358,0.00453
GPC,0.212,0.2006,0.1702,0.2002,0.217,0.00548
HIG,0.2062,0.2062,0.17,0.212,0.2056,0.0057
HST,0.26,0.171,0.143,0.1728,0.2532,0.00386
JPM,0.2098,0.2034,0.1616,0.2128,0.2124,0.00529
KR,0.283,0.163,0.1358,0.1586,0.2596,0.00329
OGN,0.2808,0.1564,0.126,0.159,0.2778,0.00307
PG,0.1778,0.2162,0.1966,0.2278,0.1816,0.00733
PPL,0.1576,0.2396,0.2214,0.23,0.1514,0.00893
PRU,0.2022,0.2182,0.174,0.2088,0.1968,0.00602
PYPL,0.287,0.1494,0.119,0.1548,0.2898,0.00269
RE,0.2356,0.1916,0.1492,0.1832,0.2404,0.00454
ROL,0.2554,0.1724,0.1382,0.171,0.263,0.00385
ROST,0.2514,0.1742,0.1552,0.1726,0.2466,0.00408
UNH,0.205,0.2036,0.1736,0.2118,0.206,0.00544
URI,0.2476,0.1846,0.1326,0.1756,0.2596,0.00367
V,0.2526,0.1774,0.1376,0.1842,0.2482,0.00391
VRSK,0.2282,0.192,0.161,0.1918,0.227,0.00521
WRK,0.2422,0.1808,0.1434,0.1822,0.2514,0.00417
XOM,0.2322,0.1858,0.1606,0.1904,0.231,0.00476
IVV,0.192,0.2118,0.186,0.2146,0.1956,0.00707
IWM,0.222,0.1998,0.1576,0.1982,0.2224,0.00553
EWU,0.1248,0.2582,0.243,0.2462,0.1278,0.01065
EWG,0.1422,0.2458,0.2296,0.2452,0.1372,0.01037
EWL,0.135,0.258,0.2334,0.2404,0.1332,0.01102
EWQ,0.1398,0.2478,0.2318,0.243,0.1376,0.01013
IEUS,0.1566,0.2476,0.2188,0.238,0.139,0.00898
EWJ,0.1814,0.2202,0.2062,0.229,0.1632,0.00793
EWT,0.2066,0.2018,0.1848,0.2048,0.202,0.00582
MCHI,0.2532,0.1836,0.1392,0.1778,0.2462,0.00439
INDA,0.2168,0.1962,0.1698,0.2,0.2172,0.00546
EWY,0.2194,0.2066,0.1662,0.1958,0.212,0.0056
EWA,0.1666,0.2278,0.2114,0.2346,0.1596,0.00789
EWH,0.1894,0.2254,0.1932,0.2134,0.1786,0.00703
EWZ,0.2636,0.166,0.133,0.1668,0.2706,0.00363
EWC,0.172,0.2312,0.1994,0.232,0.1654,0.00843
IEMG,0.1588,0.2208,0.2224,0.2368,0.1612,0.0087
LQD,0.0402,0.2726,0.3716,0.276,0.0396,0.02724
HYG,0.0074,0.2336,0.5126,0.2414,0.005,0.04584
SHY,0.0,0.0002,0.999,0.0008,0.0,0.15827
IEF,0.0314,0.2742,0.3882,0.2754,0.0308,0.03255
TLT,0.175,0.2212,0.2036,0.2234,0.1768,0.00742
SEGA.L,0.2574,0.1792,0.1292,0.1718,0.2624,0.00348
IEAA.L,0.0,0.1026,0.803,0.0944,0.0,0.09776
HIGH.L,0.0008,0.1932,0.6146,0.1912,0.0002,0.0617
JPEA.L,0.0406,0.2778,0.3756,0.2692,0.0368,0.0248
IAU,0.3122,0.1386,0.1082,0.143,0.298,0.00244
SLV,0.2328,0.183,0.1488,0.1924,0.243,0.00442
