ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.191,0.1976,0.2044,0.214,0.193,0.01006
ACN,0.2028,0.2026,0.192,0.2052,0.1974,0.0099
AEP,0.1958,0.2024,0.2012,0.1954,0.2052,0.01006
AIZ,0.1988,0.2046,0.2026,0.199,0.195,0.00994
ALLE,0.1948,0.196,0.1956,0.2156,0.198,0.00994
AMAT,0.203,0.1964,0.2078,0.199,0.1938,0.00976
AMP,0.207,0.1942,0.2042,0.1962,0.1984,0.00982
AMZN,0.2002,0.198,0.1992,0.1984,0.2042,0.00998
AVB,0.2046,0.2036,0.1966,0.1918,0.2034,0.00997
AVY,0.2004,0.1994,0.2032,0.1858,0.2112,0.00996
AXP,0.2024,0.1962,0.1988,0.211,0.1916,0.00988
BDX,0.1994,0.1992,0.2098,0.1916,0.2,0.01011
BF-B,0.2044,0.2014,0.1996,0.1976,0.197,0.01001
BMY,0.1962,0.1968,0.1974,0.2018,0.2078,0.01011
BR,0.1974,0.2152,0.2016,0.1938,0.192,0.00995
CARR,0.207,0.2082,0.194,0.1924,0.1984,0.00991
CDW,0.2096,0.1994,0.2086,0.1974,0.185,0.00986
CE,0.2,0.2014,0.2086,0.2002,0.1898,0.00989
CHTR,0.2004,0.2038,0.197,0.1914,0.2074,0.00999
CNC,0.1928,0.203,0.2014,0.2022,0.2006,0.00998
CNP,0.1996,0.2082,0.1988,0.201,0.1924,0.01002
COP,0.2022,0.2008,0.1982,0.204,0.1948,0.00986
CTAS,0.2006,0.2054,0.199,0.1956,0.1994,0.00992
CZR,0.1948,0.2086,0.2078,0.1902,0.1986,0.00976
DG,0.1966,0.2088,0.1928,0.2084,0.1934,0.01012
DPZ,0.2014,0.2026,0.2096,0.1988,0.1876,0.01006
DRE,0.193,0.2032,0.1956,0.213,0.1952,0.00998
DXC,0.1964,0.1982,0.192,0.2052,0.2082,0.0098
FB,0.206,0.197,0.1842,0.2086,0.2042,0.00986
FTV,0.1934,0.2004,0.2042,0.2004,0.2016,0.00995
GOOG,0.1902,0.2026,0.195,0.2094,0.2028,0.0098
GPC,0.194,0.2064,0.1972,0.202,0.2004,0.00992
HIG,0.2148,0.2038,0.197,0.1972,0.1872,0.00992
HST,0.2096,0.2014,0.191,0.1994,0.1986,0.00987
JPM,0.1954,0.1926,0.203,0.2052,0.2038,0.00994
KR,0.2036,0.2024,0.196,0.1966,0.2014,0.01009
OGN,0.1926,0.2068,0.1986,0.2044,0.1976,0.00995
PG,0.1992,0.1954,0.1956,0.2018,0.208,0.01007
PPL,0.189,0.205,0.2086,0.198,0.1994,0.01005
PRU,0.2016,0.1962,0.1944,0.2082,0.1996,0.00987
PYPL,0.204,0.1982,0.1926,0.2018,0.2034,0.01043
RE,0.1998,0.2002,0.2044,0.2006,0.195,0.00992
ROL,0.1938,0.2004,0.2026,0.2044,0.1988,0.00991
ROST,0.2024,0.1982,0.206,0.193,0.2004,0.00986
UNH,0.1962,0.2046,0.1892,0.2102,0.1998,0.00997
URI,0.194,0.1972,0.2068,0.2024,0.1996,0.00983
V,0.206,0.2038,0.1974,0.1962,0.1966,0.0099
VRSK,0.1978,0.1912,0.2062,0.1992,0.2056,0.00997
WRK,0.2082,0.1972,0.199,0.1984,0.1972,0.00993
XOM,0.1938,0.2022,0.2086,0.1958,0.1996,0.00993
IVV,0.2024,0.1948,0.2076,0.207,0.1882,0.00994
IWM,0.2002,0.2052,0.1984,0.1974,0.1988,0.00988
EWU,0.1924,0.203,0.1978,0.2022,0.2046,0.00998
EWG,0.2006,0.1932,0.2086,0.1992,0.1984,0.00997
EWL,0.1978,0.1964,0.2004,0.2072,0.1982,0.01002
EWQ,0.1978,0.2016,0.2066,0.2008,0.1932,0.00995
IEUS,0.1898,0.2094,0.1964,0.2048,0.1996,0.00996
EWJ,0.199,0.2076,0.1876,0.2004,0.2054,0.00995
EWT,0.1984,0.2082,0.1998,0.198,0.1956,0.00996
MCHI,0.1968,0.1978,0.1958,0.2018,0.2078,0.01002
INDA,0.1972,0.2026,0.1976,0.1964,0.2062,0.00998
EWY,0.193,0.2006,0.2044,0.2036,0.1984,0.00992
EWA,0.1986,0.2014,0.2118,0.2,0.1882,0.00993
EWH,0.2002,0.1974,0.2008,0.211,0.1906,0.01006
EWZ,0.1988,0.1992,0.1992,0.2116,0.1912,0.00995
EWC,0.2044,0.1936,0.201,0.2042,0.1968,0.00993
IEMG,0.1954,0.2024,0.2082,0.2002,0.1938,0.00999
LQD,0.1892,0.199,0.2016,0.2018,0.2084,0.01015
HYG,0.1906,0.202,0.2074,0.2014,0.1986,0.01011
SHY,0.1888,0.2008,0.2058,0.2036,0.201,0.01016
IEF,0.2052,0.1934,0.2056,0.1966,0.1992,0.01017
TLT,0.1946,0.183,0.2098,0.2082,0.2044,0.01022
SEGA.L,0.202,0.2042,0.1992,0.1984,0.1962,0.01052
IEAA.L,0.2074,0.1996,0.2046,0.1924,0.196,0.01016
HIGH.L,0.2022,0.2038,0.2038,0.196,0.1942,0.01015
JPEA.L,0.1998,0.1918,0.2108,0.1974,0.2002,0.01014
IAU,0.2058,0.191,0.196,0.1998,0.2074,0.01017
SLV,0.1996,0.197,0.2,0.2042,0.1992,0.01005
GSG,0.2048,0.1934,0.207,0.1982,0.1966,0.00998
REET,0.1968,0.1958,0.213,0.1938,0.2006,0.00998
ICLN,0.1932,0.21,0.199,0.197,0.2008,0.00994
IXN,0.1934,0.2018,0.2044,0.202,0.1984,0.00991
IGF,0.196,0.2044,0.1968,0.1982,0.2046,0.01
IUVL.L,0.1954,0.1998,0.2104,0.1924,0.202,0.01004
IUMO.L,0.2012,0.2086,0.1988,0.1932,0.1982,0.01006
SPMV.L,0.1994,0.1956,0.1948,0.2072,0.203,0.01007
