ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1574,0.235,0.1918,0.2406,0.1752,0.0
ACN,0.2484,0.1794,0.1294,0.182,0.2608,0.0
AEP,0.1268,0.259,0.2326,0.2502,0.1314,0.0
AIZ,0.1638,0.2394,0.192,0.2422,0.1626,0.0
ALLE,0.2102,0.2044,0.1512,0.224,0.2102,0.0
AMAT,0.3484,0.1138,0.0698,0.1134,0.3546,0.0
AMP,0.2432,0.1958,0.1378,0.179,0.2442,0.0
AMZN,0.2606,0.1794,0.1214,0.182,0.2566,0.0
AVB,0.1808,0.2362,0.1728,0.242,0.1682,0.0
AVY,0.2242,0.1986,0.1452,0.1924,0.2396,0.02204
AXP,0.3034,0.1448,0.0988,0.1482,0.3048,0.01455
BDX,0.1672,0.2422,0.1876,0.2342,0.1688,0.0
BF-B,0.185,0.2104,0.1738,0.2262,0.2046,0.0
BMY,0.1784,0.2224,0.179,0.2232,0.197,0.0
BR,0.245,0.1876,0.1362,0.1814,0.2498,0.0
CARR,0.2378,0.1898,0.1374,0.1896,0.2454,0.0
CDW,0.2534,0.183,0.1362,0.1812,0.2462,0.0
CE,0.2432,0.1812,0.1404,0.1888,0.2464,0.0
CHTR,0.2634,0.1732,0.1292,0.1806,0.2536,0.0
CNC,0.2724,0.1606,0.1132,0.1774,0.2764,0.0
CNP,0.1582,0.2348,0.206,0.241,0.16,0.0
COP,0.2898,0.1546,0.1008,0.1538,0.301,0.0
CTAS,0.2228,0.2014,0.1488,0.2004,0.2266,0.0
CZR,0.3704,0.0964,0.0648,0.1056,0.3628,0.0
DG,0.2268,0.2044,0.143,0.2036,0.2222,0.00781
DPZ,0.2742,0.1628,0.1234,0.1604,0.2792,0.0
DRE,0.1924,0.2242,0.1614,0.2422,0.1798,0.0
DXC,0.294,0.1462,0.11,0.1518,0.298,0.0
FB,0.2872,0.1614,0.1136,0.1572,0.2806,0.0
FTV,0.172,0.2336,0.1806,0.2322,0.1816,0.0
GOOG,0.2756,0.1734,0.1206,0.159,0.2714,0.0
GPC,0.199,0.2014,0.1746,0.2164,0.2086,0.0
HIG,0.1918,0.221,0.174,0.2204,0.1928,0.0
HST,0.2974,0.1482,0.114,0.1554,0.285,0.0092
JPM,0.2402,0.194,0.137,0.2,0.2288,0.0
KR,0.3072,0.1472,0.1042,0.139,0.3024,0.01731
OGN,0.2986,0.1548,0.1142,0.1498,0.2826,0.0
PG,0.127,0.2634,0.2246,0.2504,0.1346,0.0
PPL,0.0746,0.2814,0.2776,0.291,0.0754,0.0
PRU,0.2312,0.195,0.1464,0.1974,0.23,0.0
PYPL,0.409,0.0748,0.0476,0.0654,0.4032,0.24901
RE,0.2058,0.215,0.1622,0.2062,0.2108,0.0
ROL,0.2702,0.1736,0.1078,0.1764,0.272,0.0
ROST,0.28,0.1586,0.116,0.1626,0.2828,0.0
UNH,0.1936,0.2136,0.1764,0.2218,0.1946,0.0
URI,0.307,0.1474,0.0954,0.1392,0.311,0.0
V,0.2894,0.1522,0.1042,0.158,0.2962,0.0
VRSK,0.2204,0.1936,0.1576,0.2106,0.2178,0.0
WRK,0.267,0.1652,0.121,0.1734,0.2734,0.0
XOM,0.2704,0.1644,0.1174,0.1682,0.2796,0.0
IVV,0.1268,0.2602,0.2294,0.259,0.1246,0.0
IWM,0.2256,0.2016,0.1496,0.2078,0.2154,0.0
