ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1486,0.2496,0.2024,0.2446,0.1548,0.0118
ACN,0.2532,0.1832,0.1336,0.1734,0.2566,0.00614
AEP,0.1334,0.2618,0.2206,0.2548,0.1294,0.01293
AIZ,0.165,0.2446,0.1956,0.2354,0.1594,0.01105
ALLE,0.2266,0.1964,0.1538,0.1978,0.2254,0.00766
AMAT,0.3576,0.1146,0.075,0.1076,0.3452,0.00248
AMP,0.2568,0.1774,0.1328,0.1734,0.2596,0.00621
AMZN,0.2544,0.1768,0.1382,0.1774,0.2532,0.00591
AVB,0.179,0.2192,0.194,0.2342,0.1736,0.01005
AVY,0.2426,0.1862,0.1384,0.1908,0.242,0.00666
AXP,0.2948,0.15,0.1028,0.145,0.3074,0.0041
BDX,0.174,0.235,0.189,0.2312,0.1708,0.01054
BF-B,0.1892,0.2192,0.1704,0.2216,0.1996,0.00927
BMY,0.193,0.2166,0.172,0.2114,0.207,0.00916
BR,0.2446,0.1826,0.1344,0.192,0.2464,0.00668
CARR,0.2628,0.1702,0.1294,0.1836,0.254,0.00598
CDW,0.2622,0.1764,0.134,0.1686,0.2588,0.00591
CE,0.262,0.1724,0.1232,0.1844,0.258,0.0061
CHTR,0.2688,0.1672,0.121,0.1732,0.2698,0.00587
CNC,0.2856,0.158,0.1096,0.155,0.2918,0.00474
CNP,0.1682,0.2374,0.1902,0.2358,0.1684,0.01039
COP,0.2946,0.1522,0.109,0.1396,0.3046,0.00415
CTAS,0.2248,0.2092,0.1484,0.1934,0.2242,0.00745
CZR,0.3618,0.1096,0.0732,0.099,0.3564,0.00207
DG,0.2208,0.21,0.1558,0.2054,0.208,0.0084
DPZ,0.2712,0.1748,0.1244,0.1626,0.267,0.00558
DRE,0.1774,0.2312,0.177,0.2438,0.1706,0.01025
DXC,0.2874,0.146,0.1198,0.1552,0.2916,0.00488
FB,0.3008,0.1518,0.1062,0.145,0.2962,0.0044
FTV,0.1864,0.2302,0.1828,0.2246,0.176,0.01027
