ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1816,0.2252,0.1686,0.2268,0.1978,0.01065
ACN,0.2128,0.2106,0.1532,0.1948,0.2286,0.0092
AEP,0.1332,0.258,0.2136,0.2556,0.1396,0.01242
AIZ,0.1782,0.2284,0.1754,0.2412,0.1768,0.01093
ALLE,0.2188,0.2052,0.1516,0.2032,0.2212,0.00906
AMAT,0.3434,0.1176,0.0754,0.117,0.3466,0.00391
AMP,0.2562,0.182,0.1392,0.1826,0.24,0.00794
AMZN,0.2546,0.1752,0.127,0.1808,0.2624,0.00746
AVB,0.1828,0.23,0.1784,0.2216,0.1872,0.01089
AVY,0.2262,0.2004,0.1516,0.204,0.2178,0.00913
AXP,0.2794,0.1682,0.1108,0.1634,0.2782,0.00638
BDX,0.1744,0.237,0.173,0.2328,0.1828,0.01097
BF-B,0.1998,0.2164,0.1554,0.2312,0.1972,0.00985
BMY,0.191,0.22,0.168,0.2192,0.2018,0.01062
BR,0.2078,0.2196,0.1554,0.2058,0.2114,0.00946
CARR,0.2498,0.1778,0.131,0.179,0.2624,0.00767
CDW,0.2286,0.1998,0.1434,0.198,0.2302,0.00873
CE,0.2538,0.1858,0.1422,0.1852,0.233,0.0079
CHTR,0.235,0.194,0.142,0.1948,0.2342,0.00832
CNC,0.2898,0.1504,0.1086,0.1526,0.2986,0.00612
CNP,0.1772,0.2288,0.1782,0.2356,0.1802,0.01094
COP,0.3102,0.1362,0.0994,0.1418,0.3124,0.00519
CTAS,0.2254,0.1974,0.1478,0.2044,0.225,0.0089
CZR,0.3674,0.1052,0.0702,0.1078,0.3494,0.00302
DG,0.2092,0.222,0.1562,0.2128,0.1998,0.00983
DPZ,0.286,0.1528,0.1166,0.1616,0.283,0.00645
DRE,0.1852,0.2268,0.1752,0.2266,0.1862,0.01076
DXC,0.3288,0.1212,0.088,0.1322,0.3298,0.00431
FB,0.2876,0.1686,0.111,0.1536,0.2792,0.00632
FTV,0.1978,0.2154,0.1726,0.2146,0.1996,0.00999
GOOG,0.252,0.1724,0.1336,0.194,0.248,0.00831
GPC,0.2112,0.2224,0.1478,0.2198,0.1988,0.00961
HIG,0.2208,0.1984,0.1538,0.2154,0.2116,0.00945
HST,0.298,0.1508,0.1036,0.1518,0.2958,0.00575
JPM,0.2332,0.1992,0.1508,0.1878,0.229,0.00872
KR,0.3062,0.1496,0.0998,0.1382,0.3062,0.00556
OGN,0.3406,0.1244,0.0766,0.1264,0.332,0.00412
PG,0.1308,0.2508,0.2326,0.26,0.1258,0.01296
PPL,0.1106,0.2678,0.2312,0.2636,0.1268,0.01325
PRU,0.2538,0.1784,0.1312,0.1936,0.243,0.00812
PYPL,0.3718,0.102,0.0608,0.0906,0.3748,0.00271
RE,0.2374,0.192,0.1394,0.185,0.2462,0.00848
ROL,0.2676,0.1796,0.1188,0.1762,0.2578,0.00735
ROST,0.2746,0.1624,0.1206,0.161,0.2814,0.00657
UNH,0.1864,0.221,0.17,0.232,0.1906,0.01055
URI,0.3066,0.155,0.1028,0.1348,0.3008,0.00521
V,0.2614,0.1798,0.1242,0.1728,0.2618,0.0073
VRSK,0.2212,0.2016,0.1518,0.2018,0.2236,0.00917
WRK,0.2872,0.1628,0.1134,0.1672,0.2694,0.00655
XOM,0.276,0.1742,0.1102,0.1604,0.2792,0.00655
IVV,0.0994,0.2788,0.246,0.267,0.1088,0.01374
IWM,0.2166,0.2072,0.1522,0.207,0.217,0.00937
EWU,0.1192,0.2698,0.228,0.2586,0.1244,0.01304
EWG,0.131,0.2572,0.215,0.2656,0.1312,0.01291
EWL,0.086,0.2852,0.2598,0.2824,0.0866,0.01429
EWQ,0.1404,0.2662,0.2024,0.247,0.144,0.01234
IEUS,0.1476,0.2528,0.2038,0.2532,0.1426,0.01226
EWJ,0.139,0.2606,0.2014,0.2564,0.1426,0.01255
EWT,0.2188,0.2062,0.1502,0.1994,0.2254,0.00921
MCHI,0.2664,0.1802,0.12,0.17,0.2634,0.00713
INDA,0.176,0.2386,0.1858,0.2346,0.165,0.01126
EWY,0.2178,0.2088,0.1548,0.201,0.2176,0.00944
EWA,0.1628,0.2532,0.191,0.2272,0.1658,0.0115
EWH,0.124,0.2646,0.2238,0.2654,0.1222,0.01309
EWZ,0.2966,0.1546,0.1094,0.1502,0.2892,0.00589
EWC,0.1412,0.2536,0.2138,0.2498,0.1416,0.01237
IEMG,0.16,0.2524,0.1884,0.2374,0.1618,0.01176
LQD,0.0022,0.2332,0.496,0.265,0.0036,0.01794
HYG,0.0,0.132,0.7046,0.1634,0.0,0.01883
SHY,0.0,0.0,1.0,0.0,0.0,0.01949
IEF,0.001,0.207,0.5534,0.2366,0.002,0.01826
TLT,0.1078,0.2668,0.232,0.284,0.1094,0.01341
SEGA.L,0.2508,0.18,0.1198,0.1776,0.2718,0.00777
IEAA.L,0.0,0.0136,0.9536,0.0328,0.0,0.01932
HIGH.L,0.0,0.071,0.837,0.092,0.0,0.01911
JPEA.L,0.001,0.2136,0.5418,0.2412,0.0024,0.01811
IAU,0.4512,0.0438,0.0274,0.043,0.4346,0.0006
SLV,0.2298,0.1986,0.1526,0.195,0.224,0.00881
GSG,0.1902,0.2206,0.1744,0.2184,0.1964,0.01014
REET,0.1142,0.2686,0.2386,0.2592,0.1194,0.0134
ICLN,0.255,0.179,0.1274,0.179,0.2596,0.00752
IXN,0.1918,0.2212,0.168,0.221,0.198,0.01048
IGF,0.0774,0.2836,0.2714,0.2884,0.0792,0.01465
IUVL.L,0.176,0.243,0.1888,0.2232,0.169,0.0111
IUMO.L,0.2262,0.213,0.1486,0.1936,0.2186,0.00905
SPMV.L,0.0894,0.2806,0.2564,0.2824,0.0912,0.01416
IEVL.L,0.14,0.2506,0.2074,0.2558,0.1462,0.01216
IEFM.L,0.494,0.0052,0.003,0.0048,0.493,1e-05
MVEU.L,0.0616,0.2854,0.2962,0.2892,0.0676,0.01506
XLK,0.1972,0.217,0.168,0.2138,0.204,0.01032
XLF,0.1872,0.2292,0.1776,0.2264,0.1796,0.01073
XLV,0.0812,0.2768,0.2696,0.2874,0.085,0.01461
XLE,0.2802,0.1624,0.119,0.1574,0.281,0.00663
XLY,0.1884,0.2234,0.1732,0.224,0.191,0.01054
XLI,0.1332,0.2578,0.2236,0.2552,0.1302,0.01265
XLC,0.164,0.246,0.1886,0.2408,0.1606,0.01174
XLU,0.1226,0.252,0.235,0.2678,0.1226,0.01306
XLP,0.0656,0.2884,0.2934,0.2934,0.0592,0.0152
XLB,0.1472,0.257,0.2116,0.2386,0.1456,0.01209
VXX,0.4114,0.069,0.0442,0.0644,0.411,0.00128
