ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1608,0.241,0.1976,0.237,0.1636,0.0069
ACN,0.2568,0.1756,0.1344,0.1824,0.2508,0.0
AEP,0.1196,0.272,0.2198,0.2656,0.123,0.0
AIZ,0.1644,0.2334,0.1936,0.2504,0.1582,0.0
ALLE,0.2114,0.2064,0.154,0.218,0.2102,0.0
AMAT,0.3558,0.1068,0.0758,0.109,0.3526,0.0
AMP,0.241,0.187,0.1356,0.1962,0.2402,0.0
AMZN,0.273,0.1664,0.115,0.1844,0.2612,0.0
AVB,0.1702,0.2446,0.1816,0.2266,0.177,0.0
AVY,0.2382,0.1884,0.1426,0.1904,0.2404,0.01571
AXP,0.305,0.1368,0.108,0.1458,0.3044,0.01499
BDX,0.1742,0.2438,0.19,0.2268,0.1652,0.0
BF-B,0.1984,0.2136,0.177,0.2152,0.1958,0.0
BMY,0.1858,0.2194,0.1812,0.231,0.1826,0.0
BR,0.2502,0.1838,0.1338,0.1802,0.252,0.0
CARR,0.2486,0.1838,0.1274,0.19,0.2502,0.0
CDW,0.2478,0.182,0.1388,0.187,0.2444,0.0
CE,0.2458,0.183,0.1328,0.192,0.2464,0.0
CHTR,0.26,0.1712,0.1328,0.1826,0.2534,0.0
CNC,0.2684,0.1714,0.1288,0.1622,0.2692,0.0
CNP,0.1422,0.2586,0.196,0.2492,0.154,0.0
COP,0.3084,0.1434,0.0974,0.1424,0.3084,0.0
CTAS,0.2234,0.1986,0.1492,0.1998,0.229,0.0
CZR,0.3706,0.0976,0.0642,0.0952,0.3724,0.0
DG,0.2326,0.1996,0.1516,0.1956,0.2206,0.01013
DPZ,0.2902,0.1564,0.1154,0.1596,0.2784,0.0
DRE,0.1914,0.2272,0.1768,0.2176,0.187,0.0
DXC,0.3016,0.1514,0.1058,0.147,0.2942,0.0
FB,0.2894,0.1596,0.106,0.1534,0.2916,0.0
FTV,0.1832,0.225,0.1856,0.2176,0.1886,0.0
GOOG,0.2712,0.1718,0.1306,0.1654,0.261,0.0
GPC,0.2098,0.2114,0.168,0.2064,0.2044,0.0
HIG,0.1846,0.233,0.1672,0.229,0.1862,0.0
HST,0.2902,0.1568,0.1062,0.1616,0.2852,0.01018
JPM,0.23,0.192,0.1466,0.1982,0.2332,0.0
KR,0.3056,0.1482,0.104,0.1324,0.3098,0.01753
OGN,0.2858,0.1556,0.113,0.1578,0.2878,0.0
PG,0.1272,0.2648,0.2216,0.2652,0.1212,0.0
PPL,0.0698,0.2906,0.2804,0.2892,0.07,0.0
PRU,0.2266,0.1966,0.148,0.1962,0.2326,0.0
PYPL,0.4008,0.0766,0.048,0.0658,0.4088,0.24985
RE,0.2086,0.2204,0.1596,0.2066,0.2048,0.0
ROL,0.272,0.169,0.1162,0.1674,0.2754,0.0
ROST,0.278,0.1692,0.1128,0.1624,0.2776,0.0
UNH,0.1904,0.227,0.1648,0.2274,0.1904,0.0
URI,0.3062,0.1428,0.1016,0.1438,0.3056,0.0
V,0.2994,0.151,0.1054,0.1488,0.2954,0.0
VRSK,0.225,0.2034,0.1486,0.2058,0.2172,0.0
WRK,0.277,0.1594,0.118,0.175,0.2706,0.0
XOM,0.2822,0.1644,0.1138,0.1592,0.2804,0.0
IVV,0.1314,0.2586,0.2234,0.2594,0.1272,0.0
IWM,0.227,0.1988,0.1506,0.1996,0.224,0.0
EWU,0.109,0.2732,0.238,0.2732,0.1066,0.0
EWG,0.1124,0.2622,0.2408,0.2712,0.1134,0.0
EWL,0.098,0.269,0.2662,0.2726,0.0942,0.0
EWQ,0.1346,0.2552,0.2186,0.2608,0.1308,0.0
IEUS,0.1414,0.2546,0.2054,0.2514,0.1472,0.0
EWJ,0.1214,0.2664,0.222,0.2658,0.1244,0.0
EWT,0.1838,0.2306,0.181,0.2182,0.1864,0.0
MCHI,0.2428,0.18,0.136,0.1848,0.2564,0.0
INDA,0.1878,0.2202,0.1732,0.2246,0.1942,0.0
EWY,0.2196,0.207,0.151,0.1984,0.224,0.0
EWA,0.1712,0.2336,0.187,0.2434,0.1648,0.0
EWH,0.1184,0.264,0.2372,0.2584,0.122,0.01197
EWZ,0.2826,0.1638,0.1122,0.1546,0.2868,0.0
EWC,0.1512,0.2442,0.2046,0.241,0.159,0.0
IEMG,0.1498,0.2482,0.2002,0.2476,0.1542,0.0
LQD,0.0044,0.2518,0.5008,0.2402,0.0028,0.0
HYG,0.0,0.156,0.6928,0.1512,0.0,0.0
SHY,0.0,0.0,1.0,0.0,0.0,0.01083
IEF,0.0018,0.2268,0.549,0.222,0.0004,0.0
TLT,0.1204,0.2694,0.2198,0.2738,0.1166,0.0
SEGA.L,0.3242,0.1304,0.0864,0.129,0.33,0.49137
IEAA.L,0.0,0.031,0.949,0.02,0.0,0.01601
HIGH.L,0.0,0.1234,0.7614,0.1152,0.0,0.01129
JPEA.L,0.0046,0.2498,0.4884,0.2518,0.0054,0.0
IAU,0.3858,0.075,0.0528,0.0778,0.4086,0.01364
SLV,0.2126,0.2142,0.1552,0.2066,0.2114,0.0
GSG,0.1878,0.227,0.1756,0.2266,0.183,0.00611
REET,0.1044,0.278,0.2424,0.264,0.1112,0.0
ICLN,0.2682,0.168,0.1228,0.1732,0.2678,0.0
IXN,0.2136,0.2068,0.1576,0.2106,0.2114,0.0
IGF,0.0684,0.2822,0.2958,0.2878,0.0658,0.0
IUVL.L,0.1892,0.2244,0.167,0.2246,0.1948,0.0
IUMO.L,0.2358,0.183,0.1452,0.1822,0.2538,0.0
SPMV.L,0.117,0.2646,0.2308,0.268,0.1196,0.0
IEVL.L,0.1554,0.236,0.1962,0.2546,0.1578,0.0
IEFM.L,0.494,0.0042,0.0038,0.0054,0.4926,0.04166
MVEU.L,0.0854,0.2718,0.272,0.283,0.0878,0.0
XLK,0.2194,0.2052,0.1512,0.208,0.2162,0.0
XLF,0.1686,0.2354,0.1808,0.2432,0.172,0.0
XLV,0.0838,0.282,0.2738,0.2796,0.0808,0.0
XLE,0.2698,0.1718,0.1212,0.164,0.2732,0.0
XLY,0.2202,0.2022,0.147,0.205,0.2256,0.0
XLI,0.1312,0.2566,0.2116,0.282,0.1186,0.0
XLC,0.1768,0.244,0.174,0.232,0.1732,0.0
XLU,0.112,0.2708,0.2392,0.2634,0.1146,0.0
XLP,0.0622,0.2832,0.314,0.282,0.0586,0.0
XLB,0.1418,0.25,0.2052,0.2678,0.1352,0.0
VXX,0.41,0.0636,0.0468,0.0666,0.413,0.07183
