ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1586,0.2344,0.2108,0.2372,0.159,0.02216
ACN,0.2658,0.172,0.1278,0.1752,0.2592,-0.00447
AEP,0.1244,0.2634,0.213,0.2646,0.1346,0.0169
AIZ,0.1638,0.2366,0.1908,0.244,0.1648,0.0091
ALLE,0.2258,0.2004,0.1496,0.197,0.2272,-0.01276
AMAT,0.3486,0.1046,0.0748,0.1166,0.3554,0.00158
AMP,0.2608,0.1782,0.124,0.1788,0.2582,-0.0017
AMZN,0.2622,0.1724,0.1314,0.1676,0.2664,0.00826
AVB,0.1852,0.2202,0.1812,0.2308,0.1826,0.00661
AVY,0.245,0.1792,0.1312,0.1958,0.2488,-0.01044
AXP,0.3016,0.1474,0.1032,0.137,0.3108,0.00376
BDX,0.1674,0.2454,0.1882,0.2314,0.1676,0.00215
BF-B,0.197,0.2236,0.166,0.216,0.1974,0.00336
BMY,0.1974,0.214,0.164,0.2176,0.207,-0.00283
BR,0.2464,0.1832,0.1456,0.1844,0.2404,-0.00567
CARR,0.2614,0.18,0.1226,0.1752,0.2608,-0.01049
CDW,0.2624,0.1674,0.1292,0.179,0.262,0.00944
CE,0.261,0.1724,0.1252,0.1824,0.259,-0.00372
CHTR,0.2736,0.17,0.129,0.1732,0.2542,-0.00596
CNC,0.2952,0.1594,0.1036,0.1538,0.288,-0.00047
CNP,0.1698,0.2366,0.1874,0.2324,0.1738,0.00555
COP,0.3076,0.1436,0.104,0.134,0.3108,0.00128
CTAS,0.2382,0.1944,0.1456,0.1894,0.2324,-0.00336
CZR,0.3578,0.0984,0.072,0.108,0.3638,0.00158
DG,0.2084,0.2082,0.1554,0.2176,0.2104,0.0145
DPZ,0.271,0.16,0.1252,0.175,0.2688,0.00822
DRE,0.1748,0.248,0.18,0.2204,0.1768,0.01312
DXC,0.2764,0.156,0.1244,0.1584,0.2848,-0.01148
FB,0.284,0.1564,0.1006,0.1506,0.3084,0.0053
FTV,0.1752,0.2292,0.1852,0.2252,0.1852,-0.00301
GOOG,0.274,0.1644,0.1204,0.1732,0.268,0.00319
GPC,0.2142,0.2006,0.1574,0.2064,0.2214,0.00426
HIG,0.2024,0.2132,0.1646,0.2152,0.2046,0.00746
HST,0.2858,0.1548,0.105,0.1522,0.3022,0.00376
JPM,0.2436,0.1862,0.1364,0.1992,0.2346,0.00656
KR,0.3152,0.1364,0.098,0.1472,0.3032,0.00839
OGN,0.2708,0.158,0.1184,0.1694,0.2834,-0.00092
PG,0.1198,0.271,0.2274,0.268,0.1138,0.01
PPL,0.0698,0.285,0.2832,0.284,0.078,0.02047
PRU,0.2452,0.194,0.1368,0.1768,0.2472,0.009
PYPL,0.3832,0.0896,0.0586,0.0842,0.3844,-0.00243
RE,0.2236,0.2114,0.1506,0.2016,0.2128,-0.00026
ROL,0.3004,0.1466,0.1096,0.1578,0.2856,0.00087
ROST,0.278,0.1684,0.112,0.1642,0.2774,-0.01325
UNH,0.2086,0.2122,0.171,0.2058,0.2024,0.00535
URI,0.3012,0.1384,0.107,0.1386,0.3148,-0.00369
V,0.303,0.1374,0.1132,0.1446,0.3018,0.0021
VRSK,0.2066,0.2144,0.1694,0.2138,0.1958,0.00966
WRK,0.2836,0.159,0.1128,0.159,0.2856,0.00271
XOM,0.2704,0.1692,0.1182,0.1728,0.2694,0.0126
IVV,0.134,0.2544,0.2188,0.2672,0.1256,0.00669
IWM,0.2224,0.2032,0.1468,0.2056,0.222,-0.00448
EWU,0.1182,0.2562,0.2348,0.272,0.1188,0.01583
EWG,0.1198,0.261,0.2374,0.2516,0.1302,-0.00067
EWL,0.106,0.2696,0.2412,0.2842,0.099,0.00208
EWQ,0.1482,0.2406,0.2104,0.2458,0.155,-0.00207
IEUS,0.1508,0.2422,0.2144,0.2382,0.1544,0.00444
EWJ,0.1278,0.2558,0.2296,0.2626,0.1242,0.00532
EWT,0.1696,0.2364,0.1852,0.2372,0.1716,0.01255
MCHI,0.2518,0.1836,0.1268,0.177,0.2608,0.01047
INDA,0.2064,0.215,0.1596,0.2306,0.1884,0.015
EWY,0.225,0.2058,0.1456,0.1966,0.227,-0.00688
EWA,0.1798,0.2368,0.18,0.2226,0.1808,-0.001
EWH,0.148,0.245,0.215,0.245,0.147,0.0014
EWZ,0.2994,0.1438,0.1136,0.137,0.3062,-0.00964
EWC,0.159,0.239,0.1918,0.2442,0.166,-0.00066
IEMG,0.1512,0.2464,0.2072,0.2432,0.152,0.00979
LQD,0.0046,0.2696,0.4812,0.2408,0.0038,0.03387
HYG,0.0,0.1746,0.6664,0.1588,0.0002,0.0434
SHY,0.0,0.0,1.0,0.0,0.0,0.0578
IEF,0.0012,0.248,0.528,0.222,0.0008,0.04229
TLT,0.1346,0.2644,0.2216,0.2552,0.1242,0.02057
SEGA.L,0.2714,0.168,0.119,0.1642,0.2774,0.03617
IEAA.L,0.0,0.0458,0.9278,0.0264,0.0,0.05357
