ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1768,0.2224,0.1802,0.2318,0.1888,0.01064
ACN,0.2262,0.1966,0.1538,0.198,0.2254,0.00912
AEP,0.1408,0.2598,0.1986,0.2482,0.1526,0.01236
AIZ,0.1692,0.2394,0.1834,0.2286,0.1794,0.01081
ALLE,0.2252,0.1982,0.145,0.2032,0.2284,0.0087
AMAT,0.3508,0.1154,0.08,0.1124,0.3414,0.00372
AMP,0.264,0.1852,0.1234,0.1848,0.2426,0.00754
AMZN,0.2528,0.181,0.1336,0.1822,0.2504,0.0073
AVB,0.1726,0.2332,0.1886,0.2276,0.178,0.01074
AVY,0.2292,0.193,0.1542,0.2026,0.221,0.00872
AXP,0.294,0.162,0.1084,0.156,0.2796,0.00607
BDX,0.1714,0.231,0.1816,0.236,0.18,0.01083
BF-B,0.1972,0.2138,0.1722,0.2058,0.211,0.00975
BMY,0.187,0.229,0.1702,0.2202,0.1936,0.01041
BR,0.2104,0.2138,0.1536,0.2176,0.2046,0.00936
CARR,0.2578,0.1782,0.1242,0.1794,0.2604,0.00721
CDW,0.2356,0.191,0.138,0.1926,0.2428,0.00825
CE,0.2544,0.1824,0.1322,0.173,0.258,0.0074
CHTR,0.2514,0.19,0.1384,0.1836,0.2366,0.00801
CNC,0.2976,0.1586,0.1036,0.1486,0.2916,0.00568
CNP,0.1836,0.2204,0.1798,0.2304,0.1858,0.01052
COP,0.312,0.1464,0.0934,0.1326,0.3156,0.00489
CTAS,0.2178,0.2086,0.1522,0.1948,0.2266,0.00871
CZR,0.3568,0.114,0.067,0.1096,0.3526,0.00286
DG,0.1904,0.2166,0.1682,0.2238,0.201,0.00995
DPZ,0.2692,0.1602,0.119,0.1758,0.2758,0.00647
DRE,0.1678,0.2312,0.1852,0.2436,0.1722,0.01076
DXC,0.3346,0.124,0.0878,0.1264,0.3272,0.00412
FB,0.2904,0.1598,0.1092,0.1512,0.2894,0.0059
FTV,0.198,0.215,0.1652,0.2112,0.2106,0.00994
GOOG,0.2458,0.1866,0.1336,0.194,0.24,0.00811
GPC,0.2178,0.2092,0.151,0.208,0.214,0.00932
HIG,0.2202,0.2008,0.1576,0.2038,0.2176,0.00918
HST,0.2998,0.1536,0.1072,0.1536,0.2858,0.00552
JPM,0.2358,0.198,0.1474,0.1974,0.2214,0.00852
KR,0.2928,0.1412,0.112,0.146,0.308,0.00533
OGN,0.3284,0.1258,0.0812,0.1264,0.3382,0.0039
PG,0.1162,0.2642,0.2292,0.2686,0.1218,0.01323
PPL,0.1122,0.2674,0.2348,0.2674,0.1182,0.01332
PRU,0.254,0.1886,0.1372,0.177,0.2432,0.00772
PYPL,0.3694,0.107,0.0702,0.1044,0.349,0.003
RE,0.2398,0.1886,0.1432,0.1882,0.2402,0.00806
ROL,0.268,0.1636,0.1254,0.181,0.262,0.0069
ROST,0.2774,0.1672,0.1158,0.1636,0.276,0.00622
UNH,0.1842,0.2186,0.1746,0.2294,0.1932,0.01025
URI,0.322,0.1358,0.1002,0.1268,0.3152,0.00483
V,0.2702,0.1744,0.1226,0.1776,0.2552,0.0071
VRSK,0.2064,0.2046,0.1608,0.218,0.2102,0.00923
WRK,0.2918,0.1602,0.1044,0.1608,0.2828,0.00613
XOM,0.2814,0.1642,0.1142,0.1598,0.2804,0.00625
IVV,0.1098,0.2718,0.24,0.273,0.1054,0.014
IWM,0.219,0.2066,0.1558,0.207,0.2116,0.00923
EWU,0.1286,0.2644,0.22,0.2604,0.1266,0.01313
EWG,0.1352,0.2644,0.2116,0.2552,0.1336,0.01291
EWL,0.0878,0.2804,0.2654,0.2774,0.089,0.01451
EWQ,0.141,0.2648,0.1988,0.2438,0.1516,0.01223
IEUS,0.1444,0.2572,0.2052,0.2438,0.1494,0.01225
EWJ,0.135,0.2604,0.207,0.2542,0.1434,0.01259
EWT,0.2184,0.2172,0.1526,0.196,0.2158,0.00906
MCHI,0.2726,0.167,0.1234,0.1732,0.2638,0.00685
INDA,0.164,0.2428,0.1892,0.2328,0.1712,0.01138
EWY,0.2192,0.2016,0.1592,0.204,0.216,0.00923
EWA,0.1674,0.2406,0.183,0.2384,0.1706,0.01135
EWH,0.1368,0.26,0.2158,0.2556,0.1318,0.01287
EWZ,0.2992,0.1506,0.1056,0.1584,0.2862,0.00544
EWC,0.1406,0.256,0.2116,0.2438,0.148,0.01235
IEMG,0.157,0.2466,0.2006,0.2386,0.1572,0.01178
LQD,0.002,0.2442,0.4912,0.259,0.0036,0.01897
HYG,0.0,0.1396,0.6996,0.1608,0.0,0.02016
SHY,0.0,0.0,1.0,0.0,0.0,0.02102
IEF,0.0012,0.2126,0.5474,0.2378,0.001,0.0194
TLT,0.1202,0.257,0.23,0.2716,0.1212,0.01339
SEGA.L,0.199,0.2184,0.1716,0.2156,0.1954,0.00975
IEAA.L,0.0,0.0226,0.948,0.0294,0.0,0.02079
HIGH.L,0.0,0.0724,0.8342,0.0934,0.0,0.02053
JPEA.L,0.0008,0.2224,0.5326,0.2428,0.0014,0.01924
IAU,0.4408,0.0476,0.032,0.0446,0.435,0.00061
SLV,0.2222,0.1988,0.1424,0.199,0.2376,0.00844
GSG,0.1968,0.2284,0.158,0.2136,0.2032,0.0099
REET,0.1118,0.2676,0.24,0.2684,0.1122,0.01359
ICLN,0.266,0.172,0.127,0.1818,0.2532,0.00724
IXN,0.1956,0.2192,0.1694,0.2212,0.1946,0.01042
IGF,0.0846,0.2832,0.2696,0.2826,0.08,0.01494
IUVL.L,0.1818,0.2302,0.1788,0.2414,0.1678,0.01114
IUMO.L,0.2174,0.2088,0.151,0.205,0.2178,0.0091
SPMV.L,0.0948,0.2704,0.2612,0.2836,0.09,0.0146
IEVL.L,0.1466,0.2452,0.216,0.2508,0.1414,0.01232
IEFM.L,0.486,0.0044,0.0022,0.0052,0.5022,1e-05
MVEU.L,0.0646,0.289,0.2936,0.2862,0.0666,0.01558
XLK,0.1944,0.2224,0.1674,0.2208,0.195,0.0103
XLF,0.1854,0.236,0.1698,0.2216,0.1872,0.01049
XLV,0.0768,0.2804,0.2692,0.2868,0.0868,0.01492
XLE,0.2818,0.1694,0.1128,0.1562,0.2798,0.00623
XLY,0.196,0.2204,0.1724,0.2226,0.1886,0.01055
XLI,0.1334,0.2598,0.2114,0.2554,0.14,0.01265
XLC,0.1602,0.243,0.1936,0.25,0.1532,0.01179
XLU,0.1236,0.2636,0.2296,0.2566,0.1266,0.01317
XLP,0.0598,0.2962,0.2864,0.2896,0.068,0.01564
XLB,0.1494,0.2524,0.1978,0.2438,0.1566,0.01198
VXX,0.4124,0.0602,0.0362,0.0638,0.4274,0.00115
