ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1676,0.2368,0.201,0.2388,0.1558,0.03273
ACN,0.2564,0.1868,0.127,0.1702,0.2596,0.0
AEP,0.1444,0.2624,0.215,0.251,0.1272,0.02832
AIZ,0.1602,0.2468,0.1944,0.2368,0.1618,0.00607
ALLE,0.2196,0.1988,0.1538,0.202,0.2258,0.0
AMAT,0.3376,0.117,0.078,0.1086,0.3588,0.00097
AMP,0.2484,0.1758,0.1312,0.1896,0.255,0.0
AMZN,0.2588,0.1702,0.128,0.1738,0.2692,0.01132
AVB,0.1892,0.22,0.1842,0.2192,0.1874,0.00498
AVY,0.2414,0.1892,0.141,0.185,0.2434,0.0
AXP,0.307,0.1392,0.0964,0.1432,0.3142,0.01119
BDX,0.179,0.236,0.1856,0.233,0.1664,0.00438
BF-B,0.206,0.2162,0.1658,0.2176,0.1944,0.0
BMY,0.215,0.2104,0.1634,0.214,0.1972,0.0
BR,0.2418,0.1868,0.1378,0.188,0.2456,0.0
CARR,0.2538,0.1846,0.1226,0.1792,0.2598,0.0
CDW,0.2526,0.1758,0.133,0.1774,0.2612,0.0
CE,0.252,0.1856,0.1328,0.175,0.2546,0.0
CHTR,0.2666,0.1694,0.1198,0.1802,0.264,0.0
CNC,0.2926,0.154,0.1104,0.1518,0.2912,0.0
CNP,0.1944,0.2278,0.178,0.2356,0.1642,0.0054
COP,0.31,0.1316,0.104,0.1484,0.306,0.00404
CTAS,0.2288,0.2082,0.1464,0.1874,0.2292,0.0
CZR,0.363,0.104,0.067,0.1044,0.3616,0.00378
DG,0.2132,0.2046,0.1574,0.2072,0.2176,0.0212
DPZ,0.2724,0.1672,0.122,0.1696,0.2688,0.01116
DRE,0.1834,0.2334,0.1744,0.2354,0.1734,0.0153
DXC,0.2828,0.1566,0.1056,0.1652,0.2898,0.0
FB,0.2986,0.159,0.1042,0.1424,0.2958,0.00997
FTV,0.172,0.2392,0.1886,0.2278,0.1724,0.0
GOOG,0.26,0.1796,0.1276,0.1696,0.2632,0.00952
GPC,0.2076,0.2132,0.1564,0.2062,0.2166,0.0
HIG,0.208,0.2068,0.1642,0.2182,0.2028,0.00223
HST,0.2776,0.154,0.1116,0.1652,0.2916,0.00332
JPM,0.2404,0.1912,0.1442,0.18,0.2442,0.0
KR,0.308,0.1376,0.0994,0.1518,0.3032,0.01347
OGN,0.2794,0.1664,0.1142,0.1606,0.2794,0.0
PG,0.1332,0.2668,0.2226,0.2554,0.122,0.0103
PPL,0.0864,0.2902,0.2654,0.284,0.074,0.02879
PRU,0.2368,0.1916,0.1376,0.19,0.244,0.00994
PYPL,0.3872,0.0816,0.0542,0.0912,0.3858,0.00046
RE,0.2178,0.201,0.1532,0.2038,0.2242,0.0
ROL,0.291,0.1582,0.114,0.1472,0.2896,0.0
ROST,0.269,0.1694,0.114,0.1622,0.2854,0.0
UNH,0.2196,0.2,0.156,0.214,0.2104,0.00373
URI,0.3002,0.1436,0.0988,0.1494,0.308,0.0
V,0.3002,0.149,0.1098,0.1432,0.2978,0.0
VRSK,0.2102,0.2104,0.1642,0.2092,0.206,0.00254
WRK,0.279,0.1678,0.1106,0.165,0.2776,0.0
XOM,0.2668,0.1682,0.121,0.166,0.278,0.01372
IVV,0.1272,0.2574,0.2236,0.2656,0.1262,0.00209
IWM,0.2082,0.2058,0.1542,0.2106,0.2212,0.0
EWU,0.1164,0.2614,0.2364,0.2692,0.1166,0.01991
EWG,0.1182,0.2666,0.2252,0.2696,0.1204,0.0
EWL,0.1084,0.2744,0.2562,0.265,0.096,0.0
EWQ,0.152,0.2432,0.2074,0.2538,0.1436,0.0
IEUS,0.151,0.2478,0.2046,0.2484,0.1482,0.00236
EWJ,0.1344,0.2488,0.2272,0.2622,0.1274,0.0
EWT,0.1648,0.2312,0.188,0.2382,0.1778,0.01144
MCHI,0.2582,0.17,0.1244,0.1864,0.261,0.0149
INDA,0.1896,0.2188,0.1704,0.2198,0.2014,0.01968
EWY,0.212,0.2098,0.1586,0.2036,0.216,0.0
EWA,0.1714,0.2216,0.187,0.2376,0.1824,0.00199
EWH,0.1544,0.2472,0.2026,0.2434,0.1524,0.00114
