ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1556,0.2462,0.1932,0.2426,0.1624,0.02314
ACN,0.2596,0.1796,0.129,0.1758,0.256,0.0
AEP,0.1208,0.2554,0.233,0.2608,0.13,0.02154
AIZ,0.1624,0.242,0.1856,0.2426,0.1674,0.01054
ALLE,0.2302,0.2028,0.1552,0.1952,0.2166,0.0
AMAT,0.3544,0.1078,0.0744,0.115,0.3484,0.00074
AMP,0.2434,0.1898,0.1392,0.1824,0.2452,0.0
AMZN,0.27,0.1666,0.1304,0.162,0.271,0.00958
AVB,0.167,0.2388,0.1818,0.2312,0.1812,0.01027
AVY,0.2268,0.1958,0.1494,0.2034,0.2246,0.0
AXP,0.3014,0.147,0.0986,0.1546,0.2984,0.00763
BDX,0.1652,0.2434,0.1894,0.2354,0.1666,0.00896
BF-B,0.1934,0.218,0.1664,0.2296,0.1926,0.00699
BMY,0.1826,0.2282,0.1698,0.218,0.2014,0.00442
BR,0.2524,0.1766,0.1392,0.1904,0.2414,0.0
CARR,0.2478,0.181,0.1346,0.1894,0.2472,0.0
CDW,0.2444,0.1874,0.1308,0.1886,0.2488,0.00802
CE,0.2478,0.194,0.1382,0.1752,0.2448,0.0
CHTR,0.2668,0.1782,0.125,0.1772,0.2528,0.0
CNC,0.2774,0.1654,0.1196,0.1752,0.2624,0.00106
CNP,0.1502,0.2512,0.2038,0.2418,0.153,0.00836
COP,0.3004,0.1366,0.1058,0.1536,0.3036,0.00371
CTAS,0.2366,0.2,0.1362,0.203,0.2242,9e-05
CZR,0.3756,0.0956,0.074,0.0956,0.3592,0.00107
DG,0.2284,0.194,0.1528,0.1956,0.2292,0.01735
DPZ,0.282,0.1644,0.1102,0.1566,0.2868,0.00819
DRE,0.1844,0.228,0.1724,0.2258,0.1894,0.01048
DXC,0.3002,0.1512,0.11,0.1528,0.2858,0.0
FB,0.2924,0.1612,0.1164,0.1526,0.2774,0.00323
FTV,0.1822,0.2328,0.179,0.2216,0.1844,0.00402
GOOG,0.2698,0.1666,0.1234,0.1616,0.2786,0.00751
GPC,0.2078,0.2172,0.1538,0.2144,0.2068,0.00723
HIG,0.195,0.2162,0.1706,0.2234,0.1948,0.00842
HST,0.2864,0.161,0.1074,0.1508,0.2944,0.00328
JPM,0.2318,0.1944,0.1356,0.1916,0.2466,0.00451
KR,0.3124,0.1364,0.097,0.1412,0.313,0.00959
OGN,0.2732,0.1602,0.1198,0.167,0.2798,0.0
PG,0.13,0.2598,0.2078,0.2702,0.1322,0.01414
PPL,0.074,0.288,0.2784,0.2916,0.068,0.02416
PRU,0.2354,0.1844,0.1474,0.2018,0.231,0.00782
PYPL,0.4122,0.0748,0.053,0.0694,0.3906,0.0
RE,0.218,0.2028,0.1618,0.2126,0.2048,0.00387
ROL,0.283,0.167,0.116,0.156,0.278,0.0
ROST,0.269,0.1588,0.1314,0.1562,0.2846,0.0
UNH,0.1952,0.2164,0.1678,0.229,0.1916,0.01093
URI,0.3034,0.1534,0.0998,0.1378,0.3056,0.0
V,0.2882,0.141,0.1076,0.1558,0.3074,0.00085
VRSK,0.2218,0.2048,0.1516,0.2106,0.2112,0.00799
WRK,0.271,0.161,0.12,0.1664,0.2816,0.0
XOM,0.261,0.1782,0.1244,0.1676,0.2688,0.01534
IVV,0.1244,0.2604,0.228,0.2594,0.1278,0.00908
IWM,0.2284,0.2036,0.1488,0.1994,0.2198,0.00067
EWU,0.1054,0.2702,0.2458,0.2684,0.1102,0.01587
EWG,0.1102,0.2704,0.2372,0.2732,0.109,0.00518
EWL,0.0964,0.2716,0.2618,0.2822,0.088,0.00712
EWQ,0.129,0.257,0.2226,0.2498,0.1416,0.00537
IEUS,0.1448,0.2482,0.2054,0.2552,0.1464,0.00453
EWJ,0.1234,0.2652,0.2248,0.2618,0.1248,0.00866
EWT,0.1774,0.229,0.1832,0.2436,0.1668,0.01258
MCHI,0.2674,0.1848,0.1244,0.1774,0.246,0.01097
INDA,0.1916,0.2154,0.1702,0.2248,0.198,0.01141
EWY,0.2216,0.1996,0.1584,0.2038,0.2166,0.0
EWA,0.1652,0.2354,0.193,0.2298,0.1766,0.00402
EWH,0.128,0.27,0.2236,0.2604,0.118,0.01559
EWZ,0.2854,0.1546,0.1158,0.163,0.2812,0.0
EWC,0.1544,0.2494,0.2034,0.2304,0.1624,0.00304
IEMG,0.15,0.2516,0.205,0.2422,0.1512,0.00865
LQD,0.002,0.2576,0.491,0.2466,0.0028,0.03341
HYG,0.0,0.1686,0.6892,0.1422,0.0,0.03792
SHY,0.0,0.0,1.0,0.0,0.0,0.0472
IEF,0.0008,0.2356,0.5404,0.2224,0.0008,0.03887
TLT,0.1248,0.263,0.2224,0.2678,0.122,0.02892
SEGA.L,0.3428,0.1292,0.0906,0.114,0.3234,0.03386
IEAA.L,0.0,0.0302,0.9456,0.0242,0.0,0.04622
HIGH.L,0.0,0.1254,0.7432,0.1314,0.0,0.03986
JPEA.L,0.004,0.2456,0.4922,0.2518,0.0064,0.03193
IAU,0.357,0.1046,0.0738,0.107,0.3576,0.00596
SLV,0.2132,0.2028,0.1702,0.2078,0.206,0.00564
GSG,0.1794,0.2306,0.1692,0.2392,0.1816,0.01616
