ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1868,0.2314,0.1666,0.2284,0.1868,0.01064
ACN,0.2208,0.2056,0.1534,0.2082,0.212,0.0092
AEP,0.14,0.251,0.2132,0.259,0.1368,0.01245
AIZ,0.1734,0.2296,0.1904,0.2302,0.1764,0.01094
ALLE,0.2272,0.2004,0.1512,0.1988,0.2224,0.00906
AMAT,0.3344,0.1178,0.0788,0.1238,0.3452,0.00392
AMP,0.2534,0.187,0.1346,0.1818,0.2432,0.00794
AMZN,0.2646,0.1816,0.122,0.1778,0.254,0.00746
AVB,0.179,0.23,0.1778,0.231,0.1822,0.01089
AVY,0.2238,0.2032,0.1464,0.203,0.2236,0.00906
AXP,0.2914,0.1598,0.116,0.157,0.2758,0.00638
BDX,0.1802,0.2254,0.184,0.237,0.1734,0.01098
BF-B,0.2086,0.2136,0.1534,0.217,0.2074,0.00986
BMY,0.181,0.2288,0.1766,0.2238,0.1898,0.01063
BR,0.2088,0.2258,0.15,0.2022,0.2132,0.00947
CARR,0.2556,0.1816,0.124,0.1828,0.256,0.00767
CDW,0.2326,0.1858,0.1532,0.1904,0.238,0.00872
CE,0.2532,0.1944,0.129,0.1688,0.2546,0.00788
CHTR,0.2448,0.1912,0.1322,0.1876,0.2442,0.00832
CNC,0.2762,0.1572,0.1096,0.1638,0.2932,0.00612
CNP,0.1768,0.2264,0.182,0.2298,0.185,0.01092
COP,0.3118,0.1418,0.0956,0.1376,0.3132,0.00519
CTAS,0.2158,0.2,0.1548,0.1986,0.2308,0.0089
CZR,0.3714,0.1032,0.0706,0.0978,0.357,0.00302
DG,0.205,0.2192,0.1582,0.2124,0.2052,0.00984
DPZ,0.2708,0.1688,0.119,0.161,0.2804,0.00646
DRE,0.1852,0.2198,0.1836,0.2274,0.184,0.01076
DXC,0.3268,0.1226,0.0872,0.1254,0.338,0.00431
FB,0.2828,0.1638,0.1044,0.1572,0.2918,0.00631
FTV,0.1954,0.2166,0.166,0.2172,0.2048,0.01001
GOOG,0.2492,0.1808,0.1392,0.1788,0.252,0.00815
GPC,0.208,0.2092,0.1602,0.2072,0.2154,0.00961
HIG,0.2116,0.2084,0.1576,0.21,0.2124,0.00946
HST,0.2984,0.1504,0.099,0.1486,0.3036,0.00576
JPM,0.23,0.2006,0.1386,0.1954,0.2354,0.00872
KR,0.3018,0.1434,0.1076,0.1482,0.299,0.00556
OGN,0.3398,0.1168,0.088,0.124,0.3314,0.00412
PG,0.1244,0.2638,0.2302,0.2574,0.1242,0.01297
PPL,0.1112,0.268,0.2294,0.2734,0.118,0.01326
PRU,0.2478,0.1836,0.1352,0.1948,0.2386,0.00813
PYPL,0.3718,0.0962,0.0682,0.0976,0.3662,0.00268
RE,0.2304,0.194,0.1446,0.1936,0.2374,0.0085
ROL,0.2614,0.1766,0.1196,0.1718,0.2706,0.00734
ROST,0.2698,0.169,0.1142,0.1594,0.2876,0.00657
UNH,0.1828,0.2324,0.1748,0.2218,0.1882,0.0105
URI,0.308,0.1438,0.0934,0.1382,0.3166,0.00521
V,0.2676,0.173,0.1228,0.172,0.2646,0.00731
VRSK,0.2138,0.2118,0.1502,0.2078,0.2164,0.0092
WRK,0.2882,0.1594,0.1094,0.1672,0.2758,0.00655
XOM,0.2816,0.166,0.1054,0.1802,0.2668,0.00655
IVV,0.1038,0.2784,0.2434,0.2684,0.106,0.01374
IWM,0.2122,0.2162,0.146,0.209,0.2166,0.00938
EWU,0.1266,0.256,0.2352,0.2576,0.1246,0.01304
EWG,0.127,0.2576,0.221,0.2618,0.1326,0.01291
EWL,0.0922,0.2726,0.2632,0.2808,0.0912,0.0143
EWQ,0.1464,0.2496,0.205,0.2534,0.1456,0.01234
IEUS,0.1462,0.2484,0.2112,0.248,0.1462,0.01228
EWJ,0.1378,0.2614,0.2102,0.2548,0.1358,0.01256
EWT,0.23,0.1986,0.1506,0.2062,0.2146,0.00921
MCHI,0.2708,0.1776,0.122,0.1704,0.2592,0.00714
INDA,0.1714,0.2468,0.1752,0.232,0.1746,0.01126
EWY,0.215,0.2232,0.1456,0.206,0.2102,0.00945
EWA,0.1682,0.2434,0.1868,0.2398,0.1618,0.0115
EWH,0.1254,0.2682,0.2218,0.2638,0.1208,0.01309
EWZ,0.299,0.1408,0.1108,0.1506,0.2988,0.00589
EWC,0.148,0.2556,0.1986,0.2612,0.1366,0.01237
IEMG,0.1582,0.2536,0.1864,0.2536,0.1482,0.01177
LQD,0.0038,0.2396,0.5028,0.2506,0.0032,0.01795
HYG,0.0,0.1512,0.698,0.1506,0.0002,0.01883
SHY,0.0,0.0,1.0,0.0,0.0,0.01949
IEF,0.0008,0.2196,0.5594,0.2196,0.0006,0.01827
TLT,0.106,0.269,0.238,0.2736,0.1134,0.01341
SEGA.L,0.2486,0.1844,0.1316,0.1816,0.2538,0.00777
IEAA.L,0.0,0.0226,0.9574,0.02,0.0,0.01933
HIGH.L,0.0,0.0806,0.8402,0.0792,0.0,0.01912
JPEA.L,0.0014,0.2338,0.5284,0.2358,0.0006,0.01811
IAU,0.44,0.0478,0.0316,0.042,0.4386,0.0006
SLV,0.2368,0.1916,0.1412,0.1996,0.2308,0.00881
GSG,0.2018,0.21,0.1686,0.2282,0.1914,0.01015
REET,0.1114,0.275,0.231,0.2666,0.116,0.01341
ICLN,0.2478,0.178,0.133,0.1848,0.2564,0.00753
IXN,0.1954,0.2118,0.1708,0.2316,0.1904,0.01048
IGF,0.0792,0.2836,0.265,0.2952,0.077,0.01466
IUVL.L,0.176,0.227,0.1862,0.2328,0.178,0.01111
IUMO.L,0.2252,0.1998,0.157,0.1964,0.2216,0.00905
SPMV.L,0.0878,0.2822,0.257,0.2792,0.0938,0.01417
IEVL.L,0.1474,0.2422,0.2124,0.2494,0.1486,0.01217
IEFM.L,0.4952,0.0034,0.0028,0.005,0.4936,1e-05
MVEU.L,0.0698,0.2752,0.2976,0.2904,0.067,0.01507
XLK,0.1948,0.2192,0.164,0.2284,0.1936,0.01033
XLF,0.182,0.2342,0.1724,0.2322,0.1792,0.01073
XLV,0.0828,0.2794,0.275,0.286,0.0768,0.01459
XLE,0.2838,0.1618,0.1146,0.1642,0.2756,0.00664
XLY,0.1914,0.2228,0.1736,0.228,0.1842,0.01055
XLI,0.1344,0.2568,0.217,0.2558,0.136,0.01266
XLC,0.1572,0.2492,0.1946,0.2326,0.1664,0.01169
XLU,0.1218,0.2618,0.2204,0.2728,0.1232,0.01308
XLP,0.0656,0.2838,0.3024,0.285,0.0632,0.0152
XLB,0.147,0.2566,0.2056,0.237,0.1538,0.01209
VXX,0.4114,0.0674,0.046,0.0642,0.411,0.00128
