ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1802,0.2314,0.1748,0.2424,0.1712,0.0
ACN,0.221,0.2046,0.1506,0.2044,0.2194,0.0
AEP,0.139,0.2596,0.2062,0.2544,0.1408,0.0
AIZ,0.176,0.229,0.178,0.234,0.183,0.0
ALLE,0.2198,0.1942,0.1524,0.2076,0.226,0.0
AMAT,0.3434,0.1138,0.0754,0.1102,0.3572,0.0
AMP,0.2488,0.1872,0.136,0.1814,0.2466,0.0
AMZN,0.2612,0.1746,0.1274,0.1726,0.2642,0.0
AVB,0.184,0.2252,0.1702,0.2358,0.1848,0.0
AVY,0.2178,0.1978,0.15,0.2078,0.2266,0.0
AXP,0.2754,0.1624,0.1174,0.1544,0.2904,0.0
BDX,0.1778,0.2226,0.1744,0.2504,0.1748,0.0
BF-B,0.2112,0.2126,0.1612,0.2158,0.1992,0.0
BMY,0.1884,0.2262,0.1774,0.2266,0.1814,0.0
BR,0.2106,0.2078,0.1658,0.212,0.2038,0.0
CARR,0.2556,0.1794,0.1232,0.182,0.2598,0.0
CDW,0.2336,0.1914,0.1438,0.1946,0.2366,0.0
CE,0.251,0.1816,0.1326,0.1794,0.2554,0.0
CHTR,0.2394,0.1802,0.143,0.1954,0.242,0.0
CNC,0.2856,0.1562,0.102,0.1634,0.2928,0.0
CNP,0.1716,0.2406,0.1816,0.2354,0.1708,0.0
COP,0.3084,0.1352,0.0966,0.1374,0.3224,0.0
CTAS,0.229,0.1996,0.1416,0.2044,0.2254,0.0
CZR,0.3598,0.1048,0.0654,0.1018,0.3682,0.0
DG,0.2056,0.2136,0.1602,0.2254,0.1952,0.0
DPZ,0.2774,0.1546,0.1102,0.1676,0.2902,0.0
DRE,0.1814,0.2254,0.1756,0.237,0.1806,0.0
DXC,0.3248,0.1296,0.0892,0.1256,0.3308,0.0
FB,0.2844,0.1636,0.1038,0.1624,0.2858,0.0
FTV,0.2018,0.2062,0.1594,0.2178,0.2148,0.0
GOOG,0.2346,0.191,0.1426,0.1908,0.241,0.0
GPC,0.213,0.2094,0.154,0.2114,0.2122,0.0
HIG,0.2134,0.2048,0.159,0.2044,0.2184,0.0
HST,0.2906,0.1538,0.104,0.1496,0.302,0.0
JPM,0.2316,0.2054,0.1448,0.1932,0.225,0.0
KR,0.2924,0.1414,0.1086,0.1528,0.3048,0.0
OGN,0.3418,0.128,0.0836,0.1154,0.3312,0.0
PG,0.1222,0.2688,0.2308,0.2552,0.123,0.0
