ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1894,0.2248,0.1738,0.233,0.179,0.01063
ACN,0.219,0.2056,0.15,0.202,0.2234,0.00914
AEP,0.1446,0.251,0.2098,0.2446,0.15,0.01238
AIZ,0.1806,0.2336,0.1852,0.2318,0.1688,0.01083
ALLE,0.2304,0.2102,0.148,0.1894,0.222,0.00874
AMAT,0.3372,0.1208,0.0834,0.1258,0.3328,0.00375
AMP,0.2526,0.183,0.1336,0.1848,0.246,0.00758
AMZN,0.2584,0.1714,0.127,0.181,0.2622,0.00733
AVB,0.1768,0.2324,0.1754,0.2328,0.1826,0.0108
AVY,0.2344,0.197,0.1454,0.1994,0.2238,0.0087
AXP,0.2822,0.1648,0.1114,0.1544,0.2872,0.0061
BDX,0.1766,0.2382,0.187,0.22,0.1782,0.01086
BF-B,0.204,0.2194,0.1644,0.212,0.2002,0.00977
BMY,0.1984,0.2176,0.1694,0.2368,0.1778,0.01042
BR,0.2146,0.2062,0.1578,0.2118,0.2096,0.00938
CARR,0.2598,0.179,0.131,0.1748,0.2554,0.00726
CDW,0.2374,0.1996,0.1408,0.1818,0.2404,0.00828
CE,0.264,0.1754,0.1264,0.1724,0.2618,0.00744
CHTR,0.2358,0.187,0.1344,0.1978,0.245,0.00804
CNC,0.2924,0.1518,0.0958,0.1532,0.3068,0.00571
CNP,0.1826,0.2216,0.1842,0.2204,0.1912,0.01055
COP,0.306,0.1442,0.096,0.1464,0.3074,0.00494
CTAS,0.221,0.2102,0.1414,0.2002,0.2272,0.00874
CZR,0.3512,0.105,0.0722,0.1022,0.3694,0.00289
DG,0.2004,0.22,0.1688,0.2176,0.1932,0.00996
DPZ,0.2692,0.169,0.1098,0.1626,0.2894,0.00646
DRE,0.1742,0.2278,0.181,0.2328,0.1842,0.0108
DXC,0.341,0.1198,0.0856,0.138,0.3156,0.00415
FB,0.287,0.1614,0.1118,0.1604,0.2794,0.00594
FTV,0.2094,0.2172,0.1664,0.2144,0.1926,0.00996
GOOG,0.2358,0.1854,0.133,0.2,0.2458,0.00816
GPC,0.2118,0.2094,0.1612,0.2044,0.2132,0.00936
HIG,0.2244,0.1996,0.1576,0.2066,0.2118,0.00921
HST,0.2996,0.1494,0.1102,0.1482,0.2926,0.00556
JPM,0.2306,0.1966,0.152,0.186,0.2348,0.00855
KR,0.3008,0.1416,0.0992,0.157,0.3014,0.00536
OGN,0.3214,0.1328,0.0888,0.1162,0.3408,0.00392
PG,0.1274,0.2592,0.228,0.2606,0.1248,0.01322
PPL,0.1168,0.2606,0.2236,0.2796,0.1194,0.01331
PRU,0.2544,0.1798,0.1364,0.1908,0.2386,0.00776
PYPL,0.3598,0.1062,0.0742,0.0982,0.3616,0.00294
RE,0.2482,0.1916,0.1374,0.1926,0.2302,0.0081
ROL,0.258,0.1726,0.1252,0.173,0.2712,0.00691
ROST,0.2798,0.1628,0.1144,0.163,0.28,0.00626
UNH,0.199,0.213,0.1626,0.2182,0.2072,0.01027
URI,0.3194,0.1328,0.104,0.1314,0.3124,0.00488
V,0.2624,0.1792,0.121,0.1682,0.2692,0.00711
VRSK,0.2096,0.2096,0.1446,0.225,0.2112,0.00924
WRK,0.2842,0.1552,0.1196,0.161,0.28,0.00617
XOM,0.282,0.1622,0.1192,0.1546,0.282,0.0063
IVV,0.1058,0.2698,0.2404,0.2778,0.1062,0.01399
IWM,0.218,0.203,0.1554,0.2102,0.2134,0.00927
EWU,0.119,0.2626,0.229,0.2642,0.1252,0.01312
EWG,0.133,0.2538,0.22,0.259,0.1342,0.01291
EWL,0.0914,0.277,0.2558,0.284,0.0918,0.01449
EWQ,0.1386,0.2524,0.2068,0.2494,0.1528,0.01223
IEUS,0.1432,0.2452,0.2074,0.2528,0.1514,0.01226
EWJ,0.1378,0.2474,0.2098,0.2642,0.1408,0.01258
EWT,0.2208,0.2028,0.1502,0.205,0.2212,0.00907
MCHI,0.2624,0.1718,0.1224,0.1804,0.263,0.00689
INDA,0.1616,0.2348,0.19,0.2452,0.1684,0.01135
EWY,0.2146,0.2016,0.1538,0.2122,0.2178,0.00927
EWA,0.1692,0.2246,0.188,0.2446,0.1736,0.01136
EWH,0.1202,0.2608,0.2186,0.2732,0.1272,0.01286
EWZ,0.2942,0.1482,0.1024,0.1508,0.3044,0.00548
EWC,0.1486,0.255,0.2,0.249,0.1474,0.01236
IEMG,0.1558,0.2398,0.1992,0.252,0.1532,0.01179
LQD,0.0042,0.251,0.5026,0.2394,0.0028,0.01884
HYG,0.0,0.1472,0.7068,0.146,0.0,0.01998
SHY,0.0,0.0,1.0,0.0,0.0,0.02081
IEF,0.0008,0.2276,0.561,0.21,0.0006,0.01925
TLT,0.1174,0.2758,0.2364,0.2618,0.1086,0.01338
SEGA.L,0.2136,0.2096,0.151,0.2124,0.2134,0.00954
IEAA.L,0.0,0.0296,0.9506,0.0198,0.0,0.02059
HIGH.L,0.0,0.0956,0.8274,0.077,0.0,0.02035
JPEA.L,0.0014,0.2396,0.532,0.2252,0.0018,0.01909
IAU,0.4392,0.0452,0.0312,0.0494,0.435,0.0006
SLV,0.2356,0.1998,0.1424,0.1964,0.2258,0.00848
GSG,0.2028,0.2204,0.1616,0.215,0.2002,0.00992
REET,0.1096,0.2686,0.2388,0.2704,0.1126,0.01358
ICLN,0.252,0.1782,0.132,0.1772,0.2606,0.00728
IXN,0.1782,0.2298,0.1784,0.218,0.1956,0.01044
IGF,0.0756,0.288,0.264,0.2916,0.0808,0.01492
IUVL.L,0.176,0.2456,0.1722,0.2426,0.1636,0.01115
IUMO.L,0.218,0.2098,0.1522,0.205,0.215,0.00913
SPMV.L,0.0908,0.2798,0.2582,0.2866,0.0846,0.01456
IEVL.L,0.1496,0.2524,0.2134,0.2466,0.138,0.01231
IEFM.L,0.4868,0.0034,0.004,0.0046,0.5012,1e-05
MVEU.L,0.065,0.291,0.286,0.2954,0.0626,0.01552
XLK,0.1848,0.2226,0.1746,0.225,0.193,0.01032
XLF,0.192,0.225,0.1738,0.2222,0.187,0.01052
XLV,0.0784,0.2792,0.2798,0.2806,0.082,0.01488
XLE,0.285,0.1636,0.1148,0.159,0.2776,0.00628
XLY,0.1866,0.2244,0.1678,0.2244,0.1968,0.01057
XLI,0.1396,0.2614,0.207,0.257,0.135,0.01265
XLC,0.1564,0.2398,0.2096,0.2366,0.1576,0.01178
XLU,0.1248,0.2628,0.2118,0.2734,0.1272,0.01316
XLP,0.066,0.2842,0.296,0.2866,0.0672,0.01558
XLB,0.1506,0.2598,0.198,0.2412,0.1504,0.012
VXX,0.429,0.074,0.036,0.0604,0.4006,0.00116
