ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1578,0.2516,0.1826,0.2486,0.1594,0.01842
ACN,0.2514,0.1794,0.124,0.1762,0.269,0.0
AEP,0.1256,0.261,0.2304,0.2612,0.1218,0.01342
AIZ,0.1584,0.2486,0.192,0.2444,0.1566,0.00942
ALLE,0.2118,0.217,0.1646,0.2046,0.202,0.0049
AMAT,0.3472,0.1114,0.0734,0.1072,0.3608,0.0
AMP,0.2334,0.185,0.1378,0.1976,0.2462,0.0
AMZN,0.294,0.161,0.1012,0.1596,0.2842,0.0069
AVB,0.1812,0.2356,0.1816,0.2298,0.1718,0.00614
AVY,0.2692,0.1674,0.1228,0.1766,0.264,0.00432
AXP,0.2976,0.1514,0.108,0.1466,0.2964,0.00048
BDX,0.2058,0.221,0.1626,0.2168,0.1938,0.01545
BF-B,0.209,0.205,0.1658,0.225,0.1952,0.00988
BMY,0.1828,0.2384,0.17,0.2182,0.1906,0.01457
BR,0.2492,0.1886,0.133,0.1808,0.2484,0.0077
CARR,0.2604,0.178,0.1354,0.1822,0.244,0.00316
CDW,0.2504,0.1888,0.137,0.1848,0.239,0.00339
CE,0.2318,0.1918,0.134,0.204,0.2384,0.00076
CHTR,0.263,0.1828,0.1308,0.1692,0.2542,0.00697
CNC,0.2634,0.1714,0.117,0.172,0.2762,0.00601
CNP,0.1522,0.2546,0.1924,0.2508,0.15,0.00689
COP,0.2912,0.1554,0.1038,0.1474,0.3022,0.0003
CTAS,0.2334,0.1946,0.1438,0.2102,0.218,0.00213
CZR,0.3704,0.0948,0.0688,0.0974,0.3686,0.0
DG,0.2332,0.2004,0.1436,0.2042,0.2186,0.01014
DPZ,0.2882,0.1584,0.1118,0.1684,0.2732,0.00245
DRE,0.1938,0.2344,0.1734,0.2094,0.189,0.00282
DXC,0.3564,0.1096,0.0724,0.107,0.3546,0.0
FB,0.4042,0.0742,0.0428,0.0718,0.407,0.0
FTV,0.2678,0.173,0.1172,0.1692,0.2728,0.00615
GOOG,0.262,0.1698,0.12,0.17,0.2782,0.00196
GPC,0.2188,0.1994,0.1468,0.212,0.223,0.00197
HIG,0.203,0.2184,0.1536,0.2216,0.2034,0.0046
HST,0.2846,0.1546,0.1124,0.166,0.2824,0.00119
JPM,0.2382,0.198,0.1368,0.1974,0.2296,0.00414
KR,0.3066,0.1428,0.0976,0.1444,0.3086,0.00509
OGN,0.284,0.1614,0.1158,0.1546,0.2842,0.0072
PG,0.1254,0.2648,0.2216,0.2628,0.1254,0.02314
PPL,0.075,0.2904,0.282,0.277,0.0756,0.02156
PRU,0.2274,0.199,0.1432,0.1928,0.2376,0.00441
PYPL,0.4066,0.0772,0.0444,0.0734,0.3984,0.00048
RE,0.2018,0.21,0.1572,0.2242,0.2068,0.004
ROL,0.292,0.1552,0.109,0.156,0.2878,0.00089
ROST,0.2788,0.1698,0.1092,0.159,0.2832,0.00195
UNH,0.1852,0.2156,0.1756,0.2314,0.1922,0.00693
URI,0.3044,0.149,0.0926,0.1386,0.3154,0.0
V,0.3084,0.1354,0.104,0.1524,0.2998,0.00481
VRSK,0.217,0.2022,0.1574,0.2178,0.2056,0.00476
WRK,0.272,0.1674,0.1244,0.1734,0.2628,0.00643
XOM,0.2652,0.1698,0.1218,0.1782,0.265,0.00258
IVV,0.1294,0.2608,0.22,0.2582,0.1316,0.01219
IWM,0.2298,0.1956,0.1398,0.214,0.2208,0.0015
EWU,0.0998,0.269,0.2446,0.2718,0.1148,0.01742
EWG,0.105,0.276,0.2384,0.2698,0.1108,0.01303
EWL,0.1048,0.2688,0.2516,0.2668,0.108,0.01496
EWQ,0.1288,0.2558,0.2128,0.256,0.1466,0.00754
IEUS,0.139,0.2532,0.2032,0.2558,0.1488,0.00676
EWJ,0.13,0.2562,0.2172,0.265,0.1316,0.01194
EWT,0.1698,0.2436,0.1854,0.2336,0.1676,0.00547
MCHI,0.2518,0.1794,0.125,0.1884,0.2554,0.0
INDA,0.1874,0.2178,0.172,0.2242,0.1986,0.00459
EWY,0.215,0.2068,0.154,0.2054,0.2188,0.00243
EWA,0.1636,0.2358,0.192,0.2416,0.167,0.00456
EWH,0.1072,0.269,0.2458,0.2596,0.1184,0.01591
EWZ,0.2756,0.1638,0.1154,0.1558,0.2894,0.0
EWC,0.1496,0.2412,0.2032,0.2512,0.1548,0.00363
IEMG,0.1492,0.2448,0.1998,0.2568,0.1494,0.0122
LQD,0.005,0.2594,0.4834,0.2474,0.0048,0.04415
HYG,0.0,0.1792,0.6472,0.1736,0.0,0.04478
SHY,0.0,0.0,1.0,0.0,0.0,0.08485
IEF,0.001,0.2376,0.5382,0.2222,0.001,0.01371
TLT,0.1238,0.2682,0.2266,0.2694,0.112,0.00233
SEGA.L,0.0,0.1726,0.6704,0.157,0.0,0.04635
IEAA.L,0.0,0.0696,0.8706,0.0598,0.0,0.06256
HIGH.L,0.0,0.136,0.7252,0.1388,0.0,0.05312
JPEA.L,0.0034,0.2644,0.4732,0.2538,0.0052,0.03627
IAU,0.3622,0.1,0.0704,0.0966,0.3708,0.0018
SLV,0.2128,0.2178,0.1584,0.2082,0.2028,0.01076
GSG,0.177,0.2312,0.1872,0.232,0.1726,0.00766
REET,0.1118,0.2772,0.2326,0.2704,0.108,0.01238
ICLN,0.2726,0.1682,0.126,0.1698,0.2634,0.00179
IXN,0.216,0.2038,0.1504,0.211,0.2188,0.00421
IGF,0.058,0.2844,0.2974,0.296,0.0642,0.02219
