ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1514,0.2468,0.2006,0.2424,0.1588,0.01234
ACN,0.2564,0.184,0.1288,0.1702,0.2606,0.00427
AEP,0.1292,0.2556,0.2242,0.2448,0.1462,0.01502
AIZ,0.1624,0.2404,0.1906,0.2368,0.1698,0.01029
ALLE,0.2326,0.1974,0.1444,0.2004,0.2252,0.00683
AMAT,0.3524,0.107,0.0778,0.1126,0.3502,-0.00141
AMP,0.2616,0.1758,0.1282,0.1684,0.266,0.0027
AMZN,0.256,0.1714,0.1206,0.1794,0.2726,0.00398
AVB,0.1776,0.2294,0.182,0.23,0.181,0.00969
AVY,0.2354,0.189,0.1496,0.1794,0.2466,0.00457
AXP,0.3054,0.1404,0.1044,0.1464,0.3034,0.00035
BDX,0.1656,0.2296,0.1818,0.2386,0.1844,0.01219
BF-B,0.1944,0.2164,0.1636,0.2224,0.2032,0.01066
BMY,0.2138,0.2186,0.1602,0.2082,0.1992,0.01056
BR,0.2468,0.1822,0.141,0.1934,0.2366,0.00576
CARR,0.2636,0.1746,0.1248,0.1806,0.2564,0.00514
CDW,0.2536,0.1688,0.132,0.1774,0.2682,0.00387
CE,0.2562,0.1804,0.1252,0.174,0.2642,0.00416
CHTR,0.264,0.1724,0.1224,0.1748,0.2664,0.00632
CNC,0.2962,0.1602,0.1096,0.1536,0.2804,0.00399
CNP,0.1834,0.2304,0.185,0.2196,0.1816,0.01091
COP,0.3028,0.1408,0.1046,0.1442,0.3076,0.00033
CTAS,0.2368,0.1948,0.1442,0.1944,0.2298,0.0058
CZR,0.3656,0.103,0.0714,0.1054,0.3546,-0.00175
DG,0.2152,0.2126,0.16,0.2064,0.2058,0.00975
DPZ,0.273,0.1648,0.1294,0.1688,0.264,0.00534
DRE,0.1788,0.2328,0.1726,0.232,0.1838,0.00984
DXC,0.2928,0.1616,0.114,0.1466,0.285,0.0026
FB,0.2974,0.1548,0.1034,0.1454,0.299,0.00195
FTV,0.1784,0.2262,0.1878,0.227,0.1806,0.00983
GOOG,0.2558,0.188,0.1294,0.1646,0.2622,0.00436
GPC,0.2096,0.2096,0.1496,0.2144,0.2168,0.00713
HIG,0.2066,0.2088,0.165,0.215,0.2046,0.00793
HST,0.2962,0.1458,0.1144,0.159,0.2846,0.00215
JPM,0.2486,0.1872,0.1408,0.1842,0.2392,0.00532
KR,0.3024,0.1486,0.0946,0.1424,0.312,0.00442
OGN,0.2818,0.1674,0.1202,0.1618,0.2688,0.00441
PG,0.1192,0.2508,0.2376,0.2622,0.1302,0.01543
PPL,0.0812,0.2846,0.2766,0.2798,0.0778,0.01856
PRU,0.2372,0.1864,0.1362,0.1934,0.2468,0.00376
PYPL,0.395,0.082,0.0604,0.0752,0.3874,0.00097
RE,0.2176,0.2014,0.1572,0.2074,0.2164,0.0072
ROL,0.3008,0.1526,0.1068,0.1518,0.288,0.00353
ROST,0.2802,0.161,0.1116,0.1668,0.2804,0.00311
UNH,0.2084,0.203,0.156,0.2214,0.2112,0.0076
URI,0.307,0.14,0.0992,0.1412,0.3126,-0.00064
V,0.3024,0.1542,0.1034,0.151,0.289,0.00254
VRSK,0.1942,0.2128,0.1694,0.2204,0.2032,0.00809
WRK,0.2796,0.1598,0.1144,0.1534,0.2928,0.00389
XOM,0.2806,0.167,0.116,0.1616,0.2748,0.00292
IVV,0.1268,0.2548,0.2326,0.2578,0.128,0.01148
IWM,0.2136,0.2082,0.1604,0.2026,0.2152,0.00541
EWU,0.1208,0.2578,0.238,0.2662,0.1172,0.01299
EWG,0.1172,0.2634,0.2344,0.2704,0.1146,0.01253
EWL,0.0962,0.2804,0.2524,0.2708,0.1002,0.01519
EWQ,0.1504,0.242,0.214,0.2464,0.1472,0.01062
IEUS,0.154,0.2454,0.2008,0.253,0.1468,0.0109
EWJ,0.131,0.257,0.2334,0.2502,0.1284,0.0129
EWT,0.1774,0.2356,0.18,0.2248,0.1822,0.00941
MCHI,0.2528,0.1862,0.126,0.1848,0.2502,0.00536
INDA,0.1942,0.214,0.1718,0.2248,0.1952,0.00841
EWY,0.2332,0.1962,0.1526,0.193,0.225,0.00631
EWA,0.1806,0.2296,0.1826,0.2336,0.1736,0.00832
EWH,0.1544,0.2522,0.2056,0.2408,0.147,0.01242
EWZ,0.2984,0.1482,0.1054,0.157,0.291,0.00373
EWC,0.1636,0.2398,0.2014,0.2402,0.155,0.00952
IEMG,0.152,0.2564,0.197,0.246,0.1486,0.01072
LQD,0.0052,0.2484,0.485,0.2552,0.0062,0.02725
HYG,0.0,0.168,0.6682,0.1638,0.0,0.03075
