ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1564,0.229,0.2332,0.2192,0.1622,0.0208
ACN,0.2424,0.1758,0.146,0.1764,0.2594,0.0
AEP,0.1456,0.2422,0.2284,0.2394,0.1444,0.01236
AIZ,0.1696,0.2226,0.207,0.2338,0.167,0.01024
ALLE,0.2322,0.1816,0.1648,0.1952,0.2262,0.0
AMAT,0.338,0.1052,0.089,0.111,0.3568,0.0
AMP,0.2452,0.167,0.1542,0.1806,0.253,0.0
AMZN,0.2628,0.1632,0.1312,0.1614,0.2814,0.00534
AVB,0.1832,0.22,0.195,0.215,0.1868,0.0014
AVY,0.2476,0.17,0.1426,0.1762,0.2636,0.0
AXP,0.2944,0.1438,0.1212,0.1426,0.298,0.00067
BDX,0.188,0.215,0.1904,0.2152,0.1914,0.00632
BF-B,0.2008,0.2108,0.188,0.2006,0.1998,0.00275
BMY,0.1972,0.206,0.1892,0.2178,0.1898,0.00153
BR,0.2372,0.1814,0.1448,0.18,0.2566,0.0
CARR,0.2622,0.1608,0.144,0.1762,0.2568,0.0
CDW,0.252,0.1666,0.151,0.1762,0.2542,0.00194
CE,0.2522,0.178,0.148,0.172,0.2498,0.0
CHTR,0.2546,0.173,0.1458,0.1746,0.252,0.0
CNC,0.2798,0.1528,0.1242,0.1538,0.2894,0.00064
CNP,0.18,0.2214,0.1964,0.2238,0.1784,0.00539
COP,0.3102,0.146,0.1122,0.1354,0.2962,0.00168
CTAS,0.2298,0.1796,0.1646,0.19,0.236,0.0
CZR,0.362,0.1006,0.0784,0.094,0.365,9e-05
DG,0.2056,0.2022,0.1776,0.2034,0.2112,0.01301
DPZ,0.26,0.1674,0.1382,0.1624,0.272,0.00691
DRE,0.191,0.2176,0.1938,0.2182,0.1794,0.00511
DXC,0.312,0.1322,0.1102,0.1426,0.303,0.0
FB,0.3718,0.0948,0.0688,0.0788,0.3858,0.0
FTV,0.2118,0.1924,0.1778,0.2004,0.2176,0.0
GOOG,0.2582,0.1578,0.1478,0.1662,0.27,0.0
GPC,0.2134,0.1958,0.1754,0.2002,0.2152,0.00319
HIG,0.1986,0.209,0.1778,0.2142,0.2004,0.00698
HST,0.272,0.1618,0.1316,0.1588,0.2758,0.00235
JPM,0.2386,0.1758,0.1554,0.1912,0.239,0.00565
KR,0.3112,0.1306,0.115,0.1344,0.3088,0.00481
OGN,0.2764,0.1652,0.1354,0.1562,0.2668,0.0
PG,0.1332,0.2486,0.2488,0.2344,0.135,0.0078
PPL,0.1034,0.253,0.2818,0.2618,0.1,0.02076
PRU,0.2412,0.1748,0.1628,0.1796,0.2416,0.00446
PYPL,0.3804,0.0844,0.0634,0.0826,0.3892,0.00222
RE,0.2208,0.198,0.1644,0.1988,0.218,0.00059
ROL,0.2872,0.1472,0.1292,0.1542,0.2822,0.0
ROST,0.2776,0.1556,0.1384,0.1518,0.2766,0.0
UNH,0.2016,0.2018,0.1848,0.1992,0.2126,0.00301
URI,0.303,0.13,0.1232,0.1366,0.3072,0.0
V,0.2962,0.1466,0.1138,0.1418,0.3016,0.00276
VRSK,0.1978,0.2038,0.1838,0.2032,0.2114,0.00285
WRK,0.2756,0.1454,0.139,0.1588,0.2812,0.00543
