ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.152,0.2306,0.2276,0.2266,0.1632,0.02183
ACN,0.238,0.1768,0.17,0.181,0.2342,-0.0039
AEP,0.1578,0.2294,0.2308,0.2364,0.1456,0.01752
AIZ,0.1704,0.214,0.2176,0.2288,0.1692,0.00886
ALLE,0.2162,0.191,0.179,0.1982,0.2156,-0.012
AMAT,0.3288,0.115,0.0966,0.1264,0.3332,0.00098
AMP,0.2422,0.1738,0.1592,0.1764,0.2484,-0.00193
AMZN,0.2502,0.1722,0.1548,0.1746,0.2482,0.00865
AVB,0.187,0.2192,0.205,0.2078,0.181,0.00843
AVY,0.2238,0.1832,0.1822,0.1802,0.2306,-0.01029
AXP,0.2878,0.1472,0.1332,0.1492,0.2826,0.00507
BDX,0.1826,0.2254,0.2152,0.202,0.1748,0.00566
BF-B,0.1964,0.2056,0.1994,0.218,0.1806,0.00504
BMY,0.1942,0.2094,0.1958,0.2126,0.188,3e-05
BR,0.2274,0.1864,0.1714,0.1906,0.2242,-0.00483
CARR,0.247,0.1866,0.1542,0.1768,0.2354,-0.00983
CDW,0.2418,0.1706,0.1536,0.1786,0.2554,0.00828
CE,0.2446,0.1782,0.1592,0.178,0.24,-0.00367
CHTR,0.2502,0.172,0.164,0.1702,0.2436,-0.00446
CNC,0.2592,0.166,0.141,0.1568,0.277,0.00043
CNP,0.1758,0.2248,0.213,0.2106,0.1758,0.00787
COP,0.2822,0.1556,0.1272,0.154,0.281,0.00358
CTAS,0.222,0.1884,0.1782,0.1976,0.2138,-0.00202
CZR,0.3492,0.1068,0.0984,0.1028,0.3428,0.00234
DG,0.2036,0.208,0.1852,0.2034,0.1998,0.01683
DPZ,0.2608,0.1596,0.1554,0.1728,0.2514,0.01009
DRE,0.1846,0.2134,0.2138,0.215,0.1732,0.01299
DXC,0.2714,0.1558,0.142,0.1608,0.27,-0.01078
FB,0.2706,0.1546,0.136,0.1598,0.279,0.00623
FTV,0.1772,0.213,0.203,0.224,0.1828,-0.00089
GOOG,0.2432,0.1762,0.1534,0.1766,0.2506,0.00562
GPC,0.2066,0.2062,0.1866,0.2002,0.2004,0.00427
HIG,0.1884,0.2102,0.197,0.2026,0.2018,0.00761
HST,0.2742,0.163,0.1358,0.157,0.27,0.00395
JPM,0.2206,0.1928,0.1782,0.1802,0.2282,0.00642
