ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.182,0.2276,0.1708,0.24,0.1796,0.01061
ACN,0.2238,0.2038,0.1534,0.2082,0.2108,0.00915
AEP,0.1454,0.2516,0.2026,0.2554,0.145,0.01236
AIZ,0.177,0.242,0.1726,0.2272,0.1812,0.01085
ALLE,0.2298,0.1976,0.1438,0.2062,0.2226,0.00878
AMAT,0.3408,0.1188,0.0844,0.1258,0.3302,0.00379
AMP,0.2508,0.1774,0.1374,0.1852,0.2492,0.00763
AMZN,0.2528,0.1724,0.137,0.1856,0.2522,0.00736
AVB,0.1726,0.2368,0.1816,0.2338,0.1752,0.01083
AVY,0.233,0.2044,0.139,0.1992,0.2244,0.00879
AXP,0.2812,0.1632,0.1112,0.1638,0.2806,0.00612
BDX,0.1754,0.2338,0.1812,0.2268,0.1828,0.01085
BF-B,0.199,0.2182,0.1632,0.2168,0.2028,0.00977
BMY,0.1878,0.2296,0.1782,0.228,0.1764,0.01044
BR,0.2086,0.2142,0.1588,0.2058,0.2126,0.0094
CARR,0.2568,0.1776,0.1322,0.1752,0.2582,0.00731
CDW,0.2374,0.1934,0.1372,0.2038,0.2282,0.00833
CE,0.2574,0.173,0.1306,0.1794,0.2596,0.0075
CHTR,0.2468,0.1774,0.142,0.192,0.2418,0.00806
CNC,0.2874,0.156,0.1076,0.1536,0.2954,0.00575
CNP,0.1788,0.2272,0.1758,0.2286,0.1896,0.01059
COP,0.3044,0.145,0.0956,0.1294,0.3256,0.00499
CTAS,0.2348,0.202,0.1452,0.1982,0.2198,0.00877
CZR,0.3702,0.0932,0.071,0.1102,0.3554,0.00292
DG,0.2076,0.2144,0.1638,0.2222,0.192,0.00998
DPZ,0.2704,0.159,0.12,0.1626,0.288,0.00645
DRE,0.1808,0.2292,0.181,0.2318,0.1772,0.01084
DXC,0.3292,0.1276,0.0868,0.1268,0.3296,0.00417
FB,0.287,0.149,0.1134,0.1622,0.2884,0.00599
FTV,0.2036,0.2212,0.1606,0.216,0.1986,0.00996
GOOG,0.2296,0.1946,0.1454,0.1954,0.235,0.00827
GPC,0.209,0.2176,0.1514,0.2096,0.2124,0.0094
HIG,0.2114,0.2136,0.155,0.2016,0.2184,0.00924
HST,0.2988,0.152,0.1004,0.1488,0.3,0.00559
JPM,0.2378,0.1958,0.1492,0.1834,0.2338,0.00859
KR,0.3038,0.1486,0.101,0.1438,0.3028,0.00538
OGN,0.3366,0.1232,0.0842,0.1274,0.3286,0.00395
PG,0.124,0.2642,0.2164,0.2702,0.1252,0.0132
PPL,0.117,0.2626,0.228,0.2708,0.1216,0.01329
PRU,0.2378,0.1906,0.142,0.1812,0.2484,0.00781
PYPL,0.3666,0.0994,0.0728,0.1076,0.3536,0.00297
RE,0.2378,0.1876,0.1362,0.1896,0.2488,0.00813
ROL,0.2704,0.1674,0.1186,0.1686,0.275,0.00692
ROST,0.2808,0.1624,0.119,0.1638,0.274,0.00631
UNH,0.1972,0.2172,0.172,0.2134,0.2002,0.01032
URI,0.3172,0.1398,0.094,0.1408,0.3082,0.00493
V,0.2602,0.178,0.125,0.1738,0.263,0.00711
VRSK,0.2102,0.2058,0.1592,0.2108,0.214,0.00921
WRK,0.283,0.164,0.1096,0.155,0.2884,0.00622
XOM,0.2758,0.1572,0.1168,0.1582,0.292,0.00635
IVV,0.1074,0.2714,0.2404,0.2798,0.101,0.01396
IWM,0.2266,0.2058,0.1552,0.1934,0.219,0.00931
EWU,0.1212,0.2652,0.2188,0.2722,0.1226,0.0131
EWG,0.1348,0.2614,0.2244,0.254,0.1254,0.01291
EWL,0.0882,0.288,0.2564,0.279,0.0884,0.01446
EWQ,0.1442,0.261,0.1984,0.2504,0.146,0.01223
IEUS,0.1472,0.2546,0.2076,0.2516,0.139,0.01226
EWJ,0.1358,0.2564,0.2108,0.2574,0.1396,0.01256
