ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1614,0.249,0.1818,0.2466,0.1612,0.00772
ACN,0.2598,0.1788,0.128,0.1716,0.2618,0.01281
AEP,0.1242,0.2728,0.2218,0.266,0.1152,0.01556
AIZ,0.1618,0.247,0.191,0.2454,0.1548,0.00411
ALLE,0.221,0.1956,0.1528,0.2064,0.2242,0.00177
AMAT,0.3524,0.1228,0.072,0.1044,0.3484,0.01077
AMP,0.2436,0.1902,0.1216,0.1918,0.2528,0.00254
AMZN,0.2998,0.1492,0.1088,0.1468,0.2954,0.00464
AVB,0.1764,0.2394,0.1816,0.2282,0.1744,0.00939
AVY,0.2398,0.1886,0.1296,0.1994,0.2426,0.00758
AXP,0.2914,0.1584,0.1092,0.1534,0.2876,0.00266
BDX,0.205,0.2188,0.1676,0.2186,0.19,0.00406
BF-B,0.2,0.231,0.158,0.2198,0.1912,0.01226
BMY,0.1944,0.2158,0.1784,0.224,0.1874,0.00996
BR,0.2528,0.1728,0.1358,0.179,0.2596,0.01199
CARR,0.2418,0.185,0.1362,0.1784,0.2586,0.0047
CDW,0.2414,0.1844,0.1338,0.1992,0.2412,0.00438
CE,0.2384,0.1894,0.139,0.1966,0.2366,0.00453
CHTR,0.2588,0.1832,0.1258,0.1802,0.252,0.01629
CNC,0.2854,0.1592,0.1118,0.1706,0.273,0.00661
CNP,0.1454,0.2524,0.2014,0.2572,0.1436,0.01382
COP,0.2858,0.1456,0.1028,0.1462,0.3196,0.00671
CTAS,0.2296,0.1954,0.1446,0.2054,0.225,0.00416
CZR,0.372,0.1022,0.0662,0.0952,0.3644,0.00422
DG,0.2358,0.1992,0.1464,0.2018,0.2168,0.00436
DPZ,0.2814,0.16,0.1138,0.1568,0.288,0.00689
DRE,0.1896,0.224,0.1748,0.227,0.1846,0.01572
DXC,0.337,0.1214,0.0888,0.1172,0.3356,0.01014
FB,0.408,0.0688,0.0456,0.0718,0.4058,0.00777
FTV,0.2398,0.1876,0.1384,0.1798,0.2544,0.00257
GOOG,0.2656,0.18,0.1198,0.168,0.2666,0.0039
GPC,0.2094,0.2094,0.161,0.2116,0.2086,0.00644
HIG,0.1924,0.2276,0.17,0.2262,0.1838,0.00453
HST,0.298,0.1608,0.1062,0.1478,0.2872,0.00728
JPM,0.2392,0.1956,0.139,0.1916,0.2346,0.0048
KR,0.3098,0.1478,0.0956,0.1406,0.3062,0.00563
OGN,0.292,0.1602,0.1008,0.1536,0.2934,0.01661
PG,0.1298,0.2656,0.2198,0.2568,0.128,0.00833
PPL,0.0676,0.3058,0.2822,0.2782,0.0662,0.0098
PRU,0.23,0.197,0.1442,0.1968,0.232,0.0047
PYPL,0.3962,0.0746,0.0478,0.08,0.4014,0.04545
RE,0.201,0.2184,0.1674,0.2078,0.2054,0.0037
ROL,0.2778,0.1668,0.1144,0.1664,0.2746,0.01076
ROST,0.2744,0.1544,0.1188,0.1684,0.284,0.00288
UNH,0.203,0.2136,0.1686,0.22,0.1948,0.00422
URI,0.3014,0.1462,0.1,0.1496,0.3028,0.00352
V,0.2888,0.154,0.104,0.1584,0.2948,0.01682
VRSK,0.2142,0.2036,0.1514,0.2132,0.2176,0.00438
WRK,0.2668,0.1692,0.1168,0.1776,0.2696,0.00534
XOM,0.2622,0.168,0.1152,0.1734,0.2812,0.00255
IVV,0.1348,0.2608,0.219,0.2544,0.131,0.00393
IWM,0.2268,0.2096,0.1488,0.1928,0.222,0.00197
EWU,0.11,0.266,0.2348,0.2736,0.1156,0.008
EWG,0.1092,0.27,0.2368,0.2686,0.1154,0.00816
EWL,0.1022,0.2744,0.2378,0.2816,0.104,0.01028
EWQ,0.1326,0.2636,0.209,0.2574,0.1374,0.00928
IEUS,0.145,0.2484,0.2008,0.2508,0.155,0.01234
EWJ,0.1294,0.265,0.2184,0.2642,0.123,0.00316
EWT,0.1834,0.2262,0.1828,0.2316,0.176,0.00402
MCHI,0.2528,0.1736,0.1246,0.1804,0.2686,0.00557
INDA,0.188,0.2102,0.181,0.2344,0.1864,0.00903
EWY,0.2212,0.2094,0.1468,0.2066,0.216,0.00465
EWA,0.1678,0.243,0.1864,0.2362,0.1666,0.00992
EWH,0.119,0.2644,0.223,0.2752,0.1184,0.00615
EWZ,0.277,0.162,0.1106,0.1558,0.2946,0.01521
EWC,0.149,0.2462,0.1992,0.2456,0.16,0.00941
IEMG,0.157,0.2262,0.2082,0.2518,0.1568,0.00397
LQD,0.0044,0.257,0.4884,0.2476,0.0026,0.05257
HYG,0.0002,0.1832,0.6446,0.172,0.0,0.00206
SHY,0.0,0.0,1.0,0.0,0.0,0.00152
IEF,0.001,0.232,0.5518,0.214,0.0012,2e-05
TLT,0.1116,0.2716,0.2328,0.276,0.108,7e-05
SEGA.L,0.0,0.17,0.6678,0.1622,0.0,0.04556
IEAA.L,0.0,0.0734,0.867,0.0596,0.0,0.03999
HIGH.L,0.0,0.1348,0.7336,0.1316,0.0,0.0249
JPEA.L,0.0048,0.2436,0.4944,0.2546,0.0026,0.0345
IAU,0.4084,0.0796,0.0528,0.077,0.3822,0.06703
SLV,0.199,0.2162,0.1574,0.2092,0.2182,0.01023
GSG,0.1718,0.2356,0.1734,0.2348,0.1844,0.00364
REET,0.107,0.278,0.233,0.277,0.105,0.0072
ICLN,0.2674,0.176,0.1136,0.1718,0.2712,0.00213
IXN,0.2192,0.2054,0.157,0.207,0.2114,0.00563
IGF,0.0638,0.2932,0.2942,0.2846,0.0642,0.00644
IUVL.L,0.1896,0.2188,0.1776,0.232,0.182,0.00783
IUMO.L,0.2358,0.1892,0.1318,0.1998,0.2434,0.00962
SPMV.L,0.1178,0.258,0.2332,0.272,0.119,0.06557
IEVL.L,0.154,0.242,0.192,0.2592,0.1528,0.00651
IEFM.L,0.4856,0.0108,0.0078,0.0114,0.4844,0.0132
MVEU.L,0.0852,0.2742,0.2612,0.2906,0.0888,0.00834
XLK,0.2232,0.2018,0.1546,0.2002,0.2202,0.00579
XLF,0.1712,0.2448,0.1768,0.2332,0.174,0.0039
XLV,0.0846,0.2802,0.2698,0.2842,0.0812,0.00522
XLE,0.2578,0.163,0.1288,0.184,0.2664,0.0025
XLY,0.2296,0.1998,0.147,0.203,0.2206,0.00184
XLI,0.1322,0.2644,0.2178,0.2602,0.1254,0.00492
XLC,0.237,0.194,0.1464,0.1962,0.2264,0.00343
XLU,0.117,0.2742,0.2376,0.2622,0.109,0.01551
XLP,0.0676,0.2948,0.29,0.287,0.0606,0.01177
XLB,0.143,0.2544,0.2072,0.2498,0.1456,0.00273
VXX,0.4114,0.0604,0.0402,0.0642,0.4238,0.00045
