ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1846,0.2294,0.1754,0.2296,0.181,0.01061
ACN,0.2158,0.2012,0.153,0.205,0.225,0.00915
AEP,0.141,0.2554,0.2098,0.2508,0.143,0.01236
AIZ,0.1846,0.2358,0.176,0.2244,0.1792,0.01085
ALLE,0.2134,0.2038,0.149,0.2056,0.2282,0.00878
AMAT,0.343,0.1242,0.0798,0.1204,0.3326,0.00379
AMP,0.246,0.1858,0.1338,0.178,0.2564,0.00763
AMZN,0.2664,0.1706,0.1344,0.1756,0.253,0.00736
AVB,0.1862,0.2346,0.177,0.2216,0.1806,0.01083
AVY,0.2256,0.2102,0.144,0.2072,0.213,0.00879
AXP,0.2846,0.161,0.1172,0.1542,0.283,0.00612
BDX,0.177,0.2284,0.1882,0.2308,0.1756,0.01085
BF-B,0.1998,0.2166,0.1636,0.2166,0.2034,0.00977
BMY,0.191,0.2214,0.1754,0.2318,0.1804,0.01044
BR,0.2128,0.211,0.155,0.2058,0.2154,0.0094
CARR,0.2754,0.177,0.1232,0.1778,0.2466,0.00731
CDW,0.2312,0.1978,0.1376,0.1942,0.2392,0.00833
CE,0.2464,0.1848,0.1256,0.1862,0.257,0.0075
CHTR,0.2416,0.1988,0.1428,0.188,0.2288,0.00806
CNC,0.2988,0.155,0.1054,0.1578,0.283,0.00575
CNP,0.1902,0.2362,0.1752,0.2242,0.1742,0.01059
COP,0.3174,0.1374,0.0992,0.137,0.309,0.00499
CTAS,0.2362,0.203,0.1462,0.1914,0.2232,0.00877
CZR,0.365,0.1066,0.0706,0.1044,0.3534,0.00292
DG,0.1996,0.2064,0.1676,0.215,0.2114,0.00998
DPZ,0.2696,0.1606,0.1172,0.169,0.2836,0.00645
DRE,0.1846,0.2284,0.1672,0.2396,0.1802,0.01084
DXC,0.3246,0.1312,0.0886,0.1346,0.321,0.00417
FB,0.293,0.1582,0.1094,0.1558,0.2836,0.00599
FTV,0.1952,0.2184,0.1694,0.2152,0.2018,0.00996
GOOG,0.2368,0.1894,0.1368,0.201,0.236,0.00827
GPC,0.2074,0.2082,0.1676,0.211,0.2058,0.0094
HIG,0.2168,0.2052,0.156,0.1996,0.2224,0.00924
HST,0.3012,0.161,0.0986,0.143,0.2962,0.00559
JPM,0.23,0.1876,0.1448,0.2042,0.2334,0.00859
KR,0.299,0.145,0.1082,0.1422,0.3056,0.00538
OGN,0.3304,0.1246,0.0814,0.1284,0.3352,0.00395
PG,0.1226,0.2606,0.235,0.2592,0.1226,0.0132
