ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1422,0.26,0.2114,0.2424,0.144,0.01727
ACN,0.292,0.158,0.1188,0.1618,0.2694,-0.0058
AEP,0.1136,0.258,0.2504,0.2752,0.1028,0.02324
AIZ,0.1686,0.2366,0.1924,0.2314,0.171,0.00901
ALLE,0.2316,0.195,0.1552,0.2004,0.2178,-0.01142
AMAT,0.348,0.1144,0.0734,0.1046,0.3596,0.00296
AMP,0.2504,0.1798,0.1304,0.186,0.2534,-0.00415
AMZN,0.255,0.1776,0.134,0.1762,0.2572,0.01353
AVB,0.1988,0.2226,0.1614,0.2202,0.197,0.0104
AVY,0.2392,0.1932,0.1426,0.1868,0.2382,-0.00573
AXP,0.3134,0.1306,0.094,0.1374,0.3246,0.00366
BDX,0.1788,0.2384,0.1766,0.2322,0.174,0.00408
BF-B,0.2058,0.2134,0.1624,0.216,0.2024,0.00081
BMY,0.204,0.2136,0.1694,0.212,0.201,-0.00097
BR,0.2604,0.1842,0.1346,0.1792,0.2416,-0.00202
CARR,0.2492,0.1736,0.149,0.1828,0.2454,-0.01258
CDW,0.2704,0.1648,0.1282,0.1652,0.2714,0.0031
CE,0.2358,0.1906,0.1388,0.19,0.2448,-0.00618
CHTR,0.273,0.1604,0.1146,0.1638,0.2882,-0.00182
CNC,0.2572,0.1892,0.1262,0.183,0.2444,0.00465
CNP,0.149,0.2472,0.207,0.2558,0.141,0.00597
COP,0.2892,0.1608,0.1072,0.1462,0.2966,0.00397
CTAS,0.2544,0.1818,0.1314,0.184,0.2484,-0.00276
CZR,0.3714,0.0866,0.0596,0.0996,0.3828,0.00196
DG,0.2254,0.1894,0.1482,0.2022,0.2348,0.01385
DPZ,0.2742,0.1588,0.1154,0.1698,0.2818,0.00347
DRE,0.191,0.2274,0.1648,0.2248,0.192,0.00772
DXC,0.2724,0.1676,0.1176,0.1664,0.276,-0.00817
FB,0.2824,0.1562,0.1084,0.1696,0.2834,-0.00372
FTV,0.1972,0.2232,0.1626,0.2234,0.1936,0.00478
GOOG,0.259,0.1754,0.1334,0.1708,0.2614,0.00507
GPC,0.2042,0.2102,0.1618,0.2026,0.2212,0.00842
HIG,0.2046,0.203,0.1696,0.2214,0.2014,0.00673
HST,0.3104,0.1462,0.0938,0.1322,0.3174,0.00377
JPM,0.2414,0.1862,0.1336,0.1774,0.2614,0.00375
KR,0.3254,0.1222,0.0934,0.1216,0.3374,0.00477
OGN,0.2436,0.184,0.1294,0.1862,0.2568,-0.00149
PG,0.1526,0.2388,0.2204,0.2478,0.1404,0.0116
PPL,0.0604,0.2872,0.297,0.2952,0.0602,0.02396
PRU,0.2336,0.1948,0.1424,0.1872,0.242,0.00344
PYPL,0.4062,0.085,0.047,0.0768,0.385,-0.00592
RE,0.1822,0.2344,0.1696,0.2288,0.185,0.00574
ROL,0.26,0.169,0.1238,0.1752,0.272,-0.00186
ROST,0.2786,0.158,0.117,0.1602,0.2862,-0.01071
UNH,0.195,0.2248,0.1704,0.2282,0.1816,0.01397
URI,0.2904,0.1466,0.0958,0.147,0.3202,0.00066
V,0.2892,0.1616,0.1152,0.1472,0.2868,-0.00323
VRSK,0.2302,0.1982,0.147,0.201,0.2236,0.00726
WRK,0.267,0.1672,0.126,0.1646,0.2752,-0.00592
XOM,0.2528,0.1778,0.1254,0.1932,0.2508,0.02218
IVV,0.1446,0.2504,0.2104,0.257,0.1376,0.0071
IWM,0.2262,0.1978,0.1434,0.1922,0.2404,0.00024
EWU,0.1276,0.2588,0.2276,0.2574,0.1286,0.01438
EWG,0.1154,0.2686,0.2358,0.2734,0.1068,0.00532
EWL,0.091,0.281,0.2684,0.2718,0.0878,0.00725
EWQ,0.1434,0.2544,0.2118,0.2472,0.1432,0.00633
IEUS,0.141,0.2568,0.2044,0.2568,0.141,0.00556
EWJ,0.1202,0.264,0.224,0.2744,0.1174,0.00477
EWT,0.1636,0.239,0.194,0.2332,0.1702,0.01484
MCHI,0.242,0.19,0.1466,0.1858,0.2356,0.00602
INDA,0.2344,0.193,0.1492,0.1994,0.224,0.00868
EWY,0.2198,0.2074,0.147,0.2098,0.216,-0.00807
EWA,0.175,0.2346,0.1814,0.2308,0.1782,0.00458
EWH,0.1114,0.2612,0.2462,0.268,0.1132,0.01218
EWZ,0.2846,0.1608,0.1142,0.159,0.2814,-0.01135
EWC,0.17,0.2378,0.1852,0.2372,0.1698,-0.00065
IEMG,0.1594,0.2462,0.199,0.2426,0.1528,0.0046
LQD,0.0036,0.2368,0.512,0.2448,0.0028,0.03131
HYG,0.0,0.1846,0.628,0.1874,0.0,0.03381
SHY,0.0,0.0,1.0,0.0,0.0,0.04328
IEF,0.0024,0.2276,0.5422,0.226,0.0018,0.03765
TLT,0.1192,0.2624,0.2366,0.2624,0.1194,0.03138
SEGA.L,0.3224,0.1332,0.0968,0.1234,0.3242,0.03317
IEAA.L,0.0,0.0192,0.9604,0.0204,0.0,0.04312
HIGH.L,0.0,0.1428,0.7168,0.1404,0.0,0.03505
JPEA.L,0.0074,0.2624,0.4572,0.265,0.008,0.02702
IAU,0.0552,0.2944,0.3138,0.2796,0.057,0.02071
SLV,0.1888,0.2288,0.1734,0.2308,0.1782,0.0022
GSG,0.216,0.209,0.1574,0.2148,0.2028,0.00984
REET,0.1204,0.2606,0.2326,0.261,0.1254,0.00746
ICLN,0.259,0.1742,0.129,0.179,0.2588,0.00502
IXN,0.2246,0.1992,0.158,0.202,0.2162,0.00352
IGF,0.0632,0.2928,0.2908,0.285,0.0682,0.01025
IUVL.L,0.216,0.2028,0.1582,0.2006,0.2224,0.00287
IUMO.L,0.2558,0.1876,0.1312,0.1676,0.2578,0.00641
SPMV.L,0.1444,0.2536,0.2156,0.2516,0.1348,0.01521
IEVL.L,0.1824,0.237,0.1736,0.2268,0.1802,0.00533
IEFM.L,0.4886,0.0066,0.0024,0.0048,0.4976,0.0001
MVEU.L,0.107,0.2776,0.2488,0.2664,0.1002,0.01797
XLK,0.2312,0.1992,0.1498,0.1962,0.2236,0.00508
XLF,0.1854,0.219,0.1808,0.2218,0.193,0.00813
XLV,0.0906,0.2754,0.2722,0.2808,0.081,0.01004
XLE,0.249,0.1828,0.1418,0.1762,0.2502,0.01264
XLY,0.2266,0.195,0.155,0.1986,0.2248,0.00581
XLI,0.1434,0.2458,0.2172,0.2402,0.1534,0.00366
XLC,0.1846,0.2214,0.1826,0.237,0.1744,0.00397
XLU,0.1176,0.2548,0.2522,0.267,0.1084,0.01459
XLP,0.0814,0.2814,0.2772,0.2808,0.0792,0.00986
XLB,0.1372,0.2562,0.2116,0.258,0.137,-0.00012
VXX,0.4262,0.0504,0.0382,0.0546,0.4306,0.03129
