ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.144,0.2522,0.207,0.2574,0.1394,0.0238
ACN,0.2642,0.1644,0.1174,0.1736,0.2804,0.0
AEP,0.1178,0.2784,0.221,0.27,0.1128,0.02
AIZ,0.158,0.2438,0.1886,0.2502,0.1594,0.01183
ALLE,0.202,0.2188,0.169,0.218,0.1922,0.0
AMAT,0.3634,0.0974,0.071,0.0952,0.373,0.0
AMP,0.2418,0.1864,0.1344,0.188,0.2494,0.0
AMZN,0.2936,0.1542,0.1038,0.1452,0.3032,0.00642
AVB,0.1796,0.2372,0.1804,0.2342,0.1686,0.01174
AVY,0.237,0.1922,0.1388,0.1982,0.2338,0.0
AXP,0.3136,0.136,0.0978,0.1346,0.318,0.00962
BDX,0.159,0.244,0.1946,0.2428,0.1596,0.0122
BF-B,0.1842,0.2328,0.1812,0.218,0.1838,0.00909
BMY,0.1842,0.2252,0.1852,0.2274,0.178,0.01204
BR,0.268,0.1698,0.12,0.1658,0.2764,0.0
CARR,0.236,0.1932,0.1456,0.1852,0.24,0.0
CDW,0.2454,0.1898,0.1312,0.1892,0.2444,0.00634
CE,0.2352,0.1928,0.1444,0.1966,0.231,0.00192
CHTR,0.2732,0.1704,0.1196,0.1606,0.2762,0.00137
CNC,0.2526,0.1808,0.131,0.1916,0.244,0.00848
CNP,0.1204,0.2688,0.2386,0.2582,0.114,0.01295
COP,0.303,0.1374,0.1022,0.1576,0.2998,0.00781
CTAS,0.23,0.1982,0.1458,0.1924,0.2336,0.00187
CZR,0.3834,0.0904,0.0618,0.0878,0.3766,0.00155
DG,0.2494,0.1808,0.1324,0.1876,0.2498,0.01611
DPZ,0.3058,0.1292,0.1024,0.1484,0.3142,0.00784
DRE,0.2158,0.2136,0.1472,0.2086,0.2148,0.00966
DXC,0.2708,0.1726,0.111,0.1614,0.2842,0.0
FB,0.292,0.16,0.105,0.1482,0.2948,0.0
FTV,0.1804,0.232,0.1768,0.2244,0.1864,0.00673
GOOG,0.3036,0.142,0.0994,0.145,0.31,0.00699
GPC,0.2066,0.2116,0.1484,0.2244,0.209,0.009
HIG,0.174,0.2364,0.1856,0.2322,0.1718,0.00941
HST,0.2854,0.1604,0.1184,0.159,0.2768,0.00418
JPM,0.25,0.1738,0.1302,0.1792,0.2668,0.00314
KR,0.3182,0.1486,0.094,0.1274,0.3118,0.01495
OGN,0.2538,0.1774,0.1422,0.1728,0.2538,0.0
PG,0.1444,0.252,0.2178,0.2484,0.1374,0.0134
PPL,0.0308,0.2902,0.355,0.293,0.031,0.02405
PRU,0.2158,0.2074,0.1542,0.209,0.2136,0.00714
PYPL,0.4358,0.0496,0.0342,0.0486,0.4318,0.0
RE,0.1732,0.2392,0.1868,0.2392,0.1616,0.01049
ROL,0.2876,0.152,0.1118,0.1638,0.2848,0.0
ROST,0.266,0.1738,0.1262,0.175,0.259,0.0
UNH,0.194,0.22,0.1748,0.225,0.1862,0.01373
URI,0.3078,0.1434,0.0972,0.1374,0.3142,0.00264
V,0.3274,0.132,0.0916,0.1246,0.3244,0.00333
VRSK,0.2262,0.198,0.1346,0.2038,0.2374,0.00535
WRK,0.2658,0.1602,0.13,0.1736,0.2704,0.0
XOM,0.2864,0.1578,0.1054,0.1662,0.2842,0.01695
IVV,0.1492,0.2516,0.1962,0.2552,0.1478,0.0088
IWM,0.2362,0.1968,0.1404,0.1922,0.2344,0.00503
EWU,0.092,0.2756,0.2566,0.2838,0.092,0.01447
EWG,0.102,0.272,0.244,0.2736,0.1084,0.00865
EWL,0.101,0.264,0.2494,0.2842,0.1014,0.00947
EWQ,0.1176,0.2632,0.2296,0.2714,0.1182,0.0101
IEUS,0.1552,0.2414,0.1996,0.2454,0.1584,0.00519
EWJ,0.1166,0.2668,0.2226,0.2678,0.1262,0.00935
EWT,0.1732,0.2304,0.191,0.2266,0.1788,0.00892
MCHI,0.2626,0.1754,0.1258,0.1698,0.2664,0.0053
INDA,0.1966,0.2114,0.1746,0.217,0.2004,0.00663
EWY,0.2328,0.1948,0.1466,0.191,0.2348,0.0
EWA,0.1672,0.2346,0.1946,0.23,0.1736,0.00526
EWH,0.12,0.2644,0.239,0.2634,0.1132,0.01747
EWZ,0.2666,0.173,0.1178,0.1784,0.2642,0.0
EWC,0.1574,0.2436,0.1976,0.247,0.1544,0.00564
IEMG,0.1674,0.2312,0.189,0.2412,0.1712,0.00535
LQD,0.0022,0.238,0.5176,0.2388,0.0034,0.02524
HYG,0.0,0.1464,0.7058,0.1478,0.0,0.02688
SHY,0.0,0.0,0.9998,0.0002,0.0,0.0314
IEF,0.0008,0.218,0.5568,0.2228,0.0016,0.02799
TLT,0.1092,0.2584,0.2556,0.2724,0.1044,0.02498
SEGA.L,0.3864,0.0876,0.0586,0.0834,0.384,0.02515
IEAA.L,0.0,0.0304,0.942,0.0276,0.0,0.03242
HIGH.L,0.0002,0.156,0.691,0.1528,0.0,0.02919
JPEA.L,0.0082,0.2732,0.4516,0.2588,0.0082,0.0252
IAU,0.0718,0.2908,0.2818,0.2818,0.0738,0.01842
SLV,0.2004,0.2156,0.1666,0.2158,0.2016,0.01053
GSG,0.1486,0.251,0.205,0.2508,0.1446,0.01488
REET,0.1138,0.269,0.24,0.2606,0.1166,0.00973
ICLN,0.2784,0.163,0.1144,0.161,0.2832,0.0027
IXN,0.2366,0.1924,0.1406,0.1926,0.2378,0.00613
IGF,0.0526,0.3016,0.298,0.301,0.0468,0.0125
IUVL.L,0.2256,0.2,0.1522,0.2046,0.2176,0.0096
IUMO.L,0.2838,0.1696,0.1154,0.155,0.2762,0.00509
SPMV.L,0.1638,0.2422,0.2012,0.241,0.1518,0.01322
IEVL.L,0.1828,0.2342,0.1734,0.2324,0.1772,0.01638
IEFM.L,0.4916,0.0034,0.0026,0.0042,0.4982,0.0
MVEU.L,0.117,0.2722,0.2394,0.2672,0.1042,0.01842
XLK,0.245,0.1864,0.135,0.1836,0.25,0.00717
XLF,0.1612,0.2342,0.1988,0.2386,0.1672,0.00816
XLV,0.0954,0.283,0.2418,0.2836,0.0962,0.01387
XLE,0.258,0.17,0.1296,0.1878,0.2546,0.01278
XLY,0.2448,0.1926,0.1286,0.187,0.247,0.00574
XLI,0.1154,0.268,0.2346,0.2662,0.1158,0.00813
XLC,0.2072,0.2152,0.162,0.2062,0.2094,0.00471
XLU,0.1228,0.2612,0.2392,0.2598,0.117,0.01196
XLP,0.0606,0.2912,0.302,0.29,0.0562,0.01368
XLB,0.1338,0.2536,0.2156,0.2588,0.1382,0.00295
VXX,0.4118,0.0728,0.046,0.0638,0.4056,0.05506
