ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1538,0.2432,0.2,0.2496,0.1534,0.01036
ACN,0.2676,0.1754,0.122,0.176,0.259,-0.00286
AEP,0.134,0.2602,0.226,0.2442,0.1356,0.00596
AIZ,0.1756,0.2234,0.1936,0.2324,0.175,0.00509
ALLE,0.231,0.2038,0.1462,0.1928,0.2262,-0.0046
AMAT,0.3602,0.1038,0.0838,0.108,0.3442,0.00136
AMP,0.2572,0.1686,0.1366,0.1658,0.2718,0.00067
AMZN,0.2852,0.1562,0.1236,0.1632,0.2718,0.00418
AVB,0.1964,0.212,0.1756,0.2342,0.1818,-0.00025
AVY,0.2626,0.1696,0.1304,0.1768,0.2606,-0.00178
AXP,0.3074,0.1426,0.0996,0.144,0.3064,-0.00034
BDX,0.2002,0.2168,0.1624,0.2164,0.2042,-0.00208
BF-B,0.2082,0.2168,0.1604,0.2164,0.1982,0.00058
BMY,0.2034,0.2122,0.1574,0.215,0.212,-0.00214
BR,0.256,0.1806,0.1308,0.1806,0.252,-0.00114
CARR,0.2796,0.1684,0.1226,0.1744,0.255,-0.00454
CDW,0.2758,0.1644,0.1298,0.1712,0.2588,0.00518
CE,0.2584,0.1702,0.125,0.1824,0.264,-0.0041
CHTR,0.2718,0.1626,0.119,0.1744,0.2722,-0.00443
CNC,0.2772,0.1548,0.1088,0.1594,0.2998,-0.00035
CNP,0.1784,0.2384,0.1818,0.2268,0.1746,0.00084
COP,0.3028,0.1424,0.098,0.1566,0.3002,-0.00213
CTAS,0.2372,0.197,0.1372,0.2018,0.2268,-0.00067
CZR,0.3548,0.0898,0.0728,0.1016,0.381,-0.0011
DG,0.2132,0.2106,0.1544,0.2052,0.2166,0.00259
DPZ,0.2768,0.1696,0.1292,0.164,0.2604,0.00349
DRE,0.1922,0.2284,0.174,0.2334,0.172,0.0054
DXC,0.3264,0.1414,0.0918,0.1314,0.309,-0.00285
FB,0.3886,0.088,0.0578,0.0868,0.3788,-0.00092
FTV,0.2418,0.1928,0.132,0.1964,0.237,-0.00645
GOOG,0.2746,0.1706,0.1196,0.1642,0.271,-0.00441
GPC,0.218,0.2016,0.1506,0.2116,0.2182,0.0026
HIG,0.207,0.2024,0.1592,0.219,0.2124,0.00222
HST,0.2914,0.155,0.0996,0.1542,0.2998,0.00227
JPM,0.2324,0.1902,0.142,0.195,0.2404,0.00292
KR,0.325,0.135,0.0944,0.1312,0.3144,0.00213
OGN,0.2702,0.159,0.115,0.1644,0.2914,-0.00021
PG,0.1274,0.2604,0.2348,0.2482,0.1292,0.00064
PPL,0.0782,0.2852,0.265,0.2904,0.0812,0.00734
PRU,0.2426,0.1798,0.1328,0.188,0.2568,0.00379
PYPL,0.3788,0.0864,0.063,0.0924,0.3794,0.00127
RE,0.2308,0.192,0.1438,0.1984,0.235,-0.00088
ROL,0.2892,0.1406,0.114,0.1514,0.3048,0.00061
ROST,0.2984,0.1516,0.11,0.1488,0.2912,-0.00584
UNH,0.2078,0.218,0.163,0.2078,0.2034,0.00165
URI,0.3084,0.1342,0.1048,0.1432,0.3094,-0.00067
V,0.307,0.1528,0.1008,0.1424,0.297,0.00248
VRSK,0.2084,0.2062,0.1666,0.2168,0.202,0.00346
WRK,0.2886,0.1646,0.107,0.149,0.2908,0.00382
XOM,0.267,0.1782,0.116,0.1654,0.2734,0.00343
IVV,0.1414,0.2478,0.2152,0.2566,0.139,0.0011
IWM,0.2198,0.2016,0.1496,0.1968,0.2322,-0.00509
EWU,0.1238,0.2614,0.2226,0.264,0.1282,0.01004
EWG,0.1238,0.265,0.226,0.2628,0.1224,-0.00579
EWL,0.1128,0.2662,0.2418,0.2738,0.1054,-0.00144
EWQ,0.1556,0.2504,0.198,0.241,0.155,-0.00594
IEUS,0.154,0.2456,0.1938,0.2598,0.1468,0.00241
EWJ,0.1248,0.2688,0.2156,0.2578,0.133,-0.0027
EWT,0.1828,0.2354,0.1738,0.233,0.175,0.00848
MCHI,0.2534,0.1764,0.1286,0.1844,0.2572,0.00329
INDA,0.1988,0.2142,0.1664,0.2176,0.203,0.00517
EWY,0.2278,0.2058,0.1422,0.195,0.2292,-0.00427
EWA,0.177,0.2388,0.1792,0.222,0.183,-0.00446
