ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1436,0.252,0.2082,0.2516,0.1446,0.0225
ACN,0.2642,0.1664,0.1196,0.1604,0.2894,-0.00388
AEP,0.1194,0.2698,0.2394,0.2664,0.105,0.01891
AIZ,0.1522,0.246,0.1882,0.2594,0.1542,0.01118
ALLE,0.2062,0.199,0.1636,0.2212,0.21,-0.00139
AMAT,0.3616,0.1026,0.0642,0.0988,0.3728,-0.00037
AMP,0.2414,0.1818,0.1426,0.1966,0.2376,-0.00107
AMZN,0.2854,0.1528,0.1098,0.1526,0.2994,0.00607
AVB,0.1672,0.2402,0.1856,0.237,0.17,0.0111
AVY,0.244,0.178,0.1374,0.1964,0.2442,-0.0053
AXP,0.3172,0.1498,0.0902,0.1316,0.3112,0.0091
BDX,0.1644,0.2498,0.1936,0.2404,0.1518,0.01153
BF-B,0.1794,0.2282,0.18,0.2348,0.1776,0.00859
BMY,0.192,0.2288,0.1782,0.231,0.17,0.01139
BR,0.265,0.161,0.1112,0.1748,0.288,-0.00416
CARR,0.246,0.1858,0.1374,0.1822,0.2486,-0.00628
CDW,0.238,0.1864,0.1346,0.1918,0.2492,0.00599
CE,0.238,0.192,0.1412,0.1966,0.2322,0.00182
CHTR,0.2676,0.1798,0.1194,0.168,0.2652,0.0013
CNC,0.2452,0.1724,0.1446,0.186,0.2518,0.00802
CNP,0.1246,0.2622,0.2268,0.2682,0.1182,0.01225
COP,0.3086,0.1482,0.098,0.1498,0.2954,0.00739
CTAS,0.229,0.1874,0.144,0.1988,0.2408,0.00177
CZR,0.378,0.0932,0.0624,0.0906,0.3758,0.00147
DG,0.2552,0.1786,0.1264,0.1794,0.2604,0.01523
DPZ,0.3052,0.137,0.1004,0.138,0.3194,0.00741
DRE,0.2086,0.2088,0.1564,0.2174,0.2088,0.00914
DXC,0.2794,0.1606,0.1148,0.165,0.2802,-0.00686
FB,0.2886,0.1506,0.1096,0.1556,0.2956,-0.00208
FTV,0.1846,0.2226,0.1718,0.2286,0.1924,0.00636
GOOG,0.2998,0.1434,0.105,0.136,0.3158,0.0066
GPC,0.198,0.2084,0.166,0.2218,0.2058,0.00851
HIG,0.1728,0.2328,0.1864,0.2384,0.1696,0.00889
