ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1598,0.2336,0.1928,0.2484,0.1654,0.0069
ACN,0.2538,0.1776,0.13,0.1862,0.2524,0.0
AEP,0.1172,0.2624,0.2288,0.2642,0.1274,0.0
AIZ,0.1626,0.2446,0.188,0.2398,0.165,0.0
ALLE,0.2096,0.212,0.1564,0.2068,0.2152,0.0
AMAT,0.3596,0.1118,0.0728,0.1104,0.3454,0.0
AMP,0.2514,0.1834,0.1318,0.1786,0.2548,0.0
AMZN,0.2786,0.1658,0.1204,0.1658,0.2694,0.0
AVB,0.173,0.2348,0.1904,0.2304,0.1714,0.0
AVY,0.24,0.195,0.1472,0.193,0.2248,0.01571
AXP,0.2986,0.1448,0.1052,0.1536,0.2978,0.01499
BDX,0.158,0.2386,0.1862,0.249,0.1682,0.0
BF-B,0.1954,0.2192,0.1712,0.2142,0.2,0.0
BMY,0.1726,0.2384,0.171,0.2302,0.1878,0.0
BR,0.2494,0.185,0.1308,0.1862,0.2486,0.0
CARR,0.247,0.1858,0.1322,0.1844,0.2506,0.0
CDW,0.2496,0.1818,0.1422,0.186,0.2404,0.0
CE,0.243,0.1872,0.1396,0.1836,0.2466,0.0
CHTR,0.258,0.1788,0.1278,0.176,0.2594,0.0
CNC,0.2624,0.1806,0.1218,0.1716,0.2636,0.0
CNP,0.1494,0.2438,0.205,0.246,0.1558,0.0
COP,0.2966,0.1506,0.105,0.1422,0.3056,0.0
CTAS,0.228,0.1962,0.152,0.1946,0.2292,0.0
CZR,0.3692,0.0954,0.0724,0.1012,0.3618,0.0
DG,0.2214,0.2006,0.147,0.1942,0.2368,0.01013
DPZ,0.2806,0.1614,0.1156,0.1644,0.278,0.0
DRE,0.184,0.2312,0.181,0.2196,0.1842,0.0
DXC,0.2984,0.1642,0.1016,0.1482,0.2876,0.0
FB,0.2888,0.1538,0.1138,0.1574,0.2862,0.0
FTV,0.186,0.2294,0.178,0.2264,0.1802,0.0
GOOG,0.275,0.1682,0.1168,0.1708,0.2692,0.0
GPC,0.2052,0.218,0.1532,0.2156,0.208,0.0
HIG,0.1928,0.2116,0.1764,0.2246,0.1946,0.0
HST,0.2936,0.1606,0.0984,0.1528,0.2946,0.01018
JPM,0.2392,0.1902,0.1328,0.1954,0.2424,0.0
KR,0.3074,0.133,0.1056,0.1394,0.3146,0.01753
OGN,0.2936,0.1508,0.1096,0.1484,0.2976,0.0
PG,0.1224,0.2642,0.2164,0.2636,0.1334,0.0
PPL,0.0666,0.281,0.2908,0.2838,0.0778,0.0
PRU,0.2328,0.192,0.1488,0.1908,0.2356,0.0
PYPL,0.4126,0.0732,0.0506,0.0688,0.3948,0.24985
RE,0.1938,0.2148,0.1662,0.2118,0.2134,0.0
ROL,0.2676,0.164,0.1202,0.1682,0.28,0.0
ROST,0.2784,0.1674,0.1192,0.1644,0.2706,0.0
UNH,0.1906,0.2296,0.169,0.2234,0.1874,0.0
URI,0.3168,0.1416,0.0996,0.1322,0.3098,0.0
V,0.296,0.1462,0.109,0.1482,0.3006,0.0
VRSK,0.2104,0.2118,0.1526,0.2038,0.2214,0.0
WRK,0.2682,0.1696,0.1196,0.1666,0.276,0.0
XOM,0.2728,0.171,0.1114,0.171,0.2738,0.0
IVV,0.132,0.2636,0.2168,0.2552,0.1324,0.0
IWM,0.2302,0.2042,0.141,0.1948,0.2298,0.0
EWU,0.1078,0.2722,0.2396,0.269,0.1114,0.0
EWG,0.1136,0.2724,0.2426,0.266,0.1054,0.0
EWL,0.0874,0.2928,0.253,0.281,0.0858,0.0
EWQ,0.1382,0.252,0.2196,0.2592,0.131,0.0
IEUS,0.148,0.2466,0.2156,0.2536,0.1362,0.0
EWJ,0.1246,0.264,0.2306,0.263,0.1178,0.0
EWT,0.1858,0.2246,0.1778,0.2268,0.185,0.0
MCHI,0.2658,0.1704,0.138,0.174,0.2518,0.0
INDA,0.1918,0.2236,0.1608,0.2288,0.195,0.0
EWY,0.226,0.2044,0.1542,0.2054,0.21,0.0
EWA,0.1748,0.2274,0.1932,0.239,0.1656,0.0
EWH,0.119,0.2712,0.2326,0.2636,0.1136,0.01197
