genre,category,strategy,elo,cpu
manager_var,stocks_20_days_p100_n100,weak_ewa_t0_d0_r050_n50_long_manager,1756.2331062900246,39.4
manager_var,stocks_20_days_p100_n100,weak_ewa_t0_d0_r025_n50_long_manager,1684.7611719874917,37.2
manager_var,stocks_20_days_p100_n100,weak_pm_t0_d0_r050_n50_long_manager,1680.3515917866525,34.1
manager_var,stocks_20_days_p100_n100,weak_sk_ld_pcov_d0_n100_long_manager,1611.9087559428367,14.7
manager_var,stocks_20_days_p100_n100,weak_pm_t0_d0_r025_n50_long_manager,1609.9898338137546,-1.0
manager_var,stocks_20_days_p100_n100,ppo_ewa_d0_r025_n50_vol_long_manager,1586.4002033904783,-1.0
manager_var,stocks_20_days_p100_n100,hrp_weak_emp_d0_r050_n25_long_manager,1554.1797009841162,109.9
manager_var,stocks_20_days_p100_n100,schur_weak_emp_d0_r050_n25_g100_long_manager,1538.723898872329,218.6
manager_var,stocks_20_days_p100_n100,schur_weak_emp_d0_r050_n25_g050_long_manager,1536.8976464609405,205.8
manager_var,stocks_20_days_p100_n100,ppo_pm_t0_d0_r025_n50_vol_long_manager,1499.8353176466046,23.0
manager_var,stocks_20_days_p100_n100,schur_weak_emp_d0_r025_n50_g100_long_manager,1484.8353432169351,162.4
manager_var,stocks_20_days_p100_n100,hrp_weak_pm_t0_d0_r025_n50_long_manager,1477.3128104278658,147.7
manager_var,stocks_20_days_p100_n100,schur_weak_pm_t0_d0_r050_n25_g100_long_manager,1476.6876027957082,255.8
manager_var,stocks_20_days_p100_n100,hrp_weak_pm_t0_d0_r050_n25_long_manager,1473.4288965936917,175.4
manager_var,stocks_20_days_p100_n100,schur_weak_pm_t0_d0_r025_n50_g050_long_manager,1462.6505301091452,-1.0
manager_var,stocks_20_days_p100_n100,schur_weak_pm_t0_d0_r025_n50_g100_long_manager,1455.1480400376652,195.1
manager_var,stocks_20_days_p100_n100,schur_diag_weak_pm_t0_d0_r025_n50_g025_long_manager,1446.8068817214432,-1.0
manager_var,stocks_20_days_p100_n100,schur_weak_emp_d0_r025_n50_g050_long_manager,1440.7611203411243,147.2
manager_var,stocks_20_days_p100_n100,schur_weak_pm_t0_d0_r050_n25_g050_long_manager,1435.3321133638105,-1.0
manager_var,stocks_20_days_p100_n100,hrp_weak_emp_d0_r025_n50_long_manager,1429.0852701471988,-1.0
manager_var,stocks_20_days_p100_n100,weak_sk_glcv_pcov_d0_n100_long_manager,1427.6365692590527,570.8
manager_var,stocks_20_days_p100_n100,schur_diag_weak_pm_t0_d0_r025_n50_g050_long_manager,1413.8744504035,-1.0
manager_var,stocks_20_days_p100_n100,weak_sk_glcv_pcov_d0_n100_t0_long_manager,1402.4322296133143,297.7
manager_var,stocks_20_days_p100_n100,schur_weak_emp_d0_r025_n50_g025_long_manager,1398.8538744319628,-1.0
manager_var,stocks_20_days_p100_n100,schur_weak_pm_t0_d0_r050_n25_g025_long_manager,1371.1159010619754,-1.0
manager_var,stocks_20_days_p100_n100,weak_sk_mcd_pcov_d0_n100_long_manager,1344.7571393003784,123.3
manager_var,m6_daily_p100_n200_implied,weak_sk_mcd_pcov_d0_n100_long_manager,1841.6519247554402,123.3
manager_var,m6_daily_p100_n200_implied,ppo_pm_t0_d0_r025_n50_vol_long_manager,1793.2581346517713,23.0
manager_var,m6_daily_p100_n200_implied,ppo_ewa_d0_r025_n50_vol_long_manager,1781.8624071828935,-1.0
manager_var,m6_daily_p100_n200_implied,weak_pm_t0_d0_r050_n50_long_manager,1757.787654979335,34.1
manager_var,m6_daily_p100_n200_implied,weak_sk_glcv_pcov_d0_n100_long_manager,1754.7570381877035,570.8
manager_var,m6_daily_p100_n200_implied,weak_ewa_t0_d0_r050_n50_long_manager,1748.4998929752564,39.4
manager_var,m6_daily_p100_n200_implied,weak_pm_t0_d0_r025_n50_long_manager,1747.4128588009085,-1.0
manager_var,m6_daily_p100_n200_implied,weak_ewa_t0_d0_r025_n50_long_manager,1745.3579838328687,37.2
manager_var,m6_daily_p100_n200_implied,weak_sk_lw_pcov_d0_n100_long_manager,1696.2908012666078,-1.0
manager_var,m6_daily_p100_n200_implied,weak_sk_glcv_pcov_d0_n100_t0_long_manager,1695.7066043579305,297.7
