ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1358,0.2632,0.2052,0.2636,0.1322,0.02699
ACN,0.274,0.1648,0.1146,0.1688,0.2778,0.0
AEP,0.1142,0.274,0.2362,0.2576,0.118,0.02095
AIZ,0.1628,0.2442,0.1838,0.2544,0.1548,0.01154
ALLE,0.1892,0.2132,0.167,0.2194,0.2112,0.0
AMAT,0.355,0.0998,0.068,0.1128,0.3644,0.0
AMP,0.2366,0.1866,0.1406,0.1874,0.2488,0.0
AMZN,0.2924,0.158,0.1084,0.1552,0.286,0.00517
AVB,0.18,0.2302,0.1724,0.235,0.1824,0.01227
AVY,0.2322,0.1916,0.1384,0.1994,0.2384,0.0
AXP,0.3184,0.1492,0.0992,0.133,0.3002,0.01079
BDX,0.163,0.2378,0.2006,0.2456,0.153,0.01252
BF-B,0.1856,0.2222,0.1758,0.229,0.1874,0.00809
BMY,0.1768,0.235,0.1786,0.23,0.1796,0.01205
BR,0.2684,0.1624,0.1126,0.1702,0.2864,0.0
CARR,0.2268,0.1962,0.1426,0.1984,0.236,0.0
CDW,0.2504,0.1924,0.1234,0.1798,0.254,0.00441
CE,0.2246,0.2002,0.143,0.192,0.2402,0.0
CHTR,0.2712,0.17,0.1188,0.1626,0.2774,0.0
CNC,0.2482,0.187,0.1364,0.1842,0.2442,0.00841
CNP,0.1208,0.2582,0.2362,0.265,0.1198,0.01299
COP,0.2878,0.1566,0.107,0.1594,0.2892,0.00817
CTAS,0.2252,0.1932,0.1418,0.2024,0.2374,0.0
CZR,0.3906,0.0836,0.0678,0.0954,0.3626,0.00171
DG,0.2596,0.181,0.125,0.1726,0.2618,0.01537
DPZ,0.2966,0.133,0.1042,0.1464,0.3198,0.0053
DRE,0.2084,0.216,0.1488,0.2126,0.2142,0.00979
DXC,0.2816,0.1564,0.115,0.1658,0.2812,0.0
FB,0.2918,0.1506,0.1132,0.1476,0.2968,0.0
FTV,0.18,0.2206,0.1816,0.231,0.1868,0.00529
GOOG,0.3084,0.1418,0.1006,0.1452,0.304,0.00821
GPC,0.1996,0.2168,0.1564,0.2198,0.2074,0.00707
HIG,0.1764,0.2386,0.1798,0.2376,0.1676,0.00778
HST,0.2894,0.158,0.1162,0.1612,0.2752,0.00311
JPM,0.258,0.1822,0.1292,0.1774,0.2532,0.00107
KR,0.3004,0.1362,0.0988,0.1314,0.3332,0.01529
OGN,0.2538,0.1838,0.1402,0.176,0.2462,0.0
PG,0.1384,0.2524,0.2096,0.2564,0.1432,0.01253
PPL,0.0322,0.2972,0.3496,0.292,0.029,0.02629
PRU,0.2178,0.2024,0.1672,0.2004,0.2122,0.00664
PYPL,0.431,0.0496,0.0356,0.0484,0.4354,0.0
RE,0.1734,0.2394,0.1882,0.226,0.173,0.01099
ROL,0.2894,0.1584,0.1064,0.1554,0.2904,0.0
ROST,0.2582,0.1672,0.1236,0.1784,0.2726,0.0
UNH,0.1828,0.229,0.1758,0.2256,0.1868,0.01418
URI,0.304,0.1406,0.0992,0.136,0.3202,0.0
V,0.3274,0.1276,0.0938,0.1266,0.3246,0.00229
VRSK,0.2266,0.1832,0.1456,0.205,0.2396,0.00308
WRK,0.2706,0.163,0.12,0.1708,0.2756,0.0
XOM,0.2742,0.1662,0.113,0.1692,0.2774,0.01796
IVV,0.1542,0.2448,0.196,0.2546,0.1504,0.00829
IWM,0.2442,0.1904,0.1342,0.1914,0.2398,0.00384
EWU,0.0916,0.2786,0.2614,0.2798,0.0886,0.01543
EWG,0.1046,0.2748,0.2436,0.2746,0.1024,0.00833
EWL,0.103,0.2758,0.2372,0.2788,0.1052,0.00895
EWQ,0.125,0.2656,0.2322,0.2578,0.1194,0.01052
IEUS,0.1568,0.2518,0.1912,0.237,0.1632,0.00424
EWJ,0.1248,0.2592,0.2242,0.2754,0.1164,0.00872
EWT,0.1782,0.2386,0.1806,0.232,0.1706,0.00786
MCHI,0.2816,0.1782,0.1178,0.1694,0.253,0.00367
INDA,0.2056,0.2196,0.1724,0.2088,0.1936,0.00596
EWY,0.2394,0.2072,0.1424,0.188,0.223,0.0
EWA,0.1726,0.2416,0.1884,0.2358,0.1616,0.00504
EWH,0.1252,0.2632,0.2314,0.2614,0.1188,0.01852
EWZ,0.27,0.1754,0.1216,0.1804,0.2526,0.0
EWC,0.1602,0.2476,0.2014,0.2412,0.1496,0.00511
IEMG,0.1758,0.2456,0.1908,0.2272,0.1606,0.0039
LQD,0.0012,0.2336,0.5214,0.2414,0.0024,0.02684
HYG,0.0,0.1444,0.7044,0.1512,0.0,0.02952
SHY,0.0,0.0,1.0,0.0,0.0,0.03449
IEF,0.001,0.2116,0.56,0.2256,0.0018,0.02996
TLT,0.1006,0.2664,0.2486,0.2698,0.1146,0.0257
SEGA.L,0.3874,0.0832,0.0608,0.0816,0.387,0.02633
IEAA.L,0.0,0.0208,0.9602,0.019,0.0,0.03592
HIGH.L,0.0,0.15,0.6988,0.1512,0.0,0.03261
JPEA.L,0.0074,0.2608,0.4576,0.2666,0.0076,0.0279
IAU,0.0752,0.281,0.2928,0.2832,0.0678,0.01946
SLV,0.2108,0.216,0.1568,0.2028,0.2136,0.01114
GSG,0.1378,0.255,0.2148,0.2518,0.1406,0.01545
REET,0.1126,0.2694,0.2324,0.2702,0.1154,0.00926
ICLN,0.2908,0.1626,0.1098,0.1612,0.2756,0.00081
IXN,0.2358,0.1974,0.138,0.196,0.2328,0.00579
IGF,0.0528,0.292,0.3134,0.292,0.0498,0.01293
IUVL.L,0.2202,0.2096,0.15,0.2088,0.2114,0.01071
IUMO.L,0.2942,0.165,0.1074,0.1568,0.2766,0.00594
SPMV.L,0.1634,0.2472,0.1932,0.2328,0.1634,0.01413
IEVL.L,0.176,0.235,0.1766,0.228,0.1844,0.0187
IEFM.L,0.4938,0.004,0.0022,0.0032,0.4968,0.0
MVEU.L,0.1054,0.2678,0.2508,0.2644,0.1116,0.02028
XLK,0.2502,0.1844,0.134,0.1864,0.245,0.00695
XLF,0.166,0.239,0.1892,0.2478,0.158,0.00708
XLV,0.0982,0.278,0.2558,0.2698,0.0982,0.01438
XLE,0.2412,0.1922,0.1336,0.1886,0.2444,0.01322
XLY,0.2426,0.196,0.1374,0.175,0.249,0.00471
XLI,0.1208,0.2558,0.2298,0.2752,0.1184,0.00681
XLC,0.209,0.2088,0.161,0.209,0.2122,0.00272
XLU,0.1228,0.267,0.221,0.2628,0.1264,0.01067
XLP,0.0604,0.2704,0.3116,0.2954,0.0622,0.01309
XLB,0.1358,0.2534,0.209,0.2606,0.1412,0.00025
VXX,0.4138,0.0634,0.0458,0.0628,0.4142,0.05961
