ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1422,0.2452,0.2068,0.2568,0.149,0.01183
ACN,0.2514,0.1858,0.1352,0.1746,0.253,0.00622
AEP,0.1354,0.2582,0.2156,0.2644,0.1264,0.013
AIZ,0.1578,0.2322,0.2,0.2416,0.1684,0.01111
ALLE,0.2358,0.1888,0.1438,0.2046,0.227,0.00777
AMAT,0.3432,0.114,0.0746,0.1138,0.3544,0.00253
AMP,0.2604,0.1794,0.1294,0.1776,0.2532,0.00631
AMZN,0.2676,0.168,0.1258,0.1682,0.2704,0.006
AVB,0.1758,0.2338,0.1706,0.232,0.1878,0.01012
AVY,0.2486,0.1816,0.1352,0.1844,0.2502,0.00679
AXP,0.307,0.1374,0.1082,0.139,0.3084,0.00415
BDX,0.1712,0.2312,0.1828,0.235,0.1798,0.01063
BF-B,0.1924,0.2118,0.1628,0.2362,0.1968,0.00929
BMY,0.2086,0.2162,0.166,0.2164,0.1928,0.00921
BR,0.2524,0.1764,0.1358,0.1828,0.2526,0.00677
CARR,0.2654,0.1794,0.1242,0.1656,0.2654,0.00608
CDW,0.2652,0.1728,0.1316,0.17,0.2604,0.00599
CE,0.2554,0.1856,0.128,0.1712,0.2598,0.00619
CHTR,0.2602,0.1778,0.125,0.1676,0.2694,0.00596
CNC,0.2992,0.1542,0.1076,0.1572,0.2818,0.00482
CNP,0.1754,0.2424,0.1846,0.224,0.1736,0.01044
COP,0.2958,0.1418,0.1094,0.1508,0.3022,0.00424
CTAS,0.231,0.1862,0.153,0.199,0.2308,0.00753
CZR,0.3722,0.0978,0.0712,0.0992,0.3596,0.00212
DG,0.2156,0.2148,0.159,0.1984,0.2122,0.00849
DPZ,0.2716,0.1672,0.127,0.1618,0.2724,0.00567
DRE,0.1764,0.2248,0.183,0.2292,0.1866,0.01033
DXC,0.2852,0.1656,0.1016,0.158,0.2896,0.00497
FB,0.301,0.1528,0.1004,0.1538,0.292,0.00451
FTV,0.1806,0.2362,0.1848,0.225,0.1734,0.01032
GOOG,0.2608,0.1644,0.13,0.1832,0.2616,0.00601
GPC,0.2158,0.2004,0.159,0.213,0.2118,0.00849
HIG,0.2014,0.2232,0.1726,0.211,0.1918,0.00897
HST,0.2926,0.15,0.1054,0.161,0.291,0.00465
JPM,0.242,0.1936,0.131,0.1776,0.2558,0.00709
KR,0.31,0.1362,0.1058,0.1372,0.3108,0.00398
OGN,0.2728,0.166,0.1218,0.159,0.2804,0.00539
PG,0.119,0.2684,0.229,0.2478,0.1358,0.01346
PPL,0.082,0.283,0.2726,0.2808,0.0816,0.0165
PRU,0.2378,0.1842,0.144,0.1914,0.2426,0.00685
PYPL,0.3764,0.0926,0.0612,0.088,0.3818,0.00158
RE,0.229,0.1978,0.156,0.1946,0.2226,0.00788
ROL,0.2824,0.1526,0.111,0.1622,0.2918,0.00464
ROST,0.2794,0.1592,0.1154,0.1626,0.2834,0.00508
UNH,0.209,0.216,0.1576,0.2158,0.2016,0.00875
URI,0.313,0.1392,0.0978,0.14,0.31,0.00397
V,0.2994,0.148,0.1124,0.1424,0.2978,0.00446
VRSK,0.2074,0.214,0.1604,0.2158,0.2024,0.00889
WRK,0.29,0.1596,0.1138,0.154,0.2826,0.00508
XOM,0.2624,0.1684,0.1312,0.161,0.277,0.0056
IVV,0.1306,0.2628,0.2162,0.2594,0.131,0.01324
IWM,0.2142,0.2,0.154,0.213,0.2188,0.008
EWU,0.1256,0.2574,0.2306,0.2632,0.1232,0.01392
EWG,0.1214,0.2544,0.2328,0.2632,0.1282,0.01363
EWL,0.1072,0.2646,0.2494,0.2722,0.1066,0.01501
EWQ,0.16,0.2516,0.2038,0.2322,0.1524,0.01194
IEUS,0.1498,0.2406,0.212,0.2524,0.1452,0.01209
EWJ,0.1254,0.2672,0.2234,0.2532,0.1308,0.01332
EWT,0.1766,0.2354,0.19,0.2312,0.1668,0.01069
