ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1566,0.2516,0.1922,0.246,0.1536,0.02211
ACN,0.264,0.1808,0.1212,0.1728,0.2612,-0.00281
AEP,0.13,0.2532,0.2294,0.2602,0.1272,0.01892
AIZ,0.1654,0.233,0.1894,0.24,0.1722,0.00826
ALLE,0.2286,0.1916,0.1456,0.2056,0.2286,-0.01383
AMAT,0.3494,0.1142,0.0812,0.1082,0.347,0.00317
AMP,0.2542,0.1776,0.1262,0.177,0.265,-0.0011
AMZN,0.2628,0.166,0.1324,0.176,0.2628,0.0091
AVB,0.1802,0.2224,0.1786,0.2334,0.1854,0.0068
AVY,0.25,0.181,0.141,0.1812,0.2468,-0.0113
AXP,0.3024,0.143,0.1008,0.1464,0.3074,0.00641
BDX,0.169,0.2444,0.1784,0.2328,0.1754,0.00192
BF-B,0.2062,0.2158,0.1574,0.2288,0.1918,0.00341
BMY,0.2016,0.2114,0.169,0.2156,0.2024,-0.00293
BR,0.2522,0.1816,0.1412,0.1816,0.2434,-0.00605
CARR,0.255,0.1776,0.124,0.1766,0.2668,-0.011
CDW,0.2646,0.1808,0.131,0.167,0.2566,0.0092
CE,0.2528,0.1836,0.1308,0.1778,0.255,-0.00321
CHTR,0.275,0.1712,0.1266,0.1734,0.2538,-0.00587
CNC,0.28,0.1556,0.1036,0.1646,0.2962,-0.00021
CNP,0.177,0.2386,0.188,0.2224,0.174,0.00611
COP,0.3,0.1466,0.0996,0.1602,0.2936,0.00178
CTAS,0.2296,0.197,0.1398,0.1974,0.2362,-0.00295
CZR,0.372,0.1016,0.067,0.0974,0.362,0.00279
DG,0.2224,0.2046,0.1564,0.212,0.2046,0.0156
DPZ,0.269,0.1856,0.1184,0.1618,0.2652,0.00873
DRE,0.1712,0.2356,0.1886,0.226,0.1786,0.01446
DXC,0.284,0.157,0.1192,0.1576,0.2822,-0.01155
FB,0.309,0.147,0.1042,0.1488,0.291,0.00652
FTV,0.1798,0.2296,0.187,0.2306,0.173,-0.00323
GOOG,0.2586,0.1734,0.1306,0.1804,0.257,0.00472
GPC,0.2146,0.214,0.1478,0.2046,0.219,0.00383
HIG,0.2,0.2168,0.16,0.2212,0.202,0.00678
HST,0.288,0.1624,0.1054,0.1486,0.2956,0.00487
JPM,0.2388,0.1818,0.1404,0.1848,0.2542,0.00573
KR,0.3106,0.1434,0.094,0.144,0.308,0.01043
OGN,0.2716,0.1624,0.1334,0.161,0.2716,-0.00095
PG,0.1264,0.2648,0.2246,0.2644,0.1198,0.01107
PPL,0.0842,0.271,0.292,0.2762,0.0766,0.02093
PRU,0.2366,0.1902,0.135,0.1886,0.2496,0.00954
PYPL,0.383,0.0858,0.056,0.089,0.3862,0.00083
RE,0.224,0.1974,0.147,0.1992,0.2324,-0.00034
ROL,0.2974,0.1528,0.0992,0.1546,0.296,0.00141
ROST,0.2846,0.1618,0.1162,0.1528,0.2846,-0.0129
UNH,0.2002,0.2132,0.1672,0.2106,0.2088,0.00604
URI,0.3146,0.1326,0.0948,0.1408,0.3172,-0.00304
V,0.2966,0.1564,0.1124,0.1464,0.2882,0.00158
VRSK,0.2092,0.2146,0.168,0.204,0.2042,0.01129
WRK,0.2848,0.1614,0.1144,0.1602,0.2792,0.00201
XOM,0.2726,0.1648,0.1248,0.1692,0.2686,0.01326
IVV,0.1242,0.266,0.2234,0.2538,0.1326,0.00602
IWM,0.2278,0.1964,0.1464,0.2084,0.221,-0.00542
EWU,0.1138,0.2642,0.241,0.2616,0.1194,0.01584
EWG,0.1164,0.2676,0.2244,0.274,0.1176,-0.00021
EWL,0.1,0.27,0.2572,0.2762,0.0966,0.00104
EWQ,0.1412,0.25,0.2126,0.2526,0.1436,-0.00157
IEUS,0.148,0.2404,0.2166,0.2546,0.1404,0.00426
EWJ,0.1282,0.26,0.2268,0.2596,0.1254,0.00471
EWT,0.1708,0.237,0.1902,0.2356,0.1664,0.01224
MCHI,0.2478,0.1864,0.127,0.181,0.2578,0.01097
INDA,0.1868,0.2226,0.178,0.2212,0.1914,0.01621
EWY,0.2184,0.2044,0.1574,0.2046,0.2152,-0.0057
EWA,0.1738,0.2242,0.1892,0.2354,0.1774,-0.00032
EWH,0.14,0.2528,0.206,0.2582,0.143,0.00117
EWZ,0.2914,0.1558,0.106,0.1484,0.2984,-0.00918
EWC,0.1616,0.2346,0.2006,0.2406,0.1626,-0.00156
IEMG,0.1482,0.242,0.2146,0.2464,0.1488,0.00975
LQD,0.0034,0.2578,0.4802,0.2538,0.0048,0.03244
HYG,0.0,0.1814,0.6612,0.1574,0.0,0.04191
SHY,0.0,0.0,1.0,0.0,0.0,0.05536
IEF,0.0012,0.2354,0.5324,0.2298,0.0012,0.04112
TLT,0.1296,0.2612,0.22,0.2524,0.1368,0.02115
SEGA.L,0.3008,0.1546,0.1012,0.144,0.2994,0.03103
IEAA.L,0.0,0.0366,0.933,0.0304,0.0,0.05179
HIGH.L,0.0,0.125,0.758,0.117,0.0,0.04211
JPEA.L,0.004,0.2566,0.489,0.2446,0.0058,0.03019
IAU,0.081,0.2826,0.2834,0.2814,0.0716,0.02409
SLV,0.2174,0.208,0.156,0.208,0.2106,-0.00089
GSG,0.2016,0.2142,0.1684,0.219,0.1968,0.02184
REET,0.1098,0.2664,0.2402,0.2686,0.115,0.00227
ICLN,0.2728,0.1642,0.1184,0.1606,0.284,0.00356
IXN,0.212,0.208,0.1644,0.2082,0.2074,0.00162
IGF,0.0704,0.29,0.2936,0.271,0.075,0.00488
IUVL.L,0.197,0.2034,0.1788,0.2154,0.2054,0.00194
IUMO.L,0.228,0.1932,0.1396,0.2026,0.2366,0.00434
SPMV.L,0.1194,0.2624,0.2228,0.2718,0.1236,0.00759
IEVL.L,0.155,0.2432,0.189,0.2518,0.161,0.0035
IEFM.L,0.4912,0.0062,0.0052,0.0058,0.4916,0.00047
MVEU.L,0.0854,0.2798,0.266,0.28,0.0888,0.01758
XLK,0.2206,0.2034,0.1594,0.198,0.2186,0.00372
XLF,0.1852,0.2192,0.1726,0.2324,0.1906,0.00701
XLV,0.0958,0.2786,0.2598,0.269,0.0968,0.01174
XLE,0.2698,0.157,0.126,0.1788,0.2684,0.00697
XLY,0.2202,0.2064,0.1542,0.2044,0.2148,0.0094
XLI,0.135,0.2546,0.2132,0.2592,0.138,0.00251
XLC,0.1878,0.2278,0.1832,0.2298,0.1714,0.00608
XLU,0.1214,0.2646,0.2308,0.267,0.1162,0.00655
XLP,0.0778,0.281,0.2886,0.2818,0.0708,0.00816
XLB,0.1438,0.244,0.216,0.2496,0.1466,-0.00485
VXX,0.4138,0.0582,0.0466,0.0644,0.417,0.03231
