ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1488,0.2516,0.2098,0.248,0.1418,0.02673
ACN,0.274,0.1718,0.1112,0.1638,0.2792,0.0
AEP,0.105,0.2672,0.243,0.271,0.1138,0.02081
AIZ,0.15,0.2532,0.198,0.242,0.1568,0.01142
ALLE,0.1964,0.225,0.1636,0.219,0.196,0.0
AMAT,0.3616,0.0966,0.072,0.1006,0.3692,0.0
AMP,0.2392,0.1874,0.135,0.1916,0.2468,0.0
AMZN,0.2894,0.1548,0.111,0.158,0.2868,0.00491
AVB,0.1756,0.2138,0.1962,0.2456,0.1688,0.01223
AVY,0.231,0.1922,0.1534,0.1944,0.229,0.0
AXP,0.3224,0.1314,0.0996,0.141,0.3056,0.01088
BDX,0.162,0.2432,0.1916,0.2474,0.1558,0.01269
BF-B,0.1776,0.2316,0.1814,0.2262,0.1832,0.00827
BMY,0.1856,0.2272,0.1826,0.2258,0.1788,0.0125
BR,0.2756,0.1682,0.1084,0.1616,0.2862,0.0
CARR,0.2378,0.1958,0.1334,0.191,0.242,0.0
CDW,0.2454,0.1898,0.1252,0.1942,0.2454,0.00448
CE,0.2356,0.1894,0.1466,0.1938,0.2346,0.0
CHTR,0.2774,0.1752,0.1116,0.163,0.2728,0.0
CNC,0.2486,0.1796,0.1368,0.1852,0.2498,0.00848
CNP,0.1136,0.2648,0.2336,0.279,0.109,0.01321
COP,0.3032,0.1466,0.1114,0.1438,0.295,0.0085
CTAS,0.2262,0.1892,0.149,0.2088,0.2268,0.0
CZR,0.377,0.0872,0.0662,0.0904,0.3792,0.0015
DG,0.2596,0.1854,0.1304,0.1752,0.2494,0.01532
DPZ,0.3088,0.1444,0.0974,0.1426,0.3068,0.00538
DRE,0.2078,0.207,0.1558,0.219,0.2104,0.00972
DXC,0.283,0.16,0.1158,0.1592,0.282,0.0
FB,0.288,0.1524,0.1078,0.1574,0.2944,0.0
FTV,0.1776,0.2224,0.1868,0.2296,0.1836,0.00545
GOOG,0.2952,0.1398,0.1036,0.1556,0.3058,0.00797
GPC,0.2014,0.208,0.1664,0.2196,0.2046,0.00724
HIG,0.1734,0.2306,0.1868,0.233,0.1762,0.00791
HST,0.2798,0.1602,0.112,0.1622,0.2858,0.00325
JPM,0.2612,0.1824,0.1262,0.1798,0.2504,0.0012
KR,0.3046,0.1408,0.1076,0.1372,0.3098,0.01534
OGN,0.2604,0.1742,0.1282,0.1792,0.258,0.0
PG,0.1432,0.2508,0.2106,0.2524,0.143,0.01279
PPL,0.032,0.287,0.3664,0.2856,0.029,0.02592
PRU,0.2182,0.2144,0.149,0.2014,0.217,0.00667
PYPL,0.4466,0.0528,0.0334,0.052,0.4152,0.0
RE,0.1682,0.2384,0.1844,0.236,0.173,0.01104
ROL,0.2834,0.1546,0.1134,0.1582,0.2904,0.0
ROST,0.2644,0.1756,0.1302,0.169,0.2608,0.0
UNH,0.1804,0.2382,0.1724,0.2214,0.1876,0.01425
URI,0.3134,0.1392,0.0946,0.1468,0.306,0.0
V,0.33,0.1274,0.0856,0.1274,0.3296,0.00258
VRSK,0.2194,0.21,0.1346,0.2008,0.2352,0.00315
WRK,0.276,0.1682,0.1144,0.166,0.2754,0.0
XOM,0.2934,0.1588,0.1118,0.1558,0.2802,0.01806
IVV,0.1524,0.243,0.204,0.2474,0.1532,0.00831
IWM,0.24,0.1882,0.1346,0.1994,0.2378,0.00388
EWU,0.0932,0.2846,0.2588,0.2632,0.1002,0.01536
EWG,0.1118,0.2724,0.2396,0.2688,0.1074,0.00841
EWL,0.1068,0.273,0.242,0.274,0.1042,0.00907
EWQ,0.1204,0.2738,0.22,0.2572,0.1286,0.01053
IEUS,0.162,0.2396,0.1938,0.238,0.1666,0.00434
EWJ,0.1174,0.267,0.2224,0.2636,0.1296,0.00867
EWT,0.17,0.2318,0.1848,0.2406,0.1728,0.00798
MCHI,0.258,0.1754,0.1272,0.169,0.2704,0.0039
INDA,0.205,0.2162,0.1594,0.2172,0.2022,0.00598
EWY,0.2354,0.1886,0.1422,0.1906,0.2432,0.0
EWA,0.1752,0.2334,0.1838,0.2308,0.1768,0.00491
EWH,0.1162,0.2608,0.2352,0.2752,0.1126,0.01847
EWZ,0.2658,0.1756,0.1144,0.1752,0.269,0.0
EWC,0.1568,0.2444,0.197,0.243,0.1588,0.00532
IEMG,0.1664,0.241,0.183,0.2382,0.1714,0.00418
LQD,0.0018,0.24,0.5216,0.2352,0.0014,0.02653
HYG,0.0,0.1532,0.7,0.1468,0.0,0.029
SHY,0.0,0.0,1.0,0.0,0.0,0.03389
IEF,0.0014,0.2246,0.556,0.2176,0.0004,0.02959
TLT,0.1018,0.2746,0.2492,0.2732,0.1012,0.0256
SEGA.L,0.397,0.0896,0.0598,0.0808,0.3728,0.02621
IEAA.L,0.0,0.0352,0.9408,0.024,0.0,0.03524
