ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.2062,0.2104,0.1752,0.1902,0.218,0.00944
ACN,0.22,0.1898,0.1634,0.1876,0.2392,0.00671
AEP,0.1748,0.2308,0.2022,0.2294,0.1628,0.00985
AIZ,0.1956,0.2012,0.1924,0.2112,0.1996,0.00892
ALLE,0.212,0.2082,0.1642,0.207,0.2086,0.00231
AMAT,0.2694,0.162,0.1368,0.1504,0.2814,0.0044
AMP,0.2306,0.202,0.1524,0.192,0.223,0.00585
AMZN,0.2488,0.1848,0.142,0.1848,0.2396,0.00804
AVB,0.2142,0.2006,0.1762,0.211,0.198,0.00702
AVY,0.23,0.1954,0.1628,0.2022,0.2096,0.00734
AXP,0.2588,0.1688,0.1414,0.1816,0.2494,0.00764
BDX,0.2054,0.2008,0.1572,0.2008,0.2358,0.01023
BF-B,0.2236,0.201,0.1566,0.1954,0.2234,0.00765
BMY,0.2084,0.194,0.1614,0.185,0.2512,0.00734
BR,0.218,0.1994,0.1596,0.2012,0.2218,0.00685
CARR,0.2462,0.1832,0.1506,0.178,0.242,0.00631
CDW,0.2184,0.1946,0.16,0.1868,0.2402,0.00682
CE,0.2322,0.1862,0.1554,0.1868,0.2394,0.00566
CHTR,0.261,0.1742,0.1498,0.1602,0.2548,0.00797
CNC,0.2564,0.1708,0.1374,0.163,0.2724,0.00707
CNP,0.1932,0.2068,0.1804,0.2156,0.204,0.00852
COP,0.2552,0.1724,0.1414,0.1768,0.2542,0.00502
CTAS,0.2356,0.1872,0.1646,0.1952,0.2174,0.00775
CZR,0.2706,0.1482,0.1278,0.16,0.2934,0.00586
DG,0.2358,0.176,0.1604,0.1926,0.2352,0.01077
DPZ,0.2556,0.1662,0.1334,0.1724,0.2724,0.00905
DRE,0.1944,0.2076,0.1872,0.208,0.2028,0.00754
DXC,0.2878,0.1604,0.124,0.1604,0.2674,0.0073
FB,0.2594,0.1814,0.1332,0.1726,0.2534,0.00612
FTV,0.2164,0.2022,0.1546,0.197,0.2298,0.0104
GOOG,0.2512,0.1956,0.1542,0.1788,0.2202,0.00486
GPC,0.2158,0.1962,0.1728,0.1972,0.218,0.00733
HIG,0.2122,0.2002,0.1726,0.2052,0.2098,0.00725
HST,0.263,0.1724,0.1342,0.1708,0.2596,0.0052
JPM,0.2194,0.1888,0.1694,0.1996,0.2228,0.00694
KR,0.2688,0.1688,0.131,0.1588,0.2726,0.00693
OGN,0.282,0.1562,0.1188,0.1556,0.2874,0.00749
PG,0.183,0.2212,0.2006,0.2196,0.1756,0.00996
PPL,0.1438,0.2402,0.2256,0.2364,0.154,0.00941
PRU,0.2042,0.211,0.1798,0.2026,0.2024,0.00796
PYPL,0.295,0.1468,0.1206,0.1384,0.2992,0.0055
RE,0.2402,0.1902,0.1562,0.1866,0.2268,0.00834
ROL,0.2482,0.1754,0.1488,0.1672,0.2604,0.00681
ROST,0.2476,0.1872,0.143,0.178,0.2442,0.00604
UNH,0.2188,0.1978,0.169,0.195,0.2194,0.00737
URI,0.2618,0.1736,0.141,0.176,0.2476,0.00376
V,0.2542,0.1866,0.1368,0.1732,0.2492,0.00643
VRSK,0.2262,0.2016,0.1604,0.2008,0.211,0.00526
WRK,0.2496,0.183,0.1502,0.176,0.2412,0.00516
XOM,0.2258,0.1876,0.1486,0.1988,0.2392,0.00692
IVV,0.1842,0.2086,0.1982,0.2316,0.1774,0.0162
IWM,0.211,0.1978,0.1722,0.1932,0.2258,0.01043
EWU,0.1266,0.2518,0.2356,0.2486,0.1374,0.00943
EWG,0.1402,0.2528,0.2214,0.2494,0.1362,0.00947
EWL,0.1384,0.2432,0.2382,0.2558,0.1244,0.01291
EWQ,0.15,0.2362,0.2274,0.2494,0.137,0.00561
IEUS,0.1492,0.251,0.216,0.228,0.1558,0.00503
EWJ,0.1692,0.2238,0.205,0.2332,0.1688,0.01104
EWT,0.2202,0.201,0.175,0.198,0.2058,0.00671
MCHI,0.2522,0.1772,0.151,0.1782,0.2414,0.00688
INDA,0.2154,0.1942,0.1736,0.1984,0.2184,0.0106
EWY,0.2198,0.1984,0.1712,0.1958,0.2148,0.00759
EWA,0.178,0.239,0.1926,0.227,0.1634,0.00498
EWH,0.1866,0.2326,0.1752,0.2166,0.189,0.01279
EWZ,0.2752,0.1626,0.1376,0.1666,0.258,0.00581
EWC,0.1718,0.2266,0.2014,0.2412,0.159,0.01162
IEMG,0.1568,0.2328,0.214,0.243,0.1534,0.00972
LQD,0.04,0.2794,0.3614,0.2758,0.0434,0.0276
HYG,0.0036,0.2324,0.5094,0.2502,0.0044,0.03449
