ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.191,0.2244,0.1732,0.2314,0.18,0.01391
ACN,0.2184,0.206,0.1456,0.2088,0.2212,0.0
AEP,0.1426,0.257,0.2034,0.2472,0.1498,0.01326
AIZ,0.1834,0.2326,0.1748,0.2326,0.1766,0.00773
ALLE,0.2216,0.207,0.1492,0.199,0.2232,0.0
AMAT,0.3448,0.1196,0.0764,0.1164,0.3428,0.0
AMP,0.2454,0.1872,0.132,0.1866,0.2488,0.0
AMZN,0.2628,0.1748,0.122,0.1802,0.2602,0.0038
AVB,0.1766,0.246,0.1712,0.227,0.1792,0.00576
AVY,0.2238,0.2082,0.146,0.2004,0.2216,0.00059
AXP,0.2852,0.1698,0.1082,0.1436,0.2932,0.0
BDX,0.1796,0.2334,0.1798,0.2338,0.1734,0.01326
BF-B,0.2082,0.2222,0.1608,0.2082,0.2006,0.00716
BMY,0.1806,0.236,0.1746,0.2224,0.1864,0.00981
BR,0.213,0.205,0.1578,0.2084,0.2158,0.0
CARR,0.2536,0.181,0.1296,0.1742,0.2616,0.0
CDW,0.2366,0.1868,0.1404,0.2078,0.2284,0.00259
CE,0.252,0.1754,0.1296,0.1856,0.2574,0.0
CHTR,0.2414,0.1984,0.1336,0.1928,0.2338,0.00544
CNC,0.2986,0.1604,0.104,0.1504,0.2866,0.0
CNP,0.1868,0.2236,0.181,0.23,0.1786,0.00219
COP,0.3076,0.1426,0.0998,0.1424,0.3076,0.0
CTAS,0.2306,0.1978,0.1484,0.2056,0.2176,0.0
CZR,0.3716,0.0998,0.0698,0.103,0.3558,0.0
DG,0.2112,0.2136,0.1588,0.2148,0.2016,0.01576
DPZ,0.2936,0.1556,0.1116,0.16,0.2792,0.0048
DRE,0.1954,0.224,0.1758,0.2254,0.1794,0.00336
DXC,0.3452,0.1202,0.0888,0.1224,0.3234,0.0
FB,0.2992,0.1592,0.109,0.1476,0.285,0.0
FTV,0.1984,0.2146,0.1648,0.2202,0.202,0.00023
GOOG,0.246,0.188,0.141,0.1844,0.2406,0.0
GPC,0.2062,0.218,0.156,0.2086,0.2112,0.00332
HIG,0.2128,0.2098,0.1532,0.204,0.2202,0.00519
HST,0.3058,0.1558,0.092,0.1536,0.2928,0.0
JPM,0.2256,0.1986,0.1374,0.207,0.2314,0.00557
KR,0.3058,0.1474,0.0986,0.1524,0.2958,0.00092
OGN,0.3358,0.1182,0.0902,0.1204,0.3354,0.0
PG,0.119,0.2684,0.2176,0.2616,0.1334,0.01622
PPL,0.1198,0.2696,0.2336,0.2632,0.1138,0.01517
PRU,0.24,0.1908,0.1336,0.1836,0.252,0.00241
PYPL,0.3756,0.0918,0.0642,0.0968,0.3716,0.0
RE,0.235,0.2002,0.147,0.1904,0.2274,0.0
ROL,0.267,0.169,0.1304,0.174,0.2596,0.0
ROST,0.274,0.1616,0.1242,0.1662,0.274,0.0
UNH,0.1914,0.2186,0.1634,0.236,0.1906,0.00504
URI,0.3106,0.1476,0.099,0.132,0.3108,0.0
V,0.2704,0.1694,0.129,0.1786,0.2526,0.002
VRSK,0.2286,0.2018,0.1564,0.196,0.2172,0.00137
WRK,0.2812,0.158,0.116,0.1638,0.281,0.0
XOM,0.2766,0.1564,0.1236,0.1674,0.276,0.00387
IVV,0.1026,0.2722,0.2502,0.273,0.102,0.01604
IWM,0.2146,0.2216,0.157,0.2016,0.2052,0.00211
EWU,0.1168,0.2626,0.2262,0.2734,0.121,0.01356
EWG,0.1218,0.2702,0.2252,0.2644,0.1184,0.00683
EWL,0.0932,0.2832,0.2608,0.277,0.0858,0.01413
EWQ,0.144,0.246,0.2168,0.2464,0.1468,0.00517
IEUS,0.1412,0.2532,0.2152,0.2438,0.1466,0.00489
EWJ,0.1262,0.2644,0.2134,0.255,0.141,0.01094
EWT,0.219,0.201,0.1532,0.206,0.2208,0.00125
MCHI,0.274,0.1686,0.1168,0.1682,0.2724,0.00445
INDA,0.1592,0.2388,0.1898,0.2356,0.1766,0.01309
EWY,0.2066,0.2128,0.1584,0.2058,0.2164,0.0
EWA,0.1636,0.2388,0.1944,0.2318,0.1714,0.00543
EWH,0.109,0.2786,0.2244,0.2626,0.1254,0.02065
EWZ,0.2902,0.148,0.1038,0.1582,0.2998,0.0
EWC,0.135,0.2676,0.2038,0.257,0.1366,0.01282
IEMG,0.1492,0.2492,0.1994,0.2446,0.1576,0.01219
LQD,0.0038,0.2306,0.4968,0.2654,0.0034,0.04661
HYG,0.0,0.13,0.719,0.151,0.0,0.05251
SHY,0.0,0.0,1.0,0.0,0.0,0.06608
IEF,0.0014,0.21,0.548,0.2392,0.0014,0.05195
TLT,0.113,0.2648,0.2276,0.2702,0.1244,0.02935
SEGA.L,0.2448,0.1782,0.1398,0.181,0.2562,0.03676
IEAA.L,0.0,0.017,0.9448,0.0382,0.0,0.06228
HIGH.L,0.0,0.0688,0.8342,0.097,0.0,0.05875
JPEA.L,0.0014,0.2088,0.5382,0.2504,0.0012,0.04827
IAU,0.4386,0.0406,0.0324,0.044,0.4444,0.00022
SLV,0.2272,0.2044,0.1496,0.1884,0.2304,0.0
GSG,0.1928,0.2268,0.1674,0.2138,0.1992,0.01181
REET,0.1188,0.2646,0.2386,0.2692,0.1088,0.01124
ICLN,0.2668,0.1816,0.124,0.1742,0.2534,0.00101
IXN,0.1882,0.235,0.1666,0.2196,0.1906,0.00259
IGF,0.074,0.2876,0.2818,0.279,0.0776,0.01648
IUVL.L,0.1704,0.2378,0.1824,0.2262,0.1832,0.01074
IUMO.L,0.2226,0.1894,0.1436,0.207,0.2374,0.003
SPMV.L,0.087,0.2736,0.2542,0.2788,0.1064,0.02142
IEVL.L,0.1438,0.2428,0.2086,0.2572,0.1476,0.01599
IEFM.L,0.4962,0.0042,0.0028,0.0044,0.4924,0.0
MVEU.L,0.0626,0.29,0.2854,0.2886,0.0734,0.02603
XLK,0.1916,0.227,0.168,0.2178,0.1956,0.00347
XLF,0.183,0.2278,0.1736,0.2312,0.1844,0.00867
XLV,0.0758,0.2908,0.2628,0.2918,0.0788,0.01867
XLE,0.2734,0.1684,0.1202,0.1592,0.2788,0.0015
XLY,0.1818,0.2304,0.181,0.2296,0.1772,0.01202
XLI,0.1344,0.2522,0.2284,0.251,0.134,0.01144
XLC,0.165,0.2448,0.197,0.2396,0.1536,0.01143
XLU,0.1256,0.2682,0.2188,0.2632,0.1242,0.00793
XLP,0.0678,0.2876,0.287,0.2904,0.0672,0.02202
XLB,0.148,0.2536,0.206,0.246,0.1464,0.00596
VXX,0.408,0.0646,0.0362,0.0648,0.4264,0.00954
