ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1776,0.2268,0.1796,0.2316,0.1844,0.01813
ACN,0.2218,0.2008,0.1428,0.2048,0.2298,-0.00133
AEP,0.1508,0.2454,0.207,0.2618,0.135,0.01721
AIZ,0.183,0.228,0.1802,0.2344,0.1744,0.00554
ALLE,0.2234,0.2086,0.151,0.1948,0.2222,-0.00915
AMAT,0.3356,0.123,0.0848,0.1168,0.3398,0.00175
AMP,0.2576,0.1778,0.1322,0.1846,0.2478,-0.00285
AMZN,0.2576,0.1772,0.124,0.1718,0.2694,0.00957
AVB,0.18,0.2296,0.1804,0.2338,0.1762,0.01004
AVY,0.2318,0.2104,0.146,0.1916,0.2202,-0.00671
AXP,0.2866,0.1604,0.1164,0.1514,0.2852,0.00601
BDX,0.17,0.2354,0.1796,0.2282,0.1868,0.01347
BF-B,0.207,0.2142,0.161,0.2102,0.2076,0.00815
BMY,0.1948,0.2238,0.1702,0.2198,0.1914,0.00415
BR,0.2134,0.2098,0.1558,0.2126,0.2084,-0.00331
CARR,0.2536,0.169,0.1306,0.1882,0.2586,-0.00983
CDW,0.2354,0.1948,0.1446,0.1872,0.238,0.00678
CE,0.265,0.1796,0.1272,0.1774,0.2508,-0.00208
CHTR,0.2468,0.1898,0.1302,0.1842,0.249,-0.00036
CNC,0.2852,0.1578,0.1044,0.1586,0.294,0.00076
CNP,0.1892,0.2344,0.1776,0.2164,0.1824,0.00684
COP,0.323,0.1438,0.0968,0.1372,0.2992,0.0051
CTAS,0.2232,0.1934,0.154,0.203,0.2264,0.00218
CZR,0.353,0.1116,0.074,0.101,0.3604,0.00265
DG,0.2028,0.2124,0.1602,0.217,0.2076,0.0188
DPZ,0.27,0.1578,0.1122,0.165,0.295,0.00707
DRE,0.1768,0.2206,0.1888,0.2412,0.1726,0.00828
DXC,0.338,0.1208,0.0864,0.133,0.3218,-0.00754
FB,0.2862,0.158,0.1032,0.1604,0.2922,0.00681
FTV,0.195,0.2178,0.1614,0.2314,0.1944,0.00211
GOOG,0.2208,0.202,0.1394,0.1958,0.242,0.00522
GPC,0.218,0.2112,0.1546,0.2114,0.2048,0.00338
HIG,0.2168,0.214,0.1534,0.1976,0.2182,0.00622
HST,0.2986,0.153,0.1062,0.153,0.2892,0.00554
JPM,0.2316,0.204,0.1498,0.187,0.2276,0.00942
KR,0.2958,0.1534,0.0964,0.1592,0.2952,0.0073
OGN,0.3368,0.1228,0.0852,0.1156,0.3396,-0.00021
PG,0.1232,0.2654,0.227,0.2634,0.121,0.01732
PPL,0.1266,0.2604,0.228,0.2666,0.1184,0.01596
PRU,0.2606,0.179,0.1346,0.1792,0.2466,0.007
PYPL,0.362,0.1062,0.0762,0.101,0.3546,-0.00298
RE,0.2422,0.1798,0.1446,0.1882,0.2452,0.00104
ROL,0.259,0.1742,0.1186,0.1686,0.2796,-0.00025
ROST,0.2864,0.1638,0.115,0.1622,0.2726,-0.00261
UNH,0.1812,0.2356,0.1634,0.2274,0.1924,0.0075
URI,0.3272,0.1372,0.091,0.1364,0.3082,-0.00637
V,0.2656,0.1816,0.1194,0.1742,0.2592,0.00104
VRSK,0.2146,0.2002,0.1554,0.2126,0.2172,0.00895
WRK,0.2904,0.1732,0.1078,0.157,0.2716,0.00183
XOM,0.2854,0.1682,0.1162,0.1522,0.278,0.00721
IVV,0.108,0.268,0.2404,0.2726,0.111,0.00853
IWM,0.216,0.2068,0.1544,0.2084,0.2144,0.00151
EWU,0.1258,0.2634,0.2262,0.2544,0.1302,0.01234
EWG,0.128,0.27,0.2176,0.2564,0.128,0.00175
EWL,0.0812,0.294,0.2568,0.2782,0.0898,0.00573
EWQ,0.1526,0.244,0.2064,0.2482,0.1488,0.00285
IEUS,0.1394,0.2536,0.2068,0.25,0.1502,0.00411
EWJ,0.134,0.2648,0.2108,0.2498,0.1406,0.00727
EWT,0.2176,0.202,0.1504,0.2034,0.2266,0.00775
MCHI,0.263,0.1752,0.1242,0.1678,0.2698,0.01366
INDA,0.1652,0.2334,0.1886,0.2448,0.168,0.01315
EWY,0.2094,0.2166,0.1514,0.2038,0.2188,-0.00054
EWA,0.1658,0.2434,0.1932,0.2298,0.1678,0.00284
EWH,0.1272,0.2492,0.2196,0.2652,0.1388,0.01439
EWZ,0.2998,0.155,0.1082,0.1464,0.2906,-0.00501
EWC,0.145,0.2474,0.217,0.2444,0.1462,0.00545
IEMG,0.1554,0.2472,0.1932,0.243,0.1612,0.01032
LQD,0.004,0.229,0.5064,0.257,0.0036,0.03183
HYG,0.0,0.1452,0.6948,0.16,0.0,0.03628
SHY,0.0,0.0,1.0,0.0,0.0,0.04518
IEF,0.0014,0.2088,0.557,0.2318,0.001,0.03678
TLT,0.11,0.2658,0.2308,0.2678,0.1256,0.02664
SEGA.L,0.2108,0.2102,0.1558,0.2172,0.206,0.03461
IEAA.L,0.0,0.0208,0.9512,0.028,0.0,0.04278
HIGH.L,0.0,0.0766,0.8358,0.0876,0.0,0.03841
JPEA.L,0.0012,0.2278,0.5236,0.2454,0.002,0.03157
IAU,0.4384,0.0472,0.0284,0.0456,0.4404,0.00347
SLV,0.2322,0.1922,0.1476,0.198,0.23,0.00194
GSG,0.2026,0.225,0.1658,0.2108,0.1958,0.01837
REET,0.1076,0.2772,0.23,0.2726,0.1126,0.00517
ICLN,0.2478,0.177,0.1352,0.1712,0.2688,0.00942
