ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.191,0.2024,0.2086,0.203,0.195,0.01025
ACN,0.1918,0.2102,0.1982,0.2056,0.1942,0.00987
AEP,0.2046,0.198,0.2032,0.19,0.2042,0.01028
AIZ,0.1954,0.1986,0.2,0.2102,0.1958,0.01
ALLE,0.2048,0.1962,0.1998,0.202,0.1972,0.00991
AMAT,0.2046,0.1946,0.2014,0.1996,0.1998,0.00957
AMP,0.2016,0.1952,0.195,0.2096,0.1986,0.00971
AMZN,0.2006,0.2044,0.199,0.1916,0.2044,0.00992
AVB,0.191,0.2012,0.2104,0.205,0.1924,0.01006
AVY,0.2028,0.1964,0.2092,0.2056,0.186,0.00981
AXP,0.206,0.2034,0.2046,0.1874,0.1986,0.00974
BDX,0.2044,0.2,0.188,0.1978,0.2098,0.01031
BF-B,0.2012,0.1998,0.193,0.2058,0.2002,0.01019
BMY,0.1988,0.1906,0.2064,0.2024,0.2018,0.01028
BR,0.2114,0.1968,0.2016,0.1912,0.199,0.00995
CARR,0.1896,0.2144,0.1912,0.2028,0.202,0.00988
CDW,0.2014,0.2,0.2046,0.1916,0.2024,0.00978
CE,0.203,0.208,0.1934,0.198,0.1976,0.00982
CHTR,0.2004,0.203,0.2042,0.2014,0.191,0.01005
CNC,0.1994,0.2014,0.191,0.2062,0.202,0.01
CNP,0.1862,0.1936,0.2022,0.2148,0.2032,0.01017
COP,0.2008,0.2,0.1978,0.1926,0.2088,0.00984
CTAS,0.206,0.2044,0.1966,0.1974,0.1956,0.00987
CZR,0.1924,0.1982,0.2026,0.2,0.2068,0.00954
DG,0.1856,0.2006,0.206,0.2012,0.2066,0.01033
DPZ,0.1894,0.2118,0.1996,0.2016,0.1976,0.01015
DRE,0.1984,0.201,0.2046,0.1946,0.2014,0.01009
DXC,0.203,0.2028,0.205,0.2068,0.1824,0.0097
FB,0.1992,0.1952,0.1944,0.199,0.2122,0.0098
FTV,0.2114,0.1982,0.1958,0.201,0.1936,0.01001
GOOG,0.1936,0.207,0.2044,0.2006,0.1944,0.00984
GPC,0.2046,0.2004,0.208,0.1952,0.1918,0.00992
HIG,0.1952,0.2014,0.2028,0.2024,0.1982,0.00995
HST,0.1994,0.2044,0.2058,0.195,0.1954,0.00977
JPM,0.187,0.2078,0.204,0.201,0.2002,0.00993
KR,0.201,0.1946,0.197,0.2008,0.2066,0.01028
OGN,0.2038,0.2028,0.1954,0.2012,0.1968,0.00989
PG,0.196,0.197,0.2026,0.2032,0.2012,0.01025
PPL,0.1996,0.2,0.2068,0.1942,0.1994,0.01026
PRU,0.2024,0.2012,0.1912,0.2024,0.2028,0.00983
PYPL,0.2068,0.1904,0.2042,0.2028,0.1958,0.01006
RE,0.201,0.2084,0.194,0.2018,0.1948,0.00998
ROL,0.2032,0.1986,0.209,0.1966,0.1926,0.00986
ROST,0.1994,0.2012,0.2054,0.1992,0.1948,0.00975
UNH,0.2088,0.199,0.194,0.189,0.2092,0.01005
URI,0.207,0.2024,0.202,0.1872,0.2014,0.00965
V,0.1956,0.1978,0.1974,0.1972,0.212,0.0098
VRSK,0.2034,0.1974,0.2,0.211,0.1882,0.01003
WRK,0.1918,0.2052,0.2042,0.2,0.1988,0.00992
XOM,0.2062,0.1956,0.1996,0.1896,0.209,0.00994
IVV,0.201,0.203,0.191,0.204,0.201,0.00996
IWM,0.2042,0.1962,0.2032,0.204,0.1924,0.00982
EWU,0.189,0.1946,0.2134,0.2022,0.2008,0.01008
EWG,0.1962,0.2024,0.2016,0.2036,0.1962,0.01005
EWL,0.1884,0.2034,0.202,0.2014,0.2048,0.01014
EWQ,0.2056,0.2118,0.1846,0.2014,0.1966,0.01001
IEUS,0.1946,0.2068,0.196,0.2082,0.1944,0.01004
EWJ,0.1974,0.189,0.2052,0.2038,0.2046,0.01006
EWT,0.2078,0.1922,0.204,0.1958,0.2002,0.01001
MCHI,0.191,0.1978,0.202,0.199,0.2102,0.01005
INDA,0.1922,0.1968,0.2086,0.1974,0.205,0.01006
EWY,0.2066,0.1974,0.2004,0.1926,0.203,0.00993
EWA,0.2028,0.187,0.2008,0.2054,0.204,0.00994
EWH,0.1874,0.209,0.2092,0.196,0.1984,0.01015
EWZ,0.197,0.1996,0.1988,0.1914,0.2132,0.00994
EWC,0.1886,0.2022,0.206,0.2074,0.1958,0.00994
IEMG,0.1954,0.2122,0.1928,0.2012,0.1984,0.01005
LQD,0.197,0.2014,0.1994,0.207,0.1952,0.01043
HYG,0.196,0.204,0.208,0.201,0.191,0.01033
SHY,0.1916,0.194,0.203,0.2072,0.2042,0.01044
IEF,0.1908,0.2102,0.199,0.206,0.194,0.01049
TLT,0.1984,0.2006,0.2,0.2074,0.1936,0.01058
SEGA.L,0.2026,0.2034,0.1918,0.2022,0.2,0.01069
IEAA.L,0.2018,0.198,0.2014,0.2024,0.1964,0.01044
HIGH.L,0.1952,0.1962,0.1978,0.2036,0.2072,0.01041
JPEA.L,0.196,0.2004,0.2064,0.2084,0.1888,0.01041
IAU,0.2018,0.2064,0.1978,0.1986,0.1954,0.01039
SLV,0.197,0.1914,0.2034,0.2034,0.2048,0.01023
GSG,0.2002,0.2106,0.2026,0.2028,0.1838,0.01001
REET,0.2014,0.1946,0.2106,0.2028,0.1906,0.01007
ICLN,0.1972,0.194,0.1992,0.2104,0.1992,0.00993
IXN,0.1968,0.2112,0.195,0.1974,0.1996,0.00989
IGF,0.2028,0.2056,0.1982,0.1974,0.196,0.01012
IUVL.L,0.2066,0.2004,0.2008,0.1952,0.197,0.01017
IUMO.L,0.2044,0.2066,0.194,0.2012,0.1938,0.01019
SPMV.L,0.1974,0.2004,0.207,0.1974,0.1978,0.01025
IEVL.L,0.1888,0.205,0.2058,0.2042,0.1962,0.01027
IEFM.L,0.2996,0.1268,0.1164,0.134,0.3232,0.00349
MVEU.L,0.2022,0.1902,0.2008,0.1962,0.2106,0.0103
XLK,0.2052,0.2018,0.1968,0.1964,0.1998,0.00988
XLF,0.2004,0.203,0.197,0.2022,0.1974,0.00989
XLV,0.197,0.2008,0.1992,0.2082,0.1948,0.01015
XLE,0.1994,0.196,0.2032,0.2056,0.1958,0.00985
XLY,0.2038,0.211,0.1884,0.2054,0.1914,0.0099
XLI,0.2004,0.2014,0.202,0.203,0.1932,0.00996
XLC,0.2008,0.1986,0.2064,0.195,0.1992,0.00992
XLU,0.1986,0.2016,0.2094,0.1992,0.1912,0.0102
XLP,0.2092,0.2,0.1972,0.199,0.1946,0.01018
XLB,0.1908,0.1956,0.2038,0.2062,0.2036,0.00995
VXX,0.2016,0.2044,0.2034,0.1926,0.198,0.01261
