ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1658,0.2332,0.193,0.2438,0.1642,0.01503
ACN,0.254,0.1808,0.127,0.1814,0.2568,0.0169
AEP,0.1194,0.2604,0.2288,0.2718,0.1196,0.01149
AIZ,0.1574,0.2336,0.1992,0.2536,0.1562,0.00581
ALLE,0.21,0.2094,0.156,0.2096,0.215,0.00351
AMAT,0.3554,0.1078,0.0756,0.1082,0.353,0.00151
AMP,0.2368,0.1924,0.1456,0.1758,0.2494,0.00173
AMZN,0.2876,0.1582,0.1104,0.153,0.2908,0.00374
AVB,0.174,0.234,0.188,0.2272,0.1768,0.00342
AVY,0.27,0.1674,0.1208,0.1746,0.2672,0.00158
AXP,0.306,0.1422,0.0984,0.1582,0.2952,0.00137
BDX,0.1828,0.2206,0.1694,0.2224,0.2048,0.01759
BF-B,0.194,0.225,0.163,0.2196,0.1984,0.01528
BMY,0.1816,0.2306,0.1754,0.2328,0.1796,0.01815
BR,0.2534,0.1796,0.1274,0.1776,0.262,0.00721
CARR,0.249,0.177,0.1394,0.1824,0.2522,0.0041
CDW,0.2422,0.1846,0.1322,0.198,0.243,0.00527
CE,0.2356,0.192,0.1364,0.1896,0.2464,0.00333
CHTR,0.2522,0.1764,0.1284,0.1832,0.2598,0.00457
CNC,0.2786,0.1558,0.1278,0.1678,0.27,0.00311
CNP,0.151,0.2516,0.1934,0.253,0.151,0.01659
COP,0.3128,0.151,0.1038,0.1528,0.2796,0.00375
CTAS,0.227,0.2086,0.1386,0.1974,0.2284,0.00375
CZR,0.3586,0.108,0.0668,0.1008,0.3658,0.00246
DG,0.2266,0.204,0.1414,0.2028,0.2252,0.00603
DPZ,0.282,0.1604,0.1124,0.1676,0.2776,0.00902
DRE,0.1818,0.2336,0.1702,0.2272,0.1872,0.01493
DXC,0.3512,0.1068,0.0704,0.105,0.3666,0.00639
FB,0.4102,0.0766,0.0488,0.0702,0.3942,0.0028
FTV,0.2546,0.1856,0.1264,0.1858,0.2476,0.00105
GOOG,0.269,0.1658,0.1168,0.171,0.2774,0.00096
GPC,0.2036,0.2096,0.1674,0.2126,0.2068,0.0092
HIG,0.1936,0.2244,0.1696,0.2186,0.1938,0.00699
HST,0.2884,0.1616,0.1068,0.1616,0.2816,0.00144
JPM,0.2294,0.1932,0.1408,0.1998,0.2368,0.00325
KR,0.3092,0.1464,0.0932,0.141,0.3102,0.00475
OGN,0.2904,0.1474,0.1084,0.1514,0.3024,0.00652
PG,0.1292,0.2584,0.2252,0.255,0.1322,0.01541
PPL,0.0708,0.2842,0.2842,0.289,0.0718,0.00935
PRU,0.231,0.198,0.152,0.1948,0.2242,0.00319
PYPL,0.4028,0.075,0.0496,0.0798,0.3928,0.00446
RE,0.2128,0.2024,0.1582,0.216,0.2106,0.00718
ROL,0.2742,0.1564,0.122,0.162,0.2854,0.00566
ROST,0.2732,0.1698,0.1152,0.1678,0.274,0.00198
UNH,0.1896,0.2314,0.1628,0.2272,0.189,0.01157
URI,0.3062,0.1456,0.1042,0.1454,0.2986,0.00243
V,0.2906,0.1552,0.1056,0.1536,0.295,0.00715
VRSK,0.2112,0.212,0.1618,0.1952,0.2198,0.00397
WRK,0.2678,0.1704,0.1166,0.172,0.2732,0.00401
XOM,0.2838,0.1712,0.1138,0.1678,0.2634,0.00322
IVV,0.1336,0.2562,0.218,0.2584,0.1338,0.00364
IWM,0.2234,0.2032,0.1482,0.2044,0.2208,0.00328
EWU,0.1074,0.2758,0.2416,0.272,0.1032,0.00623
EWG,0.1132,0.2698,0.2406,0.2658,0.1106,0.00915
EWL,0.1026,0.2816,0.241,0.2724,0.1024,0.00882
EWQ,0.1352,0.2576,0.2228,0.2518,0.1326,0.00744
IEUS,0.1448,0.2572,0.206,0.2494,0.1426,0.01074
EWJ,0.1286,0.2596,0.2202,0.2618,0.1298,0.00422
EWT,0.1792,0.231,0.1844,0.2266,0.1788,0.00533
MCHI,0.2512,0.181,0.1338,0.1794,0.2546,0.00425
INDA,0.1804,0.2284,0.1698,0.2364,0.185,0.00843
EWY,0.2094,0.2088,0.1526,0.2066,0.2226,0.00628
EWA,0.163,0.2384,0.1952,0.2356,0.1678,0.00853
EWH,0.1148,0.2766,0.2266,0.2678,0.1142,0.00367
EWZ,0.2796,0.1688,0.1146,0.1618,0.2752,0.01327
EWC,0.1516,0.2532,0.1946,0.2544,0.1462,0.0079
IEMG,0.15,0.2508,0.193,0.2592,0.147,0.00278
LQD,0.0102,0.2692,0.4404,0.2702,0.01,0.07406
HYG,0.0002,0.1862,0.6352,0.1782,0.0002,0.01765
SHY,0.0,0.0,1.0,0.0,0.0,0.04279
IEF,0.0018,0.2256,0.5448,0.2266,0.0012,0.00208
TLT,0.1132,0.2744,0.2304,0.261,0.121,0.00477
SEGA.L,0.0,0.1782,0.6574,0.1644,0.0,0.05903
IEAA.L,0.0,0.0772,0.8564,0.0664,0.0,0.05143
HIGH.L,0.0,0.1396,0.73,0.1304,0.0,2e-05
JPEA.L,0.0044,0.2588,0.4682,0.2642,0.0044,0.02602
IAU,0.3956,0.0806,0.0538,0.077,0.393,0.03974
SLV,0.2104,0.2108,0.1588,0.2134,0.2066,0.00677
GSG,0.1836,0.226,0.176,0.2328,0.1816,0.00565
REET,0.1088,0.2722,0.2396,0.2684,0.111,0.01179
ICLN,0.2638,0.173,0.127,0.1692,0.267,0.00438
IXN,0.2234,0.1966,0.1554,0.1988,0.2258,0.00321
IGF,0.0662,0.2858,0.2996,0.2846,0.0638,0.00838
IUVL.L,0.1922,0.2224,0.1686,0.2198,0.197,0.00455
IUMO.L,0.2422,0.1936,0.1412,0.1824,0.2406,0.00559
SPMV.L,0.1246,0.2512,0.2366,0.268,0.1196,0.04827
IEVL.L,0.1528,0.256,0.188,0.25,0.1532,0.00378
IEFM.L,0.4954,0.0094,0.005,0.01,0.4802,0.02911
MVEU.L,0.0918,0.28,0.2674,0.2672,0.0936,3e-05
XLK,0.231,0.1944,0.1428,0.1988,0.233,0.00514
XLF,0.1706,0.2258,0.1944,0.245,0.1642,0.00265
XLV,0.0786,0.2812,0.2756,0.283,0.0816,0.00807
XLE,0.2678,0.1856,0.1184,0.1756,0.2526,0.00314
XLY,0.225,0.2016,0.1458,0.2014,0.2262,0.0034
XLI,0.1284,0.2586,0.2198,0.2696,0.1236,0.00698
XLC,0.233,0.1882,0.1476,0.208,0.2232,0.00094
XLU,0.1138,0.2668,0.2304,0.2736,0.1154,0.01531
XLP,0.062,0.2906,0.299,0.286,0.0624,0.01268
XLB,0.1408,0.2512,0.2116,0.2544,0.142,0.00703
VXX,0.412,0.0656,0.0432,0.063,0.4162,0.04746
