ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1844,0.2036,0.2164,0.2096,0.186,0.0105
ACN,0.198,0.2066,0.202,0.201,0.1924,0.01025
AEP,0.1846,0.2126,0.2156,0.2066,0.1806,0.01073
AIZ,0.1866,0.2096,0.212,0.2,0.1918,0.01053
ALLE,0.1992,0.1956,0.2072,0.2088,0.1892,0.01018
AMAT,0.2172,0.198,0.1824,0.1832,0.2192,0.00826
AMP,0.1988,0.2052,0.1926,0.2078,0.1956,0.00991
AMZN,0.1992,0.2048,0.2006,0.1932,0.2022,0.00984
AVB,0.1864,0.2004,0.2086,0.216,0.1886,0.01052
AVY,0.1948,0.204,0.2016,0.2082,0.1914,0.01018
AXP,0.2124,0.1908,0.189,0.1988,0.209,0.00946
BDX,0.1936,0.2094,0.2144,0.2052,0.1774,0.01053
BF-B,0.1868,0.2056,0.2112,0.2038,0.1926,0.01036
BMY,0.1828,0.2002,0.209,0.2158,0.1922,0.01047
BR,0.1936,0.1968,0.2074,0.2014,0.2008,0.0103
CARR,0.2046,0.1928,0.1986,0.2016,0.2024,0.00983
CDW,0.1914,0.1938,0.2118,0.206,0.197,0.01008
CE,0.202,0.1964,0.1978,0.2002,0.2036,0.00988
CHTR,0.201,0.1982,0.2076,0.1926,0.2006,0.01002
CNC,0.2104,0.1894,0.188,0.1968,0.2154,0.00932
CNP,0.1916,0.1972,0.207,0.2062,0.198,0.01049
COP,0.2146,0.1882,0.1896,0.1928,0.2148,0.00898
CTAS,0.2004,0.2096,0.1908,0.2066,0.1926,0.01018
CZR,0.2414,0.1702,0.173,0.1838,0.2316,0.00754
DG,0.1982,0.1998,0.2024,0.208,0.1916,0.0104
DPZ,0.1962,0.1984,0.1992,0.2052,0.201,0.00957
DRE,0.1878,0.204,0.2108,0.207,0.1904,0.01053
DXC,0.221,0.1938,0.1858,0.1858,0.2136,0.00852
FB,0.2032,0.1986,0.209,0.1884,0.2008,0.00941
FTV,0.196,0.1958,0.2136,0.1956,0.199,0.01039
GOOG,0.1878,0.198,0.2118,0.1998,0.2026,0.01004
GPC,0.1908,0.2066,0.2092,0.1988,0.1946,0.0103
HIG,0.1938,0.1964,0.1956,0.2132,0.201,0.01027
HST,0.2136,0.1856,0.1874,0.1896,0.2238,0.00925
JPM,0.1938,0.1994,0.2028,0.2032,0.2008,0.01014
KR,0.208,0.202,0.1914,0.1918,0.2068,0.00916
OGN,0.2222,0.1892,0.189,0.181,0.2186,0.00838
PG,0.1912,0.2062,0.2024,0.2098,0.1904,0.01082
PPL,0.1828,0.215,0.21,0.2032,0.189,0.01082
PRU,0.1906,0.197,0.2066,0.198,0.2078,0.00996
PYPL,0.2212,0.1798,0.1716,0.1892,0.2382,0.00755
RE,0.1806,0.2054,0.207,0.2058,0.2012,0.01004
ROL,0.2022,0.199,0.2016,0.1932,0.204,0.00972
ROST,0.1996,0.2008,0.1952,0.209,0.1954,0.00952
UNH,0.2054,0.2044,0.1984,0.2046,0.1872,0.01045
