ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.213,0.1974,0.1732,0.2108,0.2056,0.0112
ACN,0.226,0.1846,0.1586,0.201,0.2298,0.0091
AEP,0.1682,0.2322,0.2096,0.2264,0.1636,0.01091
AIZ,0.1984,0.2234,0.1756,0.2184,0.1842,0.00823
ALLE,0.2146,0.1984,0.1632,0.2094,0.2144,0.00211
AMAT,0.2734,0.155,0.1204,0.1734,0.2778,0.01175
AMP,0.2274,0.1928,0.1632,0.1842,0.2324,0.01017
AMZN,0.2474,0.1866,0.1444,0.182,0.2396,0.01232
AVB,0.2074,0.2108,0.1762,0.2026,0.203,0.00932
AVY,0.228,0.1916,0.1628,0.1952,0.2224,0.00868
AXP,0.2602,0.1698,0.1452,0.1622,0.2626,0.01384
BDX,0.23,0.1926,0.1722,0.1932,0.212,0.01348
BF-B,0.2098,0.1958,0.1656,0.19,0.2388,0.01198
BMY,0.2302,0.193,0.1566,0.1852,0.235,0.01087
BR,0.2298,0.1996,0.163,0.1886,0.219,0.00887
CARR,0.2356,0.1822,0.1512,0.176,0.255,0.01157
CDW,0.2274,0.1946,0.1616,0.1894,0.227,0.01108
CE,0.2244,0.1914,0.1586,0.195,0.2306,0.00964
CHTR,0.2482,0.1764,0.1534,0.1718,0.2502,0.01398
CNC,0.2676,0.1682,0.1338,0.1774,0.253,0.014
CNP,0.2046,0.2074,0.1898,0.2054,0.1928,0.01092
COP,0.2482,0.1816,0.1468,0.1716,0.2518,0.01034
CTAS,0.2296,0.1882,0.1602,0.205,0.217,0.01033
CZR,0.2864,0.1536,0.1174,0.1552,0.2874,0.01394
DG,0.239,0.1754,0.1488,0.1842,0.2526,0.0152
DPZ,0.2704,0.172,0.1394,0.164,0.2542,0.01634
DRE,0.203,0.2104,0.167,0.2174,0.2022,0.00991
DXC,0.28,0.1576,0.129,0.1552,0.2782,0.01546
FB,0.2482,0.163,0.1456,0.1906,0.2526,0.01243
FTV,0.2192,0.2102,0.1636,0.1852,0.2218,0.01227
GOOG,0.233,0.1868,0.1462,0.192,0.242,0.00878
GPC,0.2148,0.2018,0.1694,0.1978,0.2162,0.00767
HIG,0.2092,0.2044,0.166,0.2062,0.2142,0.00854
HST,0.2498,0.1872,0.1384,0.1756,0.249,0.0101
JPM,0.2138,0.2026,0.1598,0.2002,0.2236,0.00992
KR,0.2762,0.1576,0.13,0.1696,0.2666,0.0153
OGN,0.2812,0.1566,0.126,0.1492,0.287,0.01582
PG,0.1812,0.2184,0.2,0.2198,0.1806,0.0103
PPL,0.1512,0.2378,0.2224,0.2308,0.1578,0.00556
PRU,0.2044,0.2072,0.1738,0.2124,0.2022,0.00734
PYPL,0.2908,0.1596,0.1168,0.1526,0.2802,0.01439
RE,0.2376,0.192,0.156,0.1818,0.2326,0.01308
ROL,0.2556,0.173,0.1344,0.1814,0.2556,0.01253
ROST,0.2366,0.1804,0.1452,0.1784,0.2594,0.01118
