ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
ABBV,0.1898,0.2316,0.1676,0.226,0.185,0.01803
ACN,0.2224,0.2046,0.1528,0.2092,0.211,-0.00158
AEP,0.1432,0.2558,0.1988,0.2564,0.1458,0.01688
AIZ,0.1698,0.2402,0.18,0.2278,0.1822,0.00559
ALLE,0.2188,0.2024,0.1524,0.1932,0.2332,-0.00889
AMAT,0.3466,0.1172,0.0766,0.1146,0.345,0.0011
AMP,0.2502,0.1862,0.134,0.1746,0.255,-0.00305
AMZN,0.2578,0.1784,0.119,0.1806,0.2642,0.00936
AVB,0.1826,0.2258,0.1806,0.2302,0.1808,0.00967
AVY,0.2296,0.2018,0.1422,0.1964,0.23,-0.00654
AXP,0.2884,0.1604,0.1114,0.1632,0.2766,0.0053
BDX,0.1824,0.2284,0.1724,0.2422,0.1746,0.01335
BF-B,0.1926,0.2178,0.1584,0.2222,0.209,0.00807
BMY,0.1898,0.2148,0.174,0.2238,0.1976,0.00431
BR,0.2106,0.2116,0.1712,0.207,0.1996,-0.00331
CARR,0.2618,0.1844,0.1314,0.1804,0.242,-0.00975
CDW,0.2394,0.187,0.1468,0.1974,0.2294,0.00633
CE,0.2536,0.1858,0.1194,0.1802,0.261,-0.00227
CHTR,0.2398,0.1896,0.1422,0.1942,0.2342,-0.00017
CNC,0.2934,0.1508,0.1094,0.156,0.2904,0.0005
CNP,0.1804,0.2286,0.1722,0.2248,0.194,0.00655
COP,0.3218,0.1374,0.1014,0.1408,0.2986,0.00493
CTAS,0.2228,0.2036,0.1466,0.1944,0.2326,0.00189
CZR,0.357,0.1044,0.0668,0.0992,0.3726,0.00226
DG,0.204,0.2172,0.1608,0.2142,0.2038,0.01853
DPZ,0.2864,0.1616,0.1196,0.1582,0.2742,0.00701
DRE,0.1766,0.2356,0.1842,0.228,0.1756,0.00795
DXC,0.3296,0.1338,0.0786,0.1192,0.3388,-0.00763
FB,0.2902,0.1514,0.1138,0.1624,0.2822,0.00654
FTV,0.1906,0.2214,0.1748,0.211,0.2022,0.00193
GOOG,0.2344,0.1888,0.1388,0.1976,0.2404,0.00453
GPC,0.2102,0.2104,0.1618,0.2026,0.215,0.00341
HIG,0.2106,0.2102,0.1482,0.205,0.226,0.00616
HST,0.3054,0.1446,0.0952,0.155,0.2998,0.0052
JPM,0.2214,0.2056,0.1538,0.193,0.2262,0.00943
KR,0.289,0.162,0.0916,0.1518,0.3056,0.00677
OGN,0.3256,0.1186,0.0842,0.1228,0.3488,-0.00025
PG,0.1194,0.2642,0.2336,0.2722,0.1106,0.01717
PPL,0.12,0.2532,0.243,0.2652,0.1186,0.01598
PRU,0.242,0.193,0.1368,0.1776,0.2506,0.00682
PYPL,0.3526,0.1074,0.0734,0.1088,0.3578,-0.00366
RE,0.2344,0.1966,0.1366,0.195,0.2374,0.00084
ROL,0.2772,0.1636,0.1268,0.1696,0.2628,-0.00045
ROST,0.2812,0.1636,0.1142,0.1586,0.2824,-0.00278
UNH,0.1964,0.2182,0.1674,0.2306,0.1874,0.00733
URI,0.314,0.1376,0.1,0.1398,0.3086,-0.00649
V,0.267,0.1792,0.118,0.1768,0.259,0.00108
VRSK,0.2154,0.2094,0.1528,0.2028,0.2196,0.00841
WRK,0.2794,0.1666,0.1102,0.1692,0.2746,0.00186
XOM,0.2804,0.1726,0.1072,0.154,0.2858,0.00719
IVV,0.1012,0.2728,0.253,0.2736,0.0994,0.00885
IWM,0.2158,0.2044,0.1586,0.208,0.2132,0.00169
EWU,0.1266,0.2568,0.2376,0.2544,0.1246,0.01223
EWG,0.1318,0.2558,0.213,0.2716,0.1278,0.002
EWL,0.0858,0.2824,0.2602,0.2846,0.087,0.00624
EWQ,0.1464,0.2444,0.213,0.2494,0.1468,0.00286
IEUS,0.1484,0.254,0.2044,0.2534,0.1398,0.00418
EWJ,0.131,0.2588,0.2056,0.2644,0.1402,0.0075
EWT,0.2206,0.202,0.1488,0.2086,0.22,0.00756
MCHI,0.2666,0.1616,0.1266,0.1674,0.2778,0.0135
INDA,0.175,0.2382,0.1896,0.2372,0.16,0.01299
EWY,0.216,0.2036,0.1518,0.2134,0.2152,-0.00083
EWA,0.1664,0.2322,0.1908,0.2434,0.1672,0.00284
EWH,0.136,0.2514,0.208,0.2696,0.135,0.01431
EWZ,0.296,0.1504,0.0962,0.1522,0.3052,-0.00517
EWC,0.1454,0.2472,0.2194,0.2454,0.1426,0.00571
IEMG,0.1652,0.2252,0.1994,0.2524,0.1578,0.01048
LQD,0.0032,0.246,0.4982,0.249,0.0036,0.03263
HYG,0.0,0.1534,0.7094,0.1372,0.0,0.03715
SHY,0.0,0.0,1.0,0.0,0.0,0.04628
IEF,0.0014,0.2206,0.5568,0.2202,0.001,0.03751
TLT,0.1176,0.2598,0.228,0.2772,0.1174,0.02672
SEGA.L,0.209,0.2168,0.1536,0.2106,0.21,0.03405
IEAA.L,0.0,0.0282,0.9494,0.0224,0.0,0.04378
HIGH.L,0.0,0.0894,0.8336,0.077,0.0,0.03936
JPEA.L,0.0024,0.2362,0.5262,0.2342,0.001,0.03229
IAU,0.4402,0.047,0.0258,0.046,0.441,0.00319
SLV,0.2262,0.1994,0.1384,0.2078,0.2282,0.00184
GSG,0.2108,0.2186,0.1606,0.211,0.199,0.01791
REET,0.107,0.2746,0.2364,0.264,0.118,0.00541
ICLN,0.2548,0.179,0.1254,0.1886,0.2522,0.00922
IXN,0.1926,0.223,0.1704,0.2252,0.1888,0.00517
IGF,0.086,0.2764,0.2778,0.282,0.0778,0.00789
IUVL.L,0.1794,0.2366,0.1798,0.2268,0.1774,0.00569
IUMO.L,0.2272,0.2006,0.1522,0.199,0.221,0.00815
SPMV.L,0.0932,0.2798,0.2612,0.2812,0.0846,0.0117
IEVL.L,0.1474,0.2486,0.2072,0.248,0.1488,0.01433
IEFM.L,0.4968,0.0046,0.0036,0.0044,0.4906,8e-05
MVEU.L,0.0618,0.2996,0.2918,0.279,0.0678,0.02061
XLK,0.1892,0.2294,0.166,0.2298,0.1856,0.00741
XLF,0.1788,0.2364,0.1722,0.2232,0.1894,0.00837
XLV,0.0762,0.2864,0.2676,0.2928,0.077,0.01327
XLE,0.2916,0.1566,0.1118,0.1578,0.2822,0.00382
XLY,0.1872,0.2252,0.1824,0.2202,0.185,0.00938
XLI,0.1336,0.2566,0.2182,0.252,0.1396,0.00588
XLC,0.1526,0.2452,0.2,0.2442,0.158,0.00806
XLU,0.1234,0.2612,0.2284,0.2604,0.1266,0.0086
XLP,0.0622,0.2804,0.3008,0.291,0.0656,0.01388
XLB,0.1544,0.2432,0.1972,0.2474,0.1578,0.00289
VXX,0.4216,0.065,0.0406,0.0656,0.4072,0.04348
